,pros,cons,rating_number
76,"Awesome team to worth with, loved all my coworkers!",Sometimes could be a lot of work,5.0
77,Employee friendly culture Diversity Market leader in search,Too much focus on Manager training on performance reviews and diversity training Too many unproductive meetings Not hiring the caliber employee they used to. Hiring standards have dropped.,3.0
78,"Smart, talented people, best in class resources","Cultural inability to ship product, extremely complacent, more political infighting than the desire to make great things",4.0
79,"Surrounded by incredibly smart people, everyone is friendly and really helpful. The office space is great, amazing perks. The tech stack and dev tools are like no other place I've ever worked.","Everyone seems to be obsessed about work and finding a good life-work balance is hard. The ramp-up is hard, working with complicated large systems. Not enough time to enjoy all the perks that the office has to offer.",4.0
80,Benefits Family oriented Super chill Lovely Easy work,None None None None None,5.0
81,great leadership across the organization,more communication should be transparent across teams,4.0
82,Good benefits and salary ranges,Hands off culture at times,4.0
83,It's everything you heard and more,Enterprise company who thinks its still a startup,5.0
84,"I worked with so many excellent individuals who were kind, helpful, knowledgeable, and generally fun to be around. Every day was better because they were in it. Benefits are fantastic.","The infrastructure and risk aversion makes quick progress difficult. A lot of the tech is Google-specific, which makes it hard to transfer skill to another company. Promotion process is extremely broken, but I think it is everywhere else, too.",4.0
85,"- Great perks - free food, 401k match, office amenities",- Not enough meaningful work - Culture is slowly declining and becoming more and more corporate,4.0
86,Amazing work life balance in the company,I do not have any bad things for the company,5.0
87,Flexibility in time of work and days,Not enough room for growth,5.0
88,Great salary lots of benifits,Bad and exhausting working hours,3.0
89,Great benefits for everyone. Cares about employees,They have a horrible retention time for employees,5.0
90,Lots of free food and fun,A lot of work. Pretty competitive,3.0
91,it's the best working environment,there's none at the moment,5.0
92,great experience learning and good environment,googler culture could be taxing,5.0
93,"- Salary - Benefits, like health insurance","- Google is incapable of innovation any more. Any attempts to do something novel are frowned upon. All the effort is concentrated on maintaining what's done; and not doing anything new. Losing competition in AI to Facebook (PyTorch) and OpenAI (ChatGPT) is a perfect example of this. - Defunct low-level management. I mean, they literally don't do anything. You can remove all the low-level managers, and nothing would change. - Sometimes, very toxic culture. I'm in the workforce for 20+ years. Google was the only company where I felt outright abused and humiliated. It definitely doesn't apply to all Google - I had an excellent experience in one org, and horrible in another.",2.0
94,Best perks! Really nice people.,"Very big and lots of politics. You'll spend more time talking about what to do than you'll spend doing. Decisions are by committee, with no clear owner and lots of ""We should check with XXXX to make sure they are ok with it...."". In the end, there's a lot of analysis before any work gets done. Many projects will be worked on for 6-12 months only to have a reorg or leadership change and then get cancelled. Very dissatisfying.",3.0
95,Company is amazing and truly a great office space!,"I don't feel comfortable discussing my cons due to it being with a manager who dealt with childhood trauma. I pray for her as she continues to cultivate environments daily that are not rooted safe spaces for all. My advice is for anyone at any company should always make sure that your manager is a person who upholds the companies Code of Conduct daily for all humans within the company. Please pay attention to the signs that can ultimately affect the companies bottom line and the next generation or employees, who will one day be your future executive leaders.",5.0
96,"Pay, flexibility, smart co-workers, food","No longer focused on doing right by the user, everybody just politicking",4.0
97,Tons of resources to learn at your fingertips. Incredibly bright (and generally humble) coworkers. Fantastic pay and benefits. Inclusive culture.,"Coming from a startup-culture, it took me a very long time to be accustomed to Google's massive company, which includes red tape. Development was incredibly slow at times because of needing to get answers across orgs.",5.0
98,"Great people, amazing scale, 400+ offices, constant change","Very Mountain View centric, brutal launch process, low mobility opportunities, constant change",4.0
99,Brilliant and dedicated people who want to make the world better.,"Privilege gets in the way of meaningful change, and product development responsive and responsible for social cohesion and collaboration that could've been possible.",3.0
100,- good perks - works with intelligent colleagues,- it becomes bureaucratic - job spec too specific and narrowly scoped,5.0
101,Great environment to work in,While I was there it was a scary time with the pandemic,5.0
102,"Perks, people, offices, compensation, brand.","Follow the #googlelayoffs on LinkedIn and you find the Google you heard about is not the same company anymore. The layoff on 1/20/2023 hit vulnerable populations like pregnant women, pregnant woman expecting twins, women that have just gave birth, people that just left for medical leave, people that have just returned from medical leave, people in medical leave, people with hb1 visas who will need to go back to their country, among others. The company acted under the at-will law but the trade off of bumping up shareholder value at the expense of vulnerable people is something I now consider the purest corporate evil I’ve ever seen. Cutting off the corporate access in the middle of the night was demoralizing, degrading and demeaning like all 12K people were criminals. I understand the risk mitigation to avoid possible actions of disgruntled employees but come on, there were so many options they could implement and yet they preferred the evil way.",1.0
103,"Whip-smart coworkers; company cares about accessibility/inclusion; all ages, colors, genders, etc. hired without bias.",Layoff was executed in a brutal manner. Those laid off did nothing to deserve being locked out with no warning. Those who remain will never feel the same about the company.,4.0
104,Enjoy so many smart colleagues,I can't think of any,5.0
105,it's not bad at all!!,sometimes they move a bit too slow,5.0
106,"In general typical Google job, with good location and view","Google is having some hard time and some policy did hit San Francisco site, can feel the tension",5.0
107,"Great teammates, good culture, many opportunities to learn and contribute",Do more with less inevitably crosses into accept lowest tolerable quality to maximize efficiency,5.0
108,Room for improvement in personal skills,No work life balance while working,5.0
109,Great place to work for.,Don’t feeel meaningful contributions about work.,5.0
110,Nice place to work lot to learn,"Nice and challenging, salaries need to be more",5.0
111,It was pretty good for a job,There were some cons associated,3.0
112,Great perks Great pay Great benefits,Horrible work-life balance and managers that micromanage,3.0
113,High impact and Smart people,High pressure and large company challenges,5.0
114,Extraordinary talent and work culture.,Excessive risk aversion has stifled progress.,5.0
115,Nice place to work an good compensate,No rest stressful and no break,5.0
116,"* Pay around the top of what you can get in big tech.

* Google still has most of the perks it's famous for. Solid food, entertainment options, gyms, interesting shared spaces. 

* The work is generally challenging - solving difficult problems at scale - but not super intense. Rarely have to work longer than 40 hours/week if you are good at setting your expectations. 

* Anyone who has been there since the mid 2010s or longer is likely to be a super smart, super kind person who is competent and a pleasure to work with.","* It increasingly feels like other big tech companies. The bottom-up, dev-focused mentality still exists to some extent, but bureaucracy, mandates, and managerial office politics are all getting more prevalent. Leadership decisions are increasingly opaque and crassly unconcerned with employee opinions. 

* Hiring standards have plummeted with the rapid expansion starting in the late 2010s. Combined with the widely available materials and coaching for passing Google interviews, this has led to a lot more incompetent people getting into the company at all levels. 

* The company is agonizingly slow to fire people for performance reasons. This means if you have teammates, reports, or (the worse) managers who are incompetent, they could linger in their positions for a year or years being minimally productive -  or even actively counterproductive - before they are let go. 

* You'd often think the company was struggling to make ends meet, rather than profiting tens of billions of dollars per year. Perks are being suspended or cut, mass layoffs occurred without warning, and the already haphazard hiring pipeline has been frozen on and off. Upper management maintains that this is all the result of economic headwinds and long term strategy, versus propping up the wealth of the major shareholders.",4.0
117,Respect employees fantastic culture and bright colleagues,"Sometimes the workload is a lot, also the promo process is not that transparent",5.0
118,"WFH friendly, no micromanagement (ymmv) beautiful offices with lots of on-site parks.","Having been at Google for nearly 10 years, the original culture has been eroded away from all the external exec/management hiring and the shameful layoff of 12,000 employees at random. Travel and fun budgets have been eliminated, the yearly holiday gift is long gone, things have become way more bureaucratic and opaque. Execs are getting huge bonuses while employees are getting 2% raises. Fairly broken promotion/compensation structure.",2.0
119,"Great WLB, lots of really smart people, opportunity for huge impact",Everything is different depending on the team. Some teams may be really great in literally every sense and some teams may be terrible. You just have to find the right team.,5.0
120,Good pay and benefits. Interesting projects.,Excessive growth / over-hiring in the past few years. Facing new challenges such as ChatGPT,4.0
121,nice perks and lunch and cafe,there can be bad people and managers around,3.0
122,"Good Benefits, Great coworkers, Great area, Work-Life Balance","Giant unfeeling corporation, no local control, a few bad eggs that ruin things, engineers as managers with little management training.",3.0
123,loved my team and loved the people that I met there,- too many processes and filling out forms just to get the job done - heard from a lot of people who have been there a long time that it's not the company that it used to be in terms of people first. sounds like you're just another number in the grand scheme of things.,4.0
124,"Great bonus, stock and perks. Lots of smart colleagues to work with.","Excessive documentation and approvals needed, extremely slowing down the release.",5.0
125,Good food benefits and perks,Programmers do stuff on the floor.,5.0
126,- Good work life balance,"- Tech island, everything is internal",5.0
127,Very nice but cery good,Bit slow but good i guess,5.0
128,- very collaborative - people are hopeful in promising things - strong engineers - enough funding - lot of respect from customers in AI - great campus - great perks - access to many offices - great brand - great infrastructure - ability to network fairly easily across different organizations,- some parts of the company can be more stressful - some roles might not be as high paying - some people are too engineering focussed and not as much into scaling for job security - lot of documentations for process/reviews - growth may be limited depending on role,5.0
129,Great benefits and Great pay,"Personally feel the googley days are gone and seeing more and more status and political based culture spreading, not 100% there yet. With the recent layoffs, a lot of great workers whom were very googley were let go, while others who contribute to a more toxic culture and play politics got to stay.",4.0
130,"Perks, fairness in performance reviews","Process overhead, too many different tools that do the same thing",4.0
131,Amazing atmosphere and great people to work with,It’s a great place but can be toxic at times,5.0
132,"Amazing work life balance, leeway to work on projects you want to, compensation was solid","They're an older company that is scared to try new things. The overlords really don't understand video process, creative value, or have the guts to take risks. Ironically it's not all about risks either, even just understanding the market and keeping up with competitors in a creative fashion.",4.0
133,They are good people to work with. Easy to work remotly,Layoff is out of sudden,4.0
134,Free food and smart colleagues,"It takes some time to align members in a big team, but that's expected and normal.",5.0
135,Love this company so much,I never see my family,5.0
136,Great teammates. Opportunities to work on global scale problems you wouldn't find anywhere else.,"Organization and strategy have always been dysfunctional in many areas. The company becomes less friendly, quirky, and compassionate and more like every other multinational year by year.",4.0
137,"- Great salary - Nice accommodations in office like cafes, snacks, gyms, and nice architechture - Free stuff and modern desktops/laptops with a support team - Lots of internal discussion boards about nerd stuff","- Endless treadmill of stress and wishful thinking - My feedback to parts of Google outside of my team, such as YouTube, was systematically ignored - Google has thousands of ways to coerce its users, especially the tech-illiterate, to fork over rights to their personal information without understanding the consequences (personalized ads, location history, notification preferences...) . I realized this before accepting the offer but I wanted the money. - If you're an engineer you have to learn dozens of proprietary technologies which aren't magically better than anything open source just because Googlers made them, and then you get to throw away all of that knowledge when you leave - Google might just cancel your project at any time",3.0
138,Good Pay Good WLB Good Benefit,Hard to get a promotion. Face competition with ChatGPT in the future,5.0
139,"Good perks, inspiring work, smart colleagues",Bureaucracy at times can slow things down,5.0
140,Good work balance off-cycle times,Very busy when in-season time,5.0
141,good environment nice stuff learm a lot,I can not say a lot,4.0
142,I loved the people at Google. Tremendously smart and collaborative.,"Huge company, difficult to make big moves within the company",5.0
143,Brand for the resume and career,Lay off since 2023 too many people,5.0
144,Culture and benefits are world class.,There is a high turnover rate.,5.0
145,good work environment and supportive,less time for personal development,5.0
146,Versatility in the work place,Time constraint when working remotely,5.0
147,Most amazing place I have ever worked. Great compensation. Lot's of creative and exciting things to work on. Loved the people I worked with.,Getting laid-off for no particular reason other than being in the wrong job at the wrong time. Brutal notification process and entire existence at the company wiped out overnight.,5.0
148,Stepping stone to other jobs,Company is too big to create impact,4.0
149,Amazing people and mission. Intense room for growth.,Not a con Ive found so far.,5.0
150,"Atmosphere of a supportive workplace, sense of community, benefits, access to wide variety of tools and resources.",Such a large company that layoffs are bound to happen.,4.0
151,Amazing work life balance in the company,I do not have any bad things for the company,5.0
152,A lot of fun working there,Sometimes no projects to work with,4.0
153,Flexibility in time of work and days,Not enough room for growth,5.0
154,- Pay and benefits are great! - Mostly interesting work with heavy-hitting companies. - Lots of smart people.,"- Performance review process is exhausting and leads to the birth of many ""perf projects"" - projects that are usually unnecessary but look good on paper. These tend to have lots of downstream unintended effects: extra work for folks, started and abandoned products and projects, motivating factors that don't align with clients' best interest. - Forced return to office means that my fat salary evaporated overnight - offices are all in very high cost of living areas. - Lots and lots of ""TPS reports"" that get in the way of helping clients. I'm in an external, client-facing role yet spend more time managing internal expectations than external ones. Things like tracking meetings (we have a meeting quota), tracking pitches, attending internal meetings, working on the aforementioned perf process. - Hustle culture to the extreme. I know people who own yachts that are still on that ""rise and grind mindset"". This is just kind of weird to be around, but also creates issues actually getting work done - folks are not eager to collaborate or help each other out.",3.0
155,"Google’s benefits, work environment, and technologies are top notch. You can find a lot of different things to work on outside your main project work. Infrastructure is very mature and you can have an impact even as the worst person in the room.","Google has a finally tuned culture that has grown non-transparent over time. Recent changes both internal and external have been disruptive and thrown this system out of equilibrium. This has impacted the psychological safety of its 180K employees. Team health issues are common and toxic situations can arise regularly. This arises from a combination of high expectations, intelligent people, and an aversion to risk/failure. The weaponization of HR and difficulty changing teams with the slowdown adds further to this stress and impacts mental health.",3.0
156,Great benefits for everyone. Cares about employees,They have a horrible retention time for employees,5.0
157,"Intellectually, satisfying Amazing Peers Compensated well","Performance model has perverse incentives If your leader ship is not supportive, it will be very hard to succeed",4.0
158,Good community in the APM program and fantastic teips,The work may not feel meaningful,4.0
159,"Innovative, new learnings every day",Transparency and communication will help,4.0
160,a well integrated technology stack,Technology island - experience at google may be difficult to translate to other places,4.0
161,really good and they are very nice,there is nothing bad only good,5.0
162,"Great people to work with, perks","Like any large tech company, the politics",4.0
163,Ability to work within almost every field Work is seen by millions of daily active users Ambitious but friendly coworkers Great total compensation,There is a much lower appetite for taking risks and innovating (and has been this way for at least the last 5 years).,4.0
164,"Smart people, challenging work, and great perks.",Many initiatives are bottom up. This can be a good thing or a bad thing. It means there is not always clear guidance on what is important from leadership. On the other hand it means individual contributors can have a big impact on the company.,5.0
165,competitive pay and other great benefits,lack of transparency from upper management,4.0
166,Overall great place to work,Good place to gain experience then move on,5.0
167,I liked working there it was fun,I wish they gave more breaks,5.0
168,The workload was manageable and the salary was good.,Sometimes I wouldn't have enough to keep myself busy.,5.0
169,"Benefits like free and amazing food, gym.",Volatile because of the external environment,5.0
170,Pays great. Five word minimum.,"This is a great place to retire to. Everyone is unoffended and smiles and laughs at eachothers jokes. Everyones foibles go unnoticed and unforgiven. Nothing is particularly planned lest you be perceived as managing. Responsibility is distributed and blame, what is blame? The company that was here was mostly gone 4 years ago and is gone now. This is IBM in the 1970s, pays great, you can do meaningful things, but its old enough that theres 4 people who will hate you for doing anything meaningful you do and you will never advanced beyond a level or two in your career, and this is only if you are very lucky.",2.0
171,"Good compensation and benefit, flexible working hours",Re-org happens very often. Pandemic lay-off is affecting many people.,5.0
172,A lot of opportunities and really great people,You can get Stuck and in the comfort zone,5.0
173,Great culture and perks Colleagues are talented,"None so far, it's been great.",5.0
174,Amazing and unique software engineering challenges Best perks on the planet Really smart and nicest people to work with,Pretty large company now and things move a bit slower,5.0
175,- emphasis on provider-patient relationship - emphasis on customer service,- small clinic - heavy traffic near location,5.0
176,Pay/Benefits package Prioritizing Work life Balance,Performance Review process Management./Technician Structure,5.0
177,Partners are a strategic priority Investments in channel resources,Solutions selling alignment across businesses,4.0
178,"All of the famous perks: food, snacks, gym, masseuse, nap pods, cool offices Even more than all that: work with some of the absolute best people out there Great internal mobility","The culture of transparency has definitely shifted over the last few years. Even before the layoffs, it was starting to feel like ""just another big company"" in a way it hadn't before. The hybrid schedule isn't as flexible as leadership seems to think it is.",4.0
179,"Really great pay and benefits, great group of people, really good at process",Didnt really get a chance to make an impact and grow due to being laid off with the other 12k people,3.0
180,Got to explore cool projects and initiatives that mattered to me. Lots of access to free or subsidized education.,Being laid off in the middle of the night.,5.0
181,"Great people, challenging work, nice clients","Layoffs, cutbacks in the food in the micro kitchens...no more yogurt 😥",5.0
182,Definently guidence.and good direction.thank you,to much judgment from outside interference.,5.0
183,"Remote work, low stress enviornmet","No real innovation, lots of meetings about meetings",5.0
184,Money. But money is not everything.,"Google is too big for it’s own good. The culture is a hollow, performative shell of whatever was good about Google 10 years ago. The only thing consistent about Google is it’s tolerance for chaos and indecisive management behavior. One Googler can have a thriving experience for superficial reasons and another Googler in the same department can be abused and disenfranchised for superficial reasons. Google does not live up to any consistent leadership principles. Google lacks emotional intelligence. Google lacks leadership.",2.0
185,"Flexible WFH, great benefits, great people.","Layoffs, lack of communication from management.",4.0
186,"Comp has been in decline but not below most alternatives, and you don't have to print out code for Elon Musk to review",CEO and CFO suck. Many of the SVPs do too.,1.0
187,Lots of free food and fun,A lot of work. Pretty competitive,3.0
188,Great atmosphere and salary and everything,Every thing is good not bad,5.0
189,"great place, great food, great environment",too much pressure at work no wonder people leave,5.0
190,If you are interested do it,If you aren’t don’t work there or a t least try,5.0
191,"- Salary - Benefits, like health insurance","- Google is incapable of innovation any more. Any attempts to do something novel are frowned upon. All the effort is concentrated on maintaining what's done; and not doing anything new. Losing competition in AI to Facebook (PyTorch) and OpenAI (ChatGPT) is a perfect example of this. - Defunct low-level management. I mean, they literally don't do anything. You can remove all the low-level managers, and nothing would change. - Sometimes, very toxic culture. I'm in the workforce for 20+ years. Google was the only company where I felt outright abused and humiliated. It definitely doesn't apply to all Google - I had an excellent experience in one org, and horrible in another.",2.0
192,Best perks! Really nice people.,"Very big and lots of politics. You'll spend more time talking about what to do than you'll spend doing. Decisions are by committee, with no clear owner and lots of ""We should check with XXXX to make sure they are ok with it...."". In the end, there's a lot of analysis before any work gets done. Many projects will be worked on for 6-12 months only to have a reorg or leadership change and then get cancelled. Very dissatisfying.",3.0
193,"Pay, flexibility, smart co-workers, food","No longer focused on doing right by the user, everybody just politicking",4.0
194,I made great connections inside,It was a lot of work,5.0
195,Great place to be when growing.,"None whatsoever, can't think of any!",5.0
196,Great perks and good work life balance,Large company with lots of proprietary tools,5.0
197,"Great people, amazing scale, 400+ offices, constant change","Very Mountain View centric, brutal launch process, low mobility opportunities, constant change",4.0
198,Brilliant and dedicated people who want to make the world better.,"Privilege gets in the way of meaningful change, and product development responsive and responsible for social cohesion and collaboration that could've been possible.",3.0
199,Good time great friend game,There is no cons thanks,5.0
200,Money was great loved it,Work was not fun at all,2.0
201,Great benefits Beautiful Campus Very good group of people to work with,Can be a bit group thinky if you aren't used to a corporation that pays so much attention to it's culture.,5.0
202,"Due to the size of Google, every point is contingent on the team/management chain. * Great WLB: Flexibility with doc's appt. when needed, never working more than 40 hours unless trying to go for promo * Great benefits and perks * Great compensation: Base salary, RSUs, 401k 50% match, etc.",* Tiny cog in a machine. Impact is marginal at best. Entire projects/teams can be canceled or re-orged on short notice. Diminishes attachment to work. * Climbing the ladder can be ambiguous. Unclear how best to spend time; what projects to work on.,5.0
203,"Free food, good benefits, good WLB, most managers genuinely care for your growth.","Recently the layoffs have left a bad remark on how Googlers think of leadership. Promotion / performance review process changed recently where 70%+ of the company gets the same rating, with minor discretions within this rating compensation to the point that it gives low incentive to work hard.",4.0
204,The people are its greatest asset,Too big and starting to be like any other company. Too much attention to the buzz words and the shiny thing. Priorities change every quarter making it difficult to get things done.,4.0
205,Best place for the salary theat,Not bad at all because Google,4.0
206,"can ,be, fun , good , pay","boring, strict, rude, bad management, nope",5.0
207,"Fun place to work, rewarding work",long hours can be draining at times,4.0
208,Treats it's employee very well,Hard to get a job,5.0
209,Great compensation and best benefits in the world,Lack of growth and ability to move up.,5.0
210,-great coworkers -light workload -great food,-not enough of a challenge on the daily,5.0
211,Great perks Great pay Great benefits,Horrible work-life balance and managers that micromanage,3.0
212,"* Pay around the top of what you can get in big tech.

* Google still has most of the perks it's famous for. Solid food, entertainment options, gyms, interesting shared spaces. 

* The work is generally challenging - solving difficult problems at scale - but not super intense. Rarely have to work longer than 40 hours/week if you are good at setting your expectations. 

* Anyone who has been there since the mid 2010s or longer is likely to be a super smart, super kind person who is competent and a pleasure to work with.","* It increasingly feels like other big tech companies. The bottom-up, dev-focused mentality still exists to some extent, but bureaucracy, mandates, and managerial office politics are all getting more prevalent. Leadership decisions are increasingly opaque and crassly unconcerned with employee opinions. 

* Hiring standards have plummeted with the rapid expansion starting in the late 2010s. Combined with the widely available materials and coaching for passing Google interviews, this has led to a lot more incompetent people getting into the company at all levels. 

* The company is agonizingly slow to fire people for performance reasons. This means if you have teammates, reports, or (the worse) managers who are incompetent, they could linger in their positions for a year or years being minimally productive -  or even actively counterproductive - before they are let go. 

* You'd often think the company was struggling to make ends meet, rather than profiting tens of billions of dollars per year. Perks are being suspended or cut, mass layoffs occurred without warning, and the already haphazard hiring pipeline has been frozen on and off. Upper management maintains that this is all the result of economic headwinds and long term strategy, versus propping up the wealth of the major shareholders.",4.0
213,Good projects to work on,After sometime it will be difficult to adapt to other environments,5.0
214,"WFH friendly, no micromanagement (ymmv) beautiful offices with lots of on-site parks.","Having been at Google for nearly 10 years, the original culture has been eroded away from all the external exec/management hiring and the shameful layoff of 12,000 employees at random. Travel and fun budgets have been eliminated, the yearly holiday gift is long gone, things have become way more bureaucratic and opaque. Execs are getting huge bonuses while employees are getting 2% raises. Fairly broken promotion/compensation structure.",2.0
215,so far so good; nothing to complain,Return to Office. would prefer WFH,5.0
216,Big company and chances to educate yourself,Poor local management and supervisors,5.0
217,Good pay and benefits. Interesting projects.,Excessive growth / over-hiring in the past few years. Facing new challenges such as ChatGPT,4.0
218,Respect for each other is the top priority,Its a little unorganized at times,5.0
219,cafeteria is good but could be better,workning hours are very bad,5.0
220,free food outings amazing culture growth,Only con i'd say is the pay,5.0
221,nice perks and lunch and cafe,there can be bad people and managers around,3.0
222,"Smart people, cool work, great food",May have imposter syndrome bc ur surrounded by very smart people,5.0
223,"Good Benefits, Great coworkers, Great area, Work-Life Balance","Giant unfeeling corporation, no local control, a few bad eggs that ruin things, engineers as managers with little management training.",3.0
224,pretty fun good company good benefits,no such things as a minus,5.0
225,loved my team and loved the people that I met there,- too many processes and filling out forms just to get the job done - heard from a lot of people who have been there a long time that it's not the company that it used to be in terms of people first. sounds like you're just another number in the grand scheme of things.,4.0
226,Good benefit for all its employees; good salary,Didn't get chance to grow,5.0
227,Professional colleges and pleasant to work remotely.,Not so many good things to explore.,5.0
228,"Work life balance, free food, low pressure if you are in a good team.","Lower compensations for mid-level SDE comparing to other tech giants, lots of deprecations and migrations ongoing but still a good place to learn established industry standards on infrastractures.",5.0
229,"Great Company, Great Culture, Great benefits, Great career development/opportunities.",onboarding process and promotion cycle is long.,5.0
230,Free food and smart colleagues,"It takes some time to align members in a big team, but that's expected and normal.",5.0
231,"Google used to be a really special place to work. Over the years, it's become more and more a typical large company. There are still lots of smart & motivated employees.","Empower employees to deliver on their visions. The longstanding ""20% time"" tradition has largely faded away. These days, you're expected to spend your 20% time on something your manager approves of, and generally on something that contributes back to the company in a way that matches your job description, rather than on wild ideas that might or might not pan out.",4.0
232,Benefits and environment are good.,Company's efficiency is low sometime.,4.0
233,"Good food, work life balance and interesting opportunities",Possibly very slow growth in career,4.0
234,Love this company so much,I never see my family,5.0
235,"Despite everything, the hiring bar is still pretty high. Excellent place to gain experience with really cool technologies. Great name recognition, great to have on your resume.","Google has a really bad case of not-invented-here. They have custom/internal versions of all the major kinds of tools. The upshot of that is that if you want to leave Google, you won't have a lot of experience with common things -- even Google Cloud Services. They use a completely different infrastructure internally for production services.",4.0
236,"great culture and people, benefits, perks, psychological safety","slow and bureaucratic, risk averse, consensus-driven, difficult to make decisions",4.0
237,Team culture was great Innovative,Lack flexibility Hard to ask questions Very fast paced,4.0
238,Good pay and good snacks,Occasional bad management best practices.,4.0
239,"Good benefits, nice coworkers, fun culture",Nothing to really add here,3.0
240,"Great company, great colleagues, good environment, good tech stack, project is well defined for engineer.","High pressure, you should go to Amazon as a preparation.",5.0
241,"- Free food 
- Nice office space","- You can't trust management
- Everyone looks out for themselves and what will make them look good
- Experience varies by team
- May wake up on a Friday morning laid off with no warning or reason despite good performance, cut off from all your corporate access.",1.0
242,Strong infra and development tools. Still got quite some talents.,Mediocre pay. Lots of people who just do politics.,4.0
243,Flexible and Understanding with work/life balance.,No chance for movement and growth.,4.0
244,Good salary and perks Creative and innovative environment,Hard to get in. Projects got cancelled without reason,5.0
245,- Work Life balance - HIgh salary - Great growth opportunities,- Things can take time to execute,5.0
246,The benefits and pay are great,"Decision making processes are challenging, systems are complex, management styles vary greatly.",3.0
247,"best place to work, food, work culture, wellbieng",nil nothing not at all,5.0
248,"Hours, pay, chairs, lunches, office","Benefits, overtime, management, nepotism, etc",5.0
249,Good people I like them,There are not enough toilets,5.0
250,Lots of great perks as you'd expect. Salary is competitive.,"It is a combative environment, not collaborative. The managers do not know how to manage and the clients dont matter. What matters is how well people know you internally and how much you boast about your accomplishments. The louder you are the better.",3.0
251,"Work/life balance, culture, compensation, transparency, company perks","lack of leadership direction, hardware infrastructure, and recently low level of energy for innovation",5.0
252,- Good environment - Good perks - Good people - Lots of opportunities to grow,- Fired people in 2023 without a good reason,4.0
253,- Good pay - Good benefits,- GRAD and layoff -,5.0
254,Pays well. Met some cool people.,Nothing too major to say.,5.0
255,Coworkers are some of the best I've ever worked with though overall quality has declined in recent years.,CEO and CFO don't seem to have a plan or stand for much of anything.,3.0
256,Lots of perks and flexible work environment,Difficult to get promoted since everyone is very driven,4.0
257,People are nice and intelligent,Work can be boring and processes are slow and bureaucratic,4.0
258,"The community is so open, kind, caring and incredibly talented. I t's a joy being a part of this diverse and highly capable group.",Slime mold atmosphere makes it challenging to get things done quickly.,5.0
259,Freedom to pursue independent projects Clear career progression path Lateral move opportunities Great offices and benefits,Ambiguity Contant restructuring Frequent role expectation changes,5.0
260,"Good medical benefits, food, hybrid work",Work lots of hours. Meetings all day and evenings spent following up in email. Constant fires that disrupt your day and everything is urgent.,2.0
261,Great earning potential. Paid for producing results.,Occasionally too much Time away from family.,4.0
262,Diverse product areas. Diverse technologies.,Too large to navigate inside for process and approvals.,5.0
263,"Great, supportive environment that has a lot of perks.","There are a lot of management layers, red tape and bureaucracy",5.0
264,- great pay / perks - good work/life balance,"- Too many layers of management - not enough to learn. The company is so big, one person does make that much impact, so it's hard to learn things outside of small scope",3.0
265,"-Best in class talent. Work with the sharpest minds -Well supported sales teams with many specialists and vendors -All of the usual perks of working at Google (food, facilities, perks/benefits etc.) -Often working with VP and C level so the pitches are often impactful",-Very corporate and political -The work itself can be a little uninteresting -The large customer sales org is sleepy. Most people don't send time together outside of working hours,5.0
266,Good company to work for,Demanding of your time and can be a heavy workload,4.0
267,"Great pay, benefits, and top notch colleagues.","No longer the fun Google of the good old days. Already size of a big company, but still trying to maintain the start up DNA it can no longer sustain.",4.0
268,diversity is the most attractive,workload can vary a lot,4.0
269,"High pay, light workload, low pressure, good benefits, lots of freedom. An ideal job!","Many Googlers are lack of motivation to work harder, being too relaxed and wait to retire from here.",5.0
270,- Pay and benefits are great! - Mostly interesting work with heavy-hitting companies. - Lots of smart people.,"- Performance review process is exhausting and leads to the birth of many ""perf projects"" - projects that are usually unnecessary but look good on paper. These tend to have lots of downstream unintended effects: extra work for folks, started and abandoned products and projects, motivating factors that don't align with clients' best interest. - Forced return to office means that my fat salary evaporated overnight - offices are all in very high cost of living areas. - Lots and lots of ""TPS reports"" that get in the way of helping clients. I'm in an external, client-facing role yet spend more time managing internal expectations than external ones. Things like tracking meetings (we have a meeting quota), tracking pitches, attending internal meetings, working on the aforementioned perf process. - Hustle culture to the extreme. I know people who own yachts that are still on that ""rise and grind mindset"". This is just kind of weird to be around, but also creates issues actually getting work done - folks are not eager to collaborate or help each other out.",3.0
271,"Google’s benefits, work environment, and technologies are top notch. You can find a lot of different things to work on outside your main project work. Infrastructure is very mature and you can have an impact even as the worst person in the room.","Google has a finally tuned culture that has grown non-transparent over time. Recent changes both internal and external have been disruptive and thrown this system out of equilibrium. This has impacted the psychological safety of its 180K employees. Team health issues are common and toxic situations can arise regularly. This arises from a combination of high expectations, intelligent people, and an aversion to risk/failure. The weaponization of HR and difficulty changing teams with the slowdown adds further to this stress and impacts mental health.",3.0
272,very good food very fast salary credit,very slow internet no leave on saturday,5.0
273,"Intellectually, satisfying Amazing Peers Compensated well","Performance model has perverse incentives If your leader ship is not supportive, it will be very hard to succeed",4.0
274,Google is a great place to work,Not for you if you don't like a big company vibe,5.0
275,"Emotional Intelligent Manager, Supportive Team, Meaningful Work Cares about DEI and has the metrics to prove it Great Benefits",No clear career trajectory to promotion Not enough scope due to hiring pause and layoffs,5.0
276,-Great culture -Internal mobility -Perks & benefits are great,-Large company may not be for everyone,5.0
277,good company to work and learn,enviroment is not good for human,5.0
