Rating,Title,Author,Review Description,Pro,Con
5.0,Great compensation and stability,"Global Hardware Operations Manager (Current Employee) - Knoxville, TN - December 4, 2022","The culture has dramatically changed from an open, fun, and dynamic place to work to the same culture you see in any other traditional corporate environment.",,
4.0,Ambiente muy relajado con poca estructura,"Sales and Marketing Specialist (Former Employee) - Mexico - December 1, 2022",Muchas veces es mas de un lugar de juegos que propiamente una oficina. Las jerarquias planas hacen que haya muy poco control.,,
5.0,Competitive workplace,"Software Developer (Former Employee) - San Francisco - December 1, 2022","I was able to work with some of the brightest minds from all over the world, learning from each other and growing together. Every day brought new challenges, but the supportive environment allowed me to work through them with confidence and enthusiasm. I had the opportunity to work with cutting-edge technology and participate in unique projects that pushed me to think outside the box.",,
4.0,Overall Great Experience,"Technical Sourcer (Former Employee) - Austin, TX - November 29, 2022",Great people and place to learn but certainly be aware of company/team politics to be aware of and some micromanaging. Google does offer resources and opportunities to improve your career and move into new areas.,,
5.0,Productive,"Software Developer (Current Employee) - Toronto, ON - November 23, 2022",A typical day at work is just like very important because the working environment because you learn a lot and the culture of the worklace is a very enliven enviromment in which everybody fells at ease in what he is doing. the most enjoyable part is when evryone is concerned and help each other.,,
5.0,It support,"IT support (Former Employee) - Austin, TX - November 19, 2022",I really like working there. A job is a job but at least they feed. This is not the top tier job at the company but its a good way to get the foot in the door.,,
5.0,Heaven,"Software Engineer (Current Employee) - Bangalore, Karnataka - November 19, 2022",Again heaven is a good place to visit near bangalore to hyderabad. But not much used to be with your family and friends and I am not sure if you are going to be able to make it,,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
3.0,good plan,"Advocate (Former Employee) - Delhi, NY - November 17, 2022","good work and great culture
good learning
great experience
very well organized and managed team
less mobility and resources
good perks and incentives for employees",,
5.0,Awesome job,"Recruiter (Former Employee) - London, Greater London - November 17, 2022",Very focused on hitting targets but it was really upto you how you do it. The only real negative is that there is a big emphasis on getting to know people and internal networking which for me as an introvert was very difficult,Relaxed environment,Too much brown nosing
5.0,I can work from anywhere in the world. Since this is an online job. The main thing for me is a good internet and a convenient place to work.,"Advertising Manager - Google Partner (Current Employee) - Google Partner - November 17, 2022","I can work from anywhere in the world. Since this is an online job. The main thing for me is a good internet and a convenient place to work. I work with Google. As a self-employed person. Setting up Google ads for my clients. For small, medium and large businesses. I also work with advertising agencies. I work from the office or from home. I have a free schedule. This allows me to plan my time well.",,
5.0,fun oriented,"Software Engineer (Former Employee) - Hyderabad, Telangana - November 16, 2022","I enjoy working at this company because it is very challenging and I am always learning new things. The people here are also great to work with and are always willing to help. The company is also very flexible with my schedule, which is very important to me.",,
3.0,It's great working here,"Associate (Former Employee) - Remote - November 16, 2022","A lot of areas of improvement.
1. Ability to move teams within the company encouraging healthy competition between managers for engineers.
2. Psychological safety provided by the very less number of firings done.
3. Pretty decent salary",,
5.0,Bien,"Technician (Former Employee) - Madrid, Madrid provincia - November 15, 2022",Bastante bien todo correcto y que yo me acuerde ningun problema,,
5.0,Great place,"Assistant Manager (Former Employee) - Los Angeles, CA - November 15, 2022",Valued as an employee & great benefits. Lot's of potential for promotions if you are able to prove yourself.,,
5.0,bad,"Customer Service (Current Employee) - Yuma, AZ - November 14, 2022",nothing happen it is and adoring and fun at the same time and its not that bad to be working at google just its boring hearing people yell at you during customer service,,
5.0,Good,"Software Engineer (Former Employee) - Hyderabad - November 14, 2022",Very good place to work. If you are a fresher there is a lot to learn. Best work culture present in the industry. The seniors are very good and respectful,,
5.0,fun place,"Operations Manager (Former Employee) - usa - November 13, 2022","fun place The Google Pixel 6a faces a big challenge — it needs to reclaim the title of the best cheap phone to buy, particularly for those who prize top-notch cameras above all else.",,
5.0,The Industry Standard,"Sanitation (Former Employee) - Remote - November 13, 2022","What else is there to say? Strong compensation. Impressive workforce and constantly solving challenging problems. Oppurtunities for advancemnet, etc. with the company.",,
4.0,"Nice workspace, highly intelligent colleagues","Product Manager (Former Employee) - San Francisco, CA - November 11, 2022","Nice workspace, highly intelligent colleagues, lots of room to move around and find the right fit internally. High salaries and stability are good for the risk averse",,
5.0,Team working,"Key Account Manager (Former Employee) - Tracy, CA - November 10, 2022",Great place to work even with competitive environment. Spent 2 years in a very demanding but empowerful environment. Great iniziatives to promote team working,,
5.0,Productive place to work,"Engineer (Former Employee) - Menlo Park, CA - November 9, 2022",Excellent culture and great leadership team. Enjoy the offices and co-workers. Happy to be a part of such a great company. Feel very respected and heard by teams and leaders.,,
5.0,Productive and fun workplace,"Janitor (Current Employee) - Santa Clara County, CA - November 8, 2022","It's a great company to learn whatever your field is in, with a hospitable and nurturing work environment. However, the turnover rate for employees is quite high.",,
5.0,Supportive and growing atmosphere!,"Business Development Representative (Current Employee) - onsite - November 8, 2022","Working for EL, have been a great experience. The team, the managers and corporate is always
there to lead guide. No one gets left behind. Its a really good company to grow a career!",,
4.0,Very safe and comfortable place to work!,"Client Lead (Current Employee) - New York, NY - November 8, 2022","Compensation, Perks, Job Safety - Top Notch! Very few companies can offer this. It is extremely hard to imagine working for some other company after having worked here, that's how comfortable you become. Could be bad for some people. Sure, there are politics, Google has become too big now, growth is slower.",,
5.0,Productive,"Data Analyst (Former Employee) - Texas - November 7, 2022","Fair pair, fair work, learned a lot. All online so worked out for me during the pandemic, gained a lot of experience. Reasonable hours, could work from basically anywhere",,
5.0,Fun workplace,"Sales Representative (Current Employee) - San Francisco, CA - November 7, 2022",It was the best job I ever Had. I’m grateful to have work with this company for so many years. This is a very good job to have! My co workers and managers were amazing!,,
5.0,Free Food it a fun place to work,"IT Support Engineer (Former Employee) - BGC - November 7, 2022","Free Food but quite far. Challenging but fulfilling. Exciting place to work with. Diverse and inclusive culture. Working for Fitbit enjoyable since a lot activities are provided to keep the work environment relaxing.

The management are nice since the get try to connect socially with there agents so they can understand what we need to work efficiently.",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Fun place to work,"Tech Support Agent Conduent (Former Employee) - Poole - November 7, 2022","It's continued education non stop.Great work experience. Learning and applying the skills learned is like a practise on hand continued systems.integration of training, follow up the technical changes and get knowledge about different technical issues",,
4.0,Buon ambiente,"Business Analyst (Former Employee) - Milano, Lombardia - November 4, 2022","Crescita, collaborazione, stimoli nuovi sono ritrovati",,
5.0,Productive and wonderful place to work. But there is too much competition within the same department and only the exceptional is survived,"Project Engineer (Former Employee) - Toronto, ON - November 4, 2022",Productive and wonderful place to work. But there is too much competition within the same department and only the exceptional is survived. Anyway All the best folks!,,
5.0,Great Workplace,"Video Specialist (Current Employee) - India - November 1, 2022",Everything is good and great. I enjoy working. It's a really good video editing environment. I love to do awesomely well here. A fun place to do the kind of work you want.,,
5.0,Fantastic environment and relaxed working climate,"Customer Assistant (Current Employee) - London, Greater London - October 31, 2022",Fantastic environment and relaxed working climate. Very nice co-workers who share the same values as me. I feel like I can talk to my managers without fearing of being judged of told off.,,
5.0,Good place to work,"Technical Sourcer (Former Employee) - Washington, DC - October 30, 2022",You learn a lot and have great exposure to many industries. It can be stressful at times because everyone is a very high achiever but worth it to have on your resume.,,
4.0,Good place to work at,"Software Engineer (Former Employee) - California - October 29, 2022","Paid time off, including vacation, bereavement, jury duty, sick leave, parental leave, disability, holidays, and global reset/wellbeing days.
Hybrid work model — two work from home days each week for most roles.
Remote work opportunities available.",,
4.0,Productive,"Google (Former Employee) - London, Greater London - October 28, 2022","The workplace is decent and they constantly want you to achieve your best and strive for it, but they will have ready all the tools you need. You will need qualifications before applying.",,
4.0,Lots of smart people,"Engineer (Former Employee) - Sunnyvale, CA - October 28, 2022",Good break room and food benefits. The work life balance is pretty good if you are able to get your work done in a reasonable amount of time. Overall nice place to work.,,
4.0,Great benefits,"Software Engineer (Current Employee) - New York, NY - October 27, 2022",I’ve been at google for a year and it’s been very comfortable. The cafes are fantastic and everyday I feel fortunate to have access to tasty nutritious food. Promo is slow though.,,
4.0,Great Company to work at,"Software Developer (Current Employee) - Vancouver, BC - October 26, 2022","Great co workers, good salary, good benefits, highly recommend. There are lots of learning opportunities. And co workers are generally very helpful and patient",,
4.0,Good job,"Engineering (Former Employee) - Cupertino, CA - October 23, 2022",Good job so many co workers big campus good food alright pay alright benifits needs better pay and more flexibility should be offered to employees instead of not so personal,,
5.0,productive workplace with supportive people,"Associate Product Manager (Current Employee) - Dublin, GA - October 23, 2022","nice place cool people, room for growth and learning and potential. that is what i have to say. I dont have anything else to say please let me go that is it i am done.",,
4.0,very good,"Carpenter (Former Employee) - Colorado Springs, CO - October 19, 2022",I like it it. is very productive I do't know sometimes things just fall into places and that is amazingg and fantastic at the same time is it not I do this so,,
5.0,Not bad,"Software engineer (Former Employee) - Larache - October 19, 2022",Nice workplace with many people to contact and many experience.,,
4.0,Great for learning at the start of your career,"DUA Assistant (Former Employee) - London, Greater London - October 18, 2022",I have gained a vast amount of experience from this role. Only unfortunate part is there is a lack of progression. In a entry level role it imperfect for 1/2 years then you will most likely have tome company to progress,,
4.0,Amazing Company,"Cloud Program Manager (Current Employee) - Kitchener, ON - October 14, 2022","Google is one the best companies to work, it's people friendly, culture is great and most importantly it cares about it's employees as much as it cares about it's customers.",,
4.0,"A Fun, innovative, fast-paced environment where we were changing the world","Technical Program Manager (Former Employee) - Mountain View, CA - October 13, 2022","Google was an amazing place to work. The corporate mantra of ""Don't be Evil"" was not just a phrase. I was surrounded by the best, brightest, and most talented people I have ever worked with.",,
5.0,manager,"Assistant Mananger (Former Employee) - work from home - October 13, 2022","good place to work, good worklife balance, management is good, i learned alot, culture is good, most enjoyable part is good,, hardest part is good, evey",,
4.0,Fun,"Administrative Assistant (Former Employee) - Mountain View, California, United States - October 13, 2022","Enjoyable and well paying. Hardest job is turning up. Managment is great , food is good. I learnt a great deal. Co workers are nice. Would work there again",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Job advancement is great,"IT Engineer (Current Employee) - Mountain View, CA - October 10, 2022","Many programs to advance to the next level always. many benefits, unlimited pto, great bonuses, truly an honor to be here especially on times like this one.",Free lunch,hard to work from home
4.0,Productive and fun Workplace,"Software Engineer (Current Employee) - Taiwan - October 9, 2022","Values Employees health
Good Benefits
Creative Team
Compensation Package
Trainings and Development
Fun and Good Office
Free foods and drinks
Working under pressure",,
4.0,Productive and Fun Working,"Tier 1 Technical Support Representative (Former Employee) - Manila - October 7, 2022","● Provide solutions, recommendations, and replacements using an empathetic approach and demeanor.
● Completed all assigned tasks before the end shift.
● Addresses concerns quickly to avoid ongoing issues.
● Escalate customer complaints and/or calls through the appropriate channel to management.",,
5.0,Productive and functional,"Vendor (Current Employee) - Mountain View, CA - October 7, 2022",It was a great environment to be productive. The culture is great but there is some socialization skill that the company lacks. They treated me great,,
3.0,Good Job,"assistant (Current Employee) - california - October 6, 2022",Nice place works with school schedule and other work schedule if you have one. Call center and WFH available options. Long great paid orientation and nice staff.,,
5.0,Ambiente de trabajo colaborativo,"Consultor (Current Employee) - Colombia - October 6, 2022","* Excelentes oportunidades para crecer y aprender.
* Un ambiente competitivo saludable que permite que los individuos y los equipos mejoren.
* Grandes oportunidades de aprendizaje.
* Abierto a comentarios de individuos y equipos.
* La cultura y los valores son únicos, la diversidad y la inclusión son parte de ella.
* El equilibrio entre el trabajo y la vida ayuda a ganar productividad mientras deja tiempo para el crecimiento y el cuidado personal.",,
1.0,Dangerous work place,"Account strategist (Former Employee) - Dublin, County Dublin - October 6, 2022","Google is the kind of company you have to adapt yourself and change everything you have in mind, it’s not true we are looking for the best talent they are looking for the best clones who fit to their own culture. If you don’t fit you coworkers could become dangerous",,
5.0,n/a,"Assistant Manager (Former Employee) - San Francisco, CA - October 5, 2022",Nice place works with school schedule and other work schedule if you have one. Call center and WFH available options. Long great paid orientation and nice staff.,,
5.0,Personalmente il lavoro più bello mai fatto!,"Driver autista Google street view (Current Employee) - Perugia, Umbria - October 3, 2022","Semplicemente il più bel lavoro che ho fatto ( tutt'ora sto facendo) in vita mia, e in 25 anni di attività lavorativa ne ho cambiati tanti, un lavoro stimolante, appassionante, itinerante, in più una squadra di lavoro eccezionale dai superiori ai colleghi, stipendio molto adeguato, unica pecca che è un lavoro a progetto, quindi aimè ha un inizio e una fine purtroppo, e spero che duri il più possibile.
5 stelle comunque.",,
5.0,Work at home,"Customer Service Representative (Former Employee) - Charleston, WV - October 2, 2022",Nice place works with school schedule and other work schedule if you have one. Call center and WFH available options. Long great paid orientation and nice staff.,,
5.0,Best perks and manager,"Technical Solutions Consultant (Current Employee) - New York, NY - October 1, 2022","Gold-plated health insurance. A good manager can make or break the experience. I’ve had apathetic managers and I’ve had hyper energy managers, and I’ve had managers that were good coaches: that’s the kind you want and that’s who I have now. Been here over 10 years so I’ve seen a lot here.

General culture in the global business organization (not pure sales): hard-working, friendly people who care about doing their jobs well. Managers that care about work life balance. I think this is the sweet spot: sales seems too high pressure and eng still seems to have too little emotional intelligence and too much pressure on employees. That kind of makes sense for those types of job roles, though.",,
4.0,good,"IT Support Engineer (Former Employee) - Dubai - October 1, 2022","great company with great culture and full of experience , i wish it to be the best company in the world to make the world a better place and help more.",,
3.0,Mediocre to good,"IT Intern (Former Employee) - Palo Alto, CA - September 28, 2022","This is my opinion about Google, a typical day at work is exciting. I learned to stay involved. Management is attentive and the workplace culture is supportive.
The hardest part of the job is staying on task with all the fun diversions. The most enjoyable part of the job is the camaraderie and learning opportunities.",,
4.0,environnement de travail agréable,"Chef de projet (Former Employee) - Paris (75) - September 26, 2022",bonne culture du travail / de bonnes opportunités de développement,,
4.0,Brand,"Technical Recruiter (Former Employee) - Mountain View, CA - September 26, 2022","Overall, the company brand is so strong that even if you decide it is not the right fit for you, you will have so many opportunities because you have Google on your resume. For this reason alone you should join, and the comp/benefits are best in class.",,
4.0,Positive workplace,"Software Quality Assurance Analyst (Current Employee) - Remote - September 24, 2022",I liked my team working at Google. Nice team. Co-workers were respectful and professional. The project was interesting but I wish I was working there full time.,,
5.0,Productive place to work,"Data Analyst (Former Employee) - North Carolina - September 22, 2022",Great place to work and contribute to knowledge as well as tech innovation in a changing world. Google is a great place to work. Work life balance was great,,
5.0,Une entreprise en santé qui s'occupe de leurs employés,"Vendeur (Current Employee) - Acier Picard - September 22, 2022","Esprit de famille, d'entraide et de plaisir. J'ai fait un changement de carrière pour allez chez Acier Picard et ce fut le meilleurs choix que j'ai pu faire côté professionnel. Nous sommes très bien traité et je resterai chez Acier Picard pour encore plusieurs années assurément.",,
5.0,Fun,"Cashier (Current Employee) - Los Angeles, CA - September 21, 2022","Google là một trong những công ty đầu tiên thực sự hiểu nhu cầu của nhân viên, giúp họ làm việc linh hoạt và theo kỳ hạn để giải phóng sự sáng tạo và đạt năng suất cao hơn. Google đã cho nhân viên của mình khám phá cách họ muốn làm việc và cho họ sự tự do tiếp cận công việc theo cách phù hợp nhất.”",,
5.0,Great place,"Analyst (Former Employee) - Chicago, IL - September 21, 2022",Great place fo start your career had a good time working there. Good management. Good pay. Great benefits. I work from home as well. hybrid is an option as well.,,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Verygood,"analytics and Google TAG Manager (Former Employee) - dublin - September 20, 2022",Very good experience with good coleagues and good environment,,
5.0,Fun workplace,"Google Specialist (Former Employee) - New York, NY - September 20, 2022","Been working for 2 years, I can say it was the best thing and best decision i made, also i was lucky when pandemic happend they allowed us to work from home too. I suggest it 100%.",Everything,Nothing
5.0,Fun workplace,"DevOps Engineer (Current Employee) - New Jersey - September 20, 2022","Always positive vibes and friendly, I learned a lot and still doing so, now post pandemic it got more interesting because we were allowed to work from home it was best experience.",,
3.0,good,"goxo (Former Employee) - Kuala Lumpur - September 20, 2022","HFH Talent believes making extra side income doesn't have to be complicated. We make talent a good fit for jobs available in HFH Talent.



Work-life balance is impossible? Our platform makes it possible.",,
3.0,productive workplace but needs more diversity,"Sales (Former Employee) - Sydney NSW - September 19, 2022","Productive workplace, good culture but there could be more diversity - used to be good but now there are so many issues with equal treatment and feeling valued",,
4.0,Good,"Software Engineer (Current Employee) - Hyderabad, Telangana - September 18, 2022","Good its been fantastic working here always great and enjoying and lovely
and it really helps for freshers to start their career and we all know that it was a good company and people are really helpful and kind",,
5.0,Productive work place,"Human Resources Assistant (Current Employee) - Mountain View, CA - September 14, 2022",I like the company culture! Google gives a lot of advancement opportunities as well. The benefits package was fair. I've been here a year already and really enjoy it.,,
4.0,productive and fun,"Employee (Former Employee) - Caloundra QLD - September 14, 2022",I have been with the company for 2 years and it still feels like the first day. People are very smart and everyone is willing to help and collaborate.,,
4.0,Productive and fun place,"Project Manager (Current Employee) - Mountain View, CA - September 10, 2022",It's great to work here. My team is collaborative and helpful. Management is awesome. Hardest part is keeping with the timeline. Benefits are up to the mark.,,
5.0,Great place to work,"SDE Intern (Current Employee) - Bengal, IN - September 9, 2022",Work life balance is amazing. You get to learn from the brightest mind of world. You have lots of support from team members and they are very helpful in nature.,,
5.0,very nice work environment,"Business Analyst (Former Employee) - Seattle, WA - September 8, 2022","People are smart and professional. this is one of the best places I have ever worked. The group dynamic was excellent because our boss was excellent, plus we had a great team",,
5.0,Great place to work,"Internship (Former Employee) - Californie, QC - September 7, 2022",Competitiveness and teamwork all the while learning something new every day,,
5.0,Amazing,"Designer (Former Employee) - Los Angeles, CA - September 7, 2022",Working here has been a pleasant experience. I get to know like-minded people and improve my skills over time. Would definitely recommend applying here. Excellent work environment.,,
4.0,Stimolante,"Addetta alle vendite (Former Employee) - Milano, Lombardia - September 6, 2022","Ambiente lavorativo stimolante, a volte però un po’ stressante",,
5.0,Best Workplace,"CRM Support Engineer (Former Employee) - Manila, CA - September 1, 2022",This company will let you feel that you're not their employee that they're paying you just to do your job. Employee satisfaction is their number one focus. They highly promote personal development and work-life balance. Best experience so far.,,
5.0,Production,"Software Engineer (Current Employee) - Moscow, RI - September 1, 2022",It is a great game to keep ya mind and your family and family friends have a good day to day and time are good for you too hope to get you guys out of,,
4.0,Fast paced,"Software Engineer (Former Employee) - San Francisco, CA - August 31, 2022","Tight deadlines and lots of work but compensation is good. Location is great, very competitive and productive environment with cool office and things to do",,
3.0,Ok place to work if you're looking to step on people toes,"UX Program Manager (Current Employee) - New York, NY - August 31, 2022","Google has great perks which attracts people to the organization, however there is a serious issue with leadership and the top down approach to management.",,
1.0,No diversity,"EHS Program Manager (Current Employee) - Atlanta, GA - August 30, 2022","This company is unhealthy from the top down. People only care about themselves and it shows day 1. If you are conservative do not apply they will make you miserable everyday. If you bring up the lack of diversity they eventually will get you out of the company by saying whatever they need too. I’ve seen communication, doesn’t get along with people, work not completed, and many more. This fosters a culture of fear.",,
5.0,Fanstastique experience!,"Account Executive (Current Employee) - Montréal (89) - August 30, 2022","Experience incroyable, un vrai approche humaine et des collègues en Or.",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
3.0,Productive and fun to work with,"Lead Generator (Former Employee) - Sydney NSW - August 29, 2022",Productive and fun to work with. Professional and having a great work life balance. Training and development program is available for staff. KPis and targets are reasonable.,,
5.0,Top,"Développeur Web (Former Employee) - Paris - August 27, 2022","Tres bonne experience au sein de google, ou on peut enormement apprendre",,
5.0,Excellent Opportunity for Career Growth,"Manager (Former Employee) - San Diego, CA - August 26, 2022",I loved it here and appreciate the resume boost a brand name provides. I recommend everyone that's interested to apply and get ready for a life changing experience!,,
5.0,Empresa dedicada,"Social Media Marketing (Current Employee) - Joinville, SC - August 26, 2022","Flexível equipe unidade, sempre prontos a ajudar aos colegas",,
4.0,Nada a declarar,"Manutenção Suporte de Informática-Grau Técnico (Current Employee) - Recife, PE - August 24, 2022","Parendi muito, gestão interpessoal, bom ambiente de trabalho",,
5.0,Great place to work,"Sales Representative (Current Employee) - New York, NY - August 23, 2022",great benefits and interesting projects the people are also top notch! You get to work with many different teams and collaboration is encouraged. I love working here.,,
5.0,Buena,"Analista Programador (Former Employee) - Analista Programador - August 22, 2022",Buen ambiente laboral y muy colaborativo. Excelente,,
1.0,Too much work. Too little pay,"Marketing Assistant (Current Employee) - Arlington, VA - August 21, 2022","Unfair compensation for hours worked. Constant miscommunication between front-of-house staff, back-of-house, and management. Persistent issues with scheduling.",,
3.0,It's google,"SDE (Former Employee) - Remote - August 21, 2022","Pretty much what you expect from a company this big. Many thjings are easy cause it is a big company, and others are difficult because it is a big compoany",,
4.0,Great work life balance and environment,"Health Coach (Former Employee) - Remote - August 19, 2022",I really enjoyed my time at Fitbit working as a health coach. The only downside is that there is no benefits and no pay time off because they would hire a lot of employees and contractors are except for management positions. Hopefully this has changed. Otherwise there’s a very flexible schedule and you have control over your day with no micromanagement. I learned a lot during my time here.,,
3.0,"Busy environment, lots of work to do.","EMC Engineer (Former Employee) - Sunnyvale, CA - August 17, 2022","Food was okay, but not great compared to other FAANG companies I have worked for. They have nap pods but no one ever uses them, there's just no time... Always had something to work on or juniors to mentor so time flies every day. There were a lot of NPIs and they were always on the cutting edge of technology. The environment breeds a lot of elitism and if you are a contractor you are essentially a second class citizen.",,
4.0,Data Center Slog,"Operations Engineer I (Former Employee) - Douglasville, GA - August 17, 2022","I worked at a large data center on the eastern seaboard and I learned a lot during my 8 years with Google. I also never had enough time to myself and was constantly oncall and expected to respond if contacted at home. Overall, great place to be but I needed more time for my family and it shows.",,
3.0,Good place to work,"Computer Technician (Former Employee) - Pryor, OK - August 16, 2022",Good place to work. I really did enjoy working at this facility. Good people to be around. I would recommended this job to a lot of my friends and family,,
5.0,Best employer thus far,"Photographer (Former Employee) - Washington, DC - August 16, 2022","Flexible hours, great staff and great pay. This was a contract position but the pay and work life balance was great. I would highly recommend working here!",,
4.0,Great place to work with great benefits,"Accountant (Former Employee) - San Francisco, CA - August 14, 2022",I really like working here. My team is great and I enjoy going to work everyday. The projects I work on are really challenging and I can see my career growth.,,
4.0,Great place to work,"Software Engineering Manager (Former Employee) - Mountain View, CA - August 14, 2022","Google has an amazing campus and great perks and benefits.
Work satisfaction varies greatly depending on the team you're on.
If you're not particularly well suited for your role, it's difficult to switch.
Management has issues - engineers who are good at engineering become managers even if they don't like managing people.",,
5.0,"Fun Place to work, not very well run","Data Center Technician (Current Employee) - Moncks Corner, SC - August 14, 2022",The best culture I've ever encountered at any company. Very pleasant place to work. Not all management is competent. Hard to make an impact because the company is so large.,,
4.0,Easy and lot to learn,"Software Engineer (Current Employee) - Bangalore, Karnataka - August 12, 2022",Work life balance is amazing. You get to learn from the brightest mind of world. You have lots of support from team members and they are very helpful in nature.,,
5.0,Love it,"Auditor (Current Employee) - San Francisco, CA - August 9, 2022",Great place. I really enjoy working here and have learned so much. I have seen my colleagues grow and have grown with them myself. So supportive and professional.,,
4.0,productive and fun place to work,"Software Engineer (Former Employee) - Mountain View, CA - August 8, 2022",i enjoyed the free food and felt that the culture was great at the office. brilliant coworkers and a lot of fun. management was supportive of employees.,,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Productive,"Administrative Assistant (Former Employee) - New York, NY - August 7, 2022","Had a good experience. Everything is as others tells you, the best company to work for. You will enjoy the experience there. I do not have anything else to say.",good salary,short breaks
5.0,fun place to work,"Web Developer (Former Employee) - San Diego, CA - August 7, 2022",great place to work can be your own boss free lunches great compensation and benefits flexible work environment supportive management great compensation and benefits,"free luches, pay and benefits",working long hours
5.0,Buen ambiente,"Internet Technician (Former Employee) - Austin, TX - August 7, 2022","Me gustaria un cambio en los premios por produccion ,solo los gerentes ganan aun cumpliendo las metas establecidas",,
5.0,Productive and fun company to learn from!!!!!,"Security Guard (Former Employee) - Los Angeles, CA - August 6, 2022","this company is the greatest. There was one time i asked my manager, how can i get promoted to ceo of google and he told me brother, just do what you do and buy this place.",,
3.0,Productive and fun wokplace,"Software Engineer (Former Employee) - Bengaluru, Karnataka - August 5, 2022","Likes
I liked the interaction with my team members, project manager and dm.
Also, salary and appraisals were always nice.
I have worked on many challenging tasks till last year and got appreciated equally.

Dislikes
1. Technical stack growth :- Not getting chance to work on current in demand projects.
2. Repitative legacy work in my case.",,
5.0,Software Engineer,"Software Engineer (Current Employee) - Hyderabad, Telangana - August 5, 2022","Good work environment and culture.
Teammates are supportive and the management is transparent. There is a huge cafeteria and gaming arcades for chilling. Company policies are good, appraisals are fair and they give good salary like and bonus every year.",,
5.0,Great place to work at,"Software Engineer (Current Employee) - Palo Alto, CA - August 5, 2022","What can I say? It's google, everyone's dream company in the valley and everything you hear is true, great work balance, people are chill and talanted.",,
5.0,There is substitute in terms of fun,"Sales Masterclass Trainer (Contract) (Former Employee) - London, UK - August 4, 2022",The culture is the best. Workplace peaceful. Friendship is priceless. If you were not a member of google family please try to be. I learned a lot of things which helped me increase my level of creativity and leadership.,,
3.0,Not the greatest,"Software Engineer (Former Employee) - Chicago, IL - August 4, 2022","Day to say wasn't bad, liked alot of the people but management was a nightmare at my location. Overall a decent company to work for and I've thought about returning.",,
1.0,Great place to work.,"Engineer (Former Employee) - Silicon Valley, CA - August 2, 2022",A lot of hot guys and not too many women. The way I like it. The energy there is very motivational. They also give great bonuses. I highly recommend working here,,
3.0,nice place,"Senior Account Executive (Current Employee) - Austin, TX - August 1, 2022","been enjoying most of my time
a typical day at work: good
what you learned: a lot
management: good
workplace culture: decent
the hardest part of the job: time
the most enjoyable part of the job: reliable",,
4.0,Productive and fun place,"Analyst (Former Employee) - Seattle, WA - July 31, 2022","Great work environment
Great career opportunities and employee mentorship programmes
Flexible work schedule with hybrid of work from home and on site",,
5.0,Great learning experience,"Team Member (Former Employee) - Oregon City, OR - July 30, 2022","Loved the work environment learned a lot from my time there can be stressful at times if you are not on top of things management is great
Would recommend",,
5.0,Muy bueno,"Asesor telefónico de cobranza (Former Employee) - Villa Ojo de Agua, Santiago del Estero - July 30, 2022","Un n lugar agradable y bien pagado ,con mucha oportunidad de crecimiento",,
5.0,Superb,"IT Technician (Current Employee) - Edinburgh, City of Edinburgh - July 29, 2022","Great place to work absolutely love it, wish every work place is like that. Hope to never leave this place. Absolutely fantastic 😍 management very polite, money is decent, good work life balance, what else to say",,
4.0,good,"Contractor (Former Employee) - Mountain View, CA - July 29, 2022","a typical day at work good
what you learned many things
management good
workplace culture good
the hardest part of the job nothing
the most enjoyable part of the job everything",,
1.0,Ping Pong Table,"Software Developer (Former Employee) - California - July 29, 2022",this place is very fun and I like the management team here because everyone collaborates very well. I learned about working in teams and that was the best part.,,
