,pros,cons,rating_number
152,"1. Strong talent pool means you can rack up accomplishments easily and accelerate your learning and career growth.

2. Top of personal market compensation essentially means that you won’t get paid more elsewhere.

3. Lean company that aims to maximize impact by limiting the amount of overhead to a minimum. Doesn’t feel overly bureaucratic.","1. You will be let go for poor performance — quickly.

2. Tough to break into management. Once you have obtained the scope you’re comfortable with, it’s better to jump ship than try to play games climbing here.",5.0
153,You will constantly be challenged in this environment. You will have a lot of autonomy - just be sure to use good judgement. It's fast-paced (if you like that) and an environment that is not afraid of risk which makes it an exciting place to work.,"The long-tenured talent has a very limited view of what companies go through. As a result, there are blind-spots in decision making with some leaders that grew up at Netflix. Additionally, moving fast isn't always the right answer or thoughtful, but it's all they know to do ..... go-go-go and fix it later.",4.0
154,"Top of the market salary, great benefits, tons of perks for the employees, cool office","No work-life balance (even though they offer unlimited vacation hours, there is no time to take advantage of it), people are always afraid of getting fired, people are always trying to one-up each other, hostile environment in the name of practicing ""candid feedback"", too many meetings and one-on-ones",3.0
155,They treat you very well and take care of you,A lot down time I'm waiting around,3.0
156,Wonderful time to be alive,Stupid people live in LA,5.0
157,"Great place to work, the work environment is nice",They have unlimited PTO which may be a bad thing,5.0
158,Culture is great and pay top of market for the most part,People managers could have more experience,4.0
159,"Stimulating and provocative - it juggles your brain and evokes thinking. Encourages transparency and offers great benefits and freedom. In return, it asks for you to be responsible and contribute to your team and always do what is in the best interest for the company.","High paced environment that demands your best work on a daily basis. It can be aggressive and intimidating, particularly when you are regularly expected to contribute.",5.0
160,"Great benefits, workers, and structure",A lot of responsibilities that was not part of my job,5.0
161,Good culture across the bay area,Hectic work hours and little bit of stress,4.0
162,"Everything was awesome , super cool",The coffee in the break room sucked,5.0
163,"Great pay
Some pretty smart people
Cool product","Lots of documents, yet very little documentation
Every team does things differently, for better or worse
Being lean means many single points of failure and context silos",3.0
164,The benefits are great indeed.,There are not many cons actually.,5.0
165,The salaries are great and so are the benefits.,The culture is a little weird and some of the people/execs can be too.,4.0
166,"good culture and remote friendly 
great perks at work too",leadership is getting too top heavy,4.0
167,"Had a life work-balance 
There is diversity",Good salary but could definitely be better!,5.0
168,"Amazing people, lots of fun projects","Sometimes hard to reach people if you need help with company things such as tax forms or tech help. 
Also tends to let most people go after projects are complete.",4.0
169,Very good work environment with focus on employees,Traffic can be hard to deal with,5.0
170,"A good salary and lots of opportunity, also a great colleagues","at times too demanding, working over schedule",3.0
171,"Netflix is a tech company, therefore you're going to be getting tech perks. I love the benefits, salary, and company culture here and I never want to work anywhere else.","Not sure what Netflix's business model is at the moment, but it looks like they might be outsourcing outside of the US soon. I'm afraid that this will just put Netflix in the same cheapo category as other studios who do this",5.0
172,"Great pay, people, work life, culture",Can get a little busy at times,4.0
173,"1. Strong talent pool means you can rack up accomplishments easily and accelerate your learning and career growth.

2. Top of personal market compensation essentially means that you won’t get paid more elsewhere.

3. Lean company that aims to maximize impact by limiting the amount of overhead to a minimum. Doesn’t feel overly bureaucratic.","1. You will be let go for poor performance — quickly.

2. Tough to break into management. Once you have obtained the scope you’re comfortable with, it’s better to jump ship than try to play games climbing here.",5.0
174,"Great coworkers, good perks, amazing free lunch",Lack of inspiring creative leadership/vision,4.0
175,Nice perks. Nice people. Good pay?,"The company is too big. The left hand doesn't know what the right hand is doing at any time.
It can take weeks to get answers or clarification on any questions.",3.0
176,"freedom and responsibility to get work done, friendly people, hard workers.","lots of changes, can be a bit unpredictable",4.0
177,"- competitive benefits package
- top of market salary
- feedback culture","- change management
- cross functional communication could be stronger",4.0
178,"Great pay
WLB
Autonomy
Interesting industry (also a con)","Subpar colleagues relative to other FFANG
Limited career growth
Can be fired at anytime for any reason - if you are a visa holder, stay away",3.0
179,"Competitive Pay
Great benefits for families
Cachet of FAANG","Cult-like Cultural deck
Culture of ""Fear"", Hire-and-Fire
Competitive, Cut-throat culture fostering unhealthy politicking and backstabbing",2.0
180,"Fantastic colleagues, small teams, top-of-market pay, autonomy, teams getting more and more diverse.","Constant internal fear of being cut or ""exited"" due to company culture. Few and rare avenues for growth.",3.0
181,Great culture. Lots of autonomy. Interesting problems. Empathetic company.,The company is changing and I'm not sure what it will be like a year from now.,4.0
182,"True to company culture, transparency.",Lack of growth opportunities in terms of ladders,5.0
183,"You get to work with the brightest minds in the business and although they have a policy about smart assh*les, they still some how manage to make their way through. 

The benefits are awesome - especially the health insurance but good luck finding the time to actually go to a doctor (same goes with the unlimited vacation policy). The work is challenging and fast-paced (which I enjoy) but might not be for everyone.","It's a LOT. Not only are you required to perform at 200% all the time... that means that you are expected to speak up at meetings (even if you have nothing to say) and always provide feedback to your peers (even if you have nothing to say). For me, it was about work life balance - I felt very overwhelmed.",4.0
184,High degree of freedom for engineers.,Sometimes it can feel that the company is a bit disorganized.,4.0
185,"flexible, experience, light enough ok","no benefits, overheads by company",3.0
186,Great place to work love it,None - really enjoy working here,5.0
187,i dont know just try ur best,it pays really well to work there,5.0
188,"Salary
Benefits
Entertainment industry
Company global brand
Salary","Management unstable 
Culture toxic
Expectation to work around the clock 
Management style not consistent with culture memo 
Lacks consistent leadership across groups
Competition and aggressive feedback",2.0
189,Good culture across the bay area,Hectic work hours and little bit of stress,4.0
190,we had fun in moments,it was all about inflating egos,2.0
191,Getting a full-time job at Netflix.,Giving up a. job to work at Netflix only to get laid off within months,2.0
192,Great workplace and amazing people,Low human interaction due to COVID-19,5.0
193,"The people here are absolutely amazing. Management, not so much. How the hell did they not anticipate the post-pandemic slump?",You are completely and totally dispensable.,4.0
194,Great culture. Wonderful colleagues. Competitive pay.,Has grown extremely fast. Not all colleagues are at the same level of performance as they once were.,5.0
195,"Pay, people, perks, food, office space.","Toxic work life, unrealistic expectations, horrible attitudes.",2.0
196,"flat management structure, all engineers are equal (some are more equal)",can be high pressure as site can't be down,5.0
197,"Great peers to work with, awesome culture",Growth trajectory for ICs not well defined yet,5.0
198,"Great unique culture, lots of room for innovation",Growing pains as the company groes,4.0
199,"High pay, good company name, snacks, connections","Sexism, no good work-life balance, feedback culture is retaliatory",4.0
200,"Eat a lo, have a lot of fun",do not think up yet,5.0
201,Yes you will get rich,but you mental health and psychological safety will suffer,1.0
202,"best salary , best Work / Life Balance",i think nothing it's good,5.0
203,The CEO appears to be a visionary leader,team sizes are large for the work accomplished,4.0
204,Vigorous work environment that allows you to talk to different professionals,crazy overtime during some period,3.0
205,"Lots of flexibility, freedom and responsibility.  Great work life balance.",High turnover / instability in longevity of role.,5.0
206,The freedom and Responsibility culture allow everyone to try different things.,Lack of workflows and consistency across leadership.,4.0
207,It’s really great to work here,"Not available
Not available all the time",4.0
208,"Free Movies
Clean Bathrooms
Little To No Vermin in Office",Not allowed to use the restroom without a helper.,3.0
209,They gave me breaks sometimes,But they never let me eat anything tho,5.0
210,There is a great work life balance,Long hours and nights but worth it.,5.0
211,"Competitive Pay
Great benefits for families
Cachet of FAANG","Cult-like Cultural deck
Culture of ""Fear"", Hire-and-Fire
Competitive, Cut-throat culture fostering unhealthy politicking and backstabbing",2.0
212,"Top pay, state of the art buildings and facilities, nice perks","I was contracted for 2 years granted 1 due to covid , I worked in Events and we didn’t have many, but was assured repeatedly I would be hired on, I was volunteering to go in nov and dec 2020 I had no health insurance still contracted through a temp agency I risked my life risked getting sick volunteered when 90% of others sat at home because I wanted to be hired on so bad! Had I gotten sick I had no health insurance ! Then late July I get an email from the temp agency saying My contract wouldn’t be extended! I’m thinking that. Means their going to. Hire me on finally! Until the mgr told me with 2 days left that there not extending my contract and Friday was my last day this was on Wednesday ! After 2 years and after being told repeatedly GeForce months during covid I was going to be hired on! Just was handled wrong, I earned to be hired on I risked my life to be part of the team I wentv above and beyond what’s expected in the end it didn’t even matter",4.0
213,The salary is medium now,work life balance is not too gold,4.0
214,"High pay, transparency, great team,",Pressure to do outside projects and to join focus groups even if your workload of scheduling is high.,4.0
215,Amazing colleagues who you can constantly learn from.,"A culture deck is a large aspect of the company but is not consistently implemented by leadership. As a result, certain groups have become woke echo chambers.",4.0
216,You get the brand name recognition on your resume and can work on cool projects.,Your experience will vary significantly depending on the leadership on your project.,3.0
217,"Benefits 
Pay
Work environment 
Vacation Pay
Paid Holidays","Family benefits
Long hours
Other than that it’s a good company",5.0
218,It is a great place.,There is room for improvement.,5.0
219,"- Netflix has great culture - lot of freedom and ownership on projects
- Work is challenging but work life balance is great
- Great Pay (Top of Market)
- Limited politics and bureaucracy",Lot of growth prospects as IC but it is difficult to grow in to leadership roles. Netflix tends to hire experts in each role.,5.0
220,"Great pay, great benefits, great colleagues, and challenging work. Working with the best of the best in the industry.","Pockets of poor leadership throughout the company with little accountability. Accountability tends to flow downward; the ""keeper test"" is used by bad managers as an opportunity to manage people out if they're not interested in improving performance. The ethos that Netflix only hires ""rock stars"" is damaging to the development of less experienced employees.",4.0
221,we had fun in moments,it was all about inflating egos,2.0
222,Getting a full-time job at Netflix.,Giving up a. job to work at Netflix only to get laid off within months,2.0
223,"The people here are absolutely amazing. Management, not so much. How the hell did they not anticipate the post-pandemic slump?",You are completely and totally dispensable.,4.0
224,"Pay, people, perks, food, office space.","Toxic work life, unrealistic expectations, horrible attitudes.",2.0
225,Open access to information and flat org structure,Success tied directly to relationship with you mamager,5.0
226,"Less processes, Freedom and responsibility culture, Context vs Control, Excellent colleagues, Unlimited vacation","No lC levels, lean teams",5.0
227,"Work-Life Balance, Management, Benefits, Career Oportunities",No cons for this company,5.0
228,"Great unique culture, lots of room for innovation",Growing pains as the company groes,4.0
229,"High pay, good company name, snacks, connections","Sexism, no good work-life balance, feedback culture is retaliatory",4.0
230,"Great environment, amazing perks, you feel proud to be working there!!",Juste the constant fear of going to be let go makes everyday life stressful.,3.0
231,Great place to work love it,None - really enjoy working here,5.0
232,i dont know just try ur best,it pays really well to work there,5.0
233,You can grow if you are not afraid of changes,"There are rapid growth and org changes: if you are looking for stability and expected routine job post, this place maybe too stressful.",4.0
234,Great pay and stunning colleagues,Bad managers. Politics creeping in. Bad decisions getting made.,3.0
235,Freedom and Responsibility is the moto of the company.,The teams and employees are still learning and growing. Prepare to operate like a start-up.,4.0
236,"- Lots of benefits
- Flexibility with remote work
- Great pay & coworkers","- More corporate environment as it has grown
- Can be difficult to achieve upward mobility within the company
- Lots of reorgs and change, which can be unsettling for some",4.0
237,Surrounded by genuine colleagues who want to see you grow and succeed. Amazing culture and very diverse. Freedom and responsibility.,"With so much extraordinary talent, promotions could be difficult. Working titles could be off. Many people go down one title.",5.0
238,"1. Top pay
2. Exciting company doing great things
3. Smart people","1. Definitely a culture of fear. People are let go constantly if they're not performing. The company is very open about this part of their culture, so just know what you're getting in to.
2. Company used to have a very strong culture (read their culture memo). That culture has evolved and, in the opinion of many people who've been there for a while, eroded. People regularly ignore key principles of the culture. Part of it is due to the company's rapid growth. Netflix with 8000 employees is very different from Netflix with 1000 employees 6-7 years ago. That level of rapid growth seriously diluted the culture.
3. Much less freedom & responsibility than in the past. Becoming more bureaucratic and political.
4. Much less forthright and candid from management. For example, management recently got rid of the 5% free options. Management framed it as more choice for employees (as the 5% free options were converted to cash salary, which employees can then allocate to options if they want), but as the comp philosophy of top of market typically didn't take into account the 5% free options, employees viewed this move as management disingenuously reducing salaries by 5%.
5. because there are so many more employees, career growth is much more limited (just a natural consequence of greater number of employees, more niche roles, etc.).",3.0
239,"Culture Values are held to a high standard. There has been a very large emphasis on inclusion & diversity, specifically in the past couple of years. I would say 90% of the people that work there are absolute rock stars. What the company focuses on as a whole is bringing joy to our members and encouraging creativity in storytelling.","It seems your ability to get promoted depends on your manager or director, and not necessarily if someone has proven themselves capable. There are many teams that promote when someone has shown themselves to be invaluable members of the team at Netflix. However, other teams seem to make promotions a bit political. I have really only seen this with my specific team, which leads me to believe it is involved with our specific leaders and their management styles, not the company as a whole as many other cross-functional teams do not do this.",5.0
240,"Flexibility in working from home and going into the office 
Smart colleagues and leadership","Communication from leadership to the larger company
Too woke for its own good at times
Poor work life balance",4.0
241,"There are some teams doing progressive, technically interesting work- content encoding, some machine learning teams","Most teams aren't working on anything very innovative. The tech is your standard microservices architecture, and everything gets open-sourced, with a blog post and a nice conference talk. Eventually these projects wither because no one maintains them, and sometimes they don't even solve very effectively the problems they tout, but it's good PR for the engineers and 'leaders'.

Culture of fear is real. My manager was toxic, he loved to talk about diversity even though he was the biggest mansplainer in the room. My interview was interesting, it was a monologue of his rather unique theories of engineering management, most of which was a bunch of gibberish culled from the culture deck. When I got there I found him to be a pretty ineffective manager. He didn't have any engineering vision, no idea of strategy, and wasn't technical. If you get into an interview room and the manager spends 45 mins talking about himself, that's probably a sign to run!

Pick and choose what team you join. You can have either a pretty cool time with some smart folks, or have to deal with narcissists who believe their own PR.

Everytime I run into a Netflixer- they've either 1) just been fired or 2) tell me stories about the people in common we know who've been fired.",3.0
242,"Benefits, Compensation, Impactful Work, Team Oriented","Work Life Balance, Limited Development and Upward Mobility",4.0
243,very nice people in the company,don't have any cons to say,5.0
244,"Great environment , smart people",Can be hectic but it’s doable,5.0
245,"Great people, high compensation, incredible perks, solid transparency",Culture was changing away from a hyper growth oriented group towards a less-results more policial culture,4.0
246,great people great culture great comp,culture was eroding - heading in the wrong direction,3.0
247,"- Friendly co-workers
- Paid well
- Accommodating for virtual working",Hard to explain but there wasn't a big sense of community.,4.0
248,"Pays well, good people to work with",Long work hours working after hours nights and weekends,4.0
249,"Coming from a traditional media company, this was a refreshing change.
Smart colleagues from unique backgrounds
Freedom to decide what project you want to work on
Management gives you whatever resources you need to do your job
The People & Talent team seems to be more chill than creative and engineering","Tight deadlines for implementations can make things fall through the cracks.
Hard to find time on everyone's calendar for meetings when everyone has the flexibility to choose their own hours.
Limited growth to get into a people manager role",4.0
250,A healthy and caring workplace where I am treated with dignity and respect always. I am also given the space to expand my abilities.,"Demanding hours, but they are well spent.",5.0
251,Great benefits and really intelligent individuals,Management team is a little behind on offerings from other tech companies,4.0
252,Enjoyed my former coworkers.  It was challenging.,Not able to continue working there unfortunately company closed down.,4.0
253,pay is great! culture is great when it works.,"entitled culture, leaders get out of touch with employees real quick.",5.0
254,There is a great work life balance,Long hours and nights but worth it.,5.0
255,Everybody lives and breathes the culture memo. This allows for a fast paced environment.,It can be a very stressful environment with pressures to perform all the time,3.0
256,"Good leadership
Culture 
transparency
people over process","growing pains
poor talent density in some parts of the company",4.0
257,"Great perks, great impact, smart people","fearful culture, becoming more vertical,  less generalist",4.0
258,Amazing exposure to all parts of the company and business. Incredible colleagues who are driven and responsible. Good pay and benefits.,Worked 70+ hour weeks for several years - the workload is huge. Re-org'ed 7 times in less than 4 years and reported to different departments and people each time. Difficult to get your sea legs in a constantly changing environment. Advancement is challenging due to the constant restructuring. The culture values are used for internal political posturing.,2.0
259,"Super cool to be on set 
Making Movie magic happen. 
Fast Paced Never Bored","High Stress. 70+ hours a week. 
Thankless job.",4.0
260,good it can be very past,eh okay hold off good shows,5.0
261,You can grow if you are not afraid of changes,"There are rapid growth and org changes: if you are looking for stability and expected routine job post, this place maybe too stressful.",4.0
262,Good atmosphere and work culture.,Haven't really run into any.,5.0
263,Great Culture at the workplace,No cons for me thus far.,5.0
264,Great pay and stunning colleagues,Bad managers. Politics creeping in. Bad decisions getting made.,3.0
265,Freedom and Responsibility is the moto of the company.,The teams and employees are still learning and growing. Prepare to operate like a start-up.,4.0
266,"- Lots of benefits
- Flexibility with remote work
- Great pay & coworkers","- More corporate environment as it has grown
- Can be difficult to achieve upward mobility within the company
- Lots of reorgs and change, which can be unsettling for some",4.0
267,"1. Top pay
2. Exciting company doing great things
3. Smart people","1. Definitely a culture of fear. People are let go constantly if they're not performing. The company is very open about this part of their culture, so just know what you're getting in to.
2. Company used to have a very strong culture (read their culture memo). That culture has evolved and, in the opinion of many people who've been there for a while, eroded. People regularly ignore key principles of the culture. Part of it is due to the company's rapid growth. Netflix with 8000 employees is very different from Netflix with 1000 employees 6-7 years ago. That level of rapid growth seriously diluted the culture.
3. Much less freedom & responsibility than in the past. Becoming more bureaucratic and political.
4. Much less forthright and candid from management. For example, management recently got rid of the 5% free options. Management framed it as more choice for employees (as the 5% free options were converted to cash salary, which employees can then allocate to options if they want), but as the comp philosophy of top of market typically didn't take into account the 5% free options, employees viewed this move as management disingenuously reducing salaries by 5%.
5. because there are so many more employees, career growth is much more limited (just a natural consequence of greater number of employees, more niche roles, etc.).",3.0
268,"-Pays top of market across fields. In fact, if you can find a case where someone with your experience and role makes more elsewhere, Netflix will revise your pay. 
-Great benefits: Amazing medical insurance (maternity, vision, dental included), everyone can travel Business for a long-distance flight, stock options that vest every month.","-Competitive, cut-throat, not a place you can think of settling down in or working long-term. People are often asked to leave with little to no notice. 
-Management, org structures keep changing, so it's forever in flux.",3.0
269,"Culture, pay, colleagues, product, company performance","Company growing too big, company politics, reorgs",5.0
270,"Less processes, Freedom and responsibility culture, Context vs Control, Excellent colleagues, Unlimited vacation","No lC levels, lean teams",5.0
271,Such amazing people to work with,Comms as company grows lacks some,3.0
272,"Work-Life Balance, Management, Benefits, Career Oportunities",No cons for this company,5.0
273,"Very safe, not fun but okay",Its alright nothing much just regular,4.0
274,"Good benefits, they care about their product and their employees.",not much comes to mind at the moment.,3.0
275,"Good place to work
Balance 
Creative 
Notes","No cons
Don’t really have cons",1.0
276,"Awesome benefits, pay, and employees.",Difficult to meet deadlines and expectations.,5.0
277,"- The perks and pay were nice, facilities and accommodations were great, and some of the people working here are truly amazing individuals.","- The CULTURE is not for everyone! It can be a very toxic environment for those individuals who are not Type A and actually care about the people and work. 
- It is very hierarchal and the people over process philosophy is very skewed.",2.0
278,"- Pay / benefits is well
- There's a lot of work","- I didn't find my role to have a lot of scope.
- A bit cut throat
- I personally thought sending an email when someone gets fired instills fear and lack of empathy towards that individual.",3.0
279,"Snacks, free Netflix, felt cool to say you worked there",Fired everyone on the sales floor. They gathered everything together and said they were laying us off and outsourcing our jobs.,1.0
280,"Get to experience new horizons. 
Create great communication skills","I’m still in college.
I live in Dallas",5.0
281,Great pay and benefits relaxed work environment,outsourced the project after building up success in the salt lake city site,4.0
282,"Good culture, good work life balance during pandemic",slow to hire quick to fire,5.0
283,"Good pay - top market value in industry
Freedom and responsibility culture allows employees to flourish
Great people to work with","Not organized due to constant restructuring
Lack of clarify in role",3.0
284,very nice people in the company,don't have any cons to say,5.0
285,"Great environment , smart people",Can be hectic but it’s doable,5.0
286,"Free food, nice technologies used.","Heavy politics in team and the employees who are there for a long period don't even bother about what the Manager,Director or the team want.",2.0
287,The salary is very good.,"Have fun navigating through “mean girls” politics, unilateral decisions made by a CEO who expects to be worshipped, blatant as well as subliminal racism and sexism, salary discrepancies based on who you know and if you’re white or not, a culture deck that has been turned into a weapon, a revolving door of colleagues and people getting fired as a result of either an exercise in company loyalty by their manager or sheer retaliatory vindictiveness. 

But don’t worry, you’ve got a target on your head too, and your days are numbered like everyone else. Enjoy the salary while it lasts and for as long as you can continue to stomach the hypocrisy. It will all come to an end.",1.0
288,Love the culture and top of market pay,The pressure to perform and long hours are no joke.,5.0
289,Good comp i like it,no downside cons in netflix,5.0
290,Amazing exposure to all parts of the company and business. Incredible colleagues who are driven and responsible. Good pay and benefits.,Worked 70+ hour weeks for several years - the workload is huge. Re-org'ed 7 times in less than 4 years and reported to different departments and people each time. Difficult to get your sea legs in a constantly changing environment. Advancement is challenging due to the constant restructuring. The culture values are used for internal political posturing.,2.0
291,"Super cool to be on set 
Making Movie magic happen. 
Fast Paced Never Bored","High Stress. 70+ hours a week. 
Thankless job.",4.0
292,Not great work environemnt at all,Good perks of company and PTO,3.0
293,"free food
fun projects
interesting and stimulating assignments
good pay","little work/life balance 
busy schedule
hard to move up ranks, limited legal spectrum",5.0
294,Getting days to joint DGA,No pay 80 hours a week,4.0
295,Great place to work and flexible,Management is different and flexible,5.0
296,"Freedom and Responsibility!
Great collaboration
Able to make an impact",No good work life balance.,4.0
297,Pays union rates and maintains safe set,Penalizes actors for not wanting to reveal their private medical choices-- acts in an unconstitutional manner.,1.0
298,Great management that are very understanding,Long hours that take up most of your day,5.0
299,"Good pay, and good perks","Competitive, cut throat environment, overworked",3.0
300,"Cool lunch bar, Employee benefits, best entertainment company",Hard to move as people don't leave,4.0
301,Good place good people ok,Not that many cons it was good,4.0
302,"-good benefits & pay
-smart colleagues
-great resources 
-interesting place to work","-they want work horses
-competitive environment where people are afraid of being fired
-not really family or mother friendly (even though they pretend to be) 
-not flexible (depending on team)",3.0
303,Compensation is top of market,They don’t follow their own Culture Memo. Inclusion and Diversity only exists at lower levels.,2.0
304,They pay well and the benefits are ok.,Worst work environment I have been in since starting my career. Its kind of like being back in High School.,1.0
305,"Culture, pay, colleagues, product, company performance","Company growing too big, company politics, reorgs",5.0
306,They have great pay and benefits,"Part of the WOKE movement entirely. Want diversity, just not diversity of thought.",4.0
307,Learned lots about the industry,Not much guidance from the assistants,5.0
308,"I absolutely love the people I work with, even the execs make it easy to bring up ideas and are open to listening.",Culture including 360 reviews aren’t helpful only because it feels more like a task that needs to be checked off the list,4.0
309,"High performance collogues, brings out the best in you.","I had a wonderful experience, but colleagues were on edge sometimes wanting to meet the high performance bar.",5.0
310,"good people, good culture, good perks",nothing that I can tell,5.0
311,"Perks, people, offices, industry, exciting projects","New LATAM structure and leads, culture has changed in new offices",4.0
312,"Great benefits, great people and working towards a goal is always nice",Can be long work hours depending on project,5.0
313,great time at their and great food,hustle life it gets tough over there,5.0
314,Exciting work (with best in class) that is highly compensated.,Numerous reorgs makes many feel unstable.,5.0
315,"free food, drinks, and tv","long hours, not flexible, busy",5.0
316,pay - $15hr and 60hr work weeks,hours - film is a lifestyle,3.0
317,"High compensation, open company culture",Not consistent with their values,4.0
318,Talented and competent coworkers and employees,"High expectations, high pressure, fast pace",4.0
319,netflix is a great company,netflix needs to improve its work life balance,3.0
320,"Very responsive team, great upper management","Not open to changes, not very flexible",5.0
321,"I felt very supported during the pandemic. Normally they feed employees sadly we didn't get that cuz of the lockdown but we did get $120 a month for internet expenses for WFH. Also, they provided all our equipment","Honestly, most of the downsides I experienced were because of the pandemic and not the fault of the studio. I do think they could do better with Diversity and inclusion efforts. I know they are trying but it's still something they need to work on.",5.0
322,Everything the culture the environment the people,None I can think of,5.0
323,"Great company, amazing salary & benefits. C level leadership is one of the best. Lots of freedom.",No growth for IC's. Mid-level managers and Directors are horrible. The talent pool is getting diluted over the last couple of years. Lots of senior IC's are leaving. Most of the projects are in maintenance mode and not many new things to do. Great place to coast.,5.0
324,Dope company to work for,Can't think of anything for now,5.0
325,"Free food, nice technologies used.","Heavy politics in team and the employees who are there for a long period don't even bother about what the Manager,Director or the team want.",2.0
326,The salary is very good.,"Have fun navigating through “mean girls” politics, unilateral decisions made by a CEO who expects to be worshipped, blatant as well as subliminal racism and sexism, salary discrepancies based on who you know and if you’re white or not, a culture deck that has been turned into a weapon, a revolving door of colleagues and people getting fired as a result of either an exercise in company loyalty by their manager or sheer retaliatory vindictiveness. 

But don’t worry, you’ve got a target on your head too, and your days are numbered like everyone else. Enjoy the salary while it lasts and for as long as you can continue to stomach the hypocrisy. It will all come to an end.",1.0
327,"Amazing Pay
Amazing Benefits
Supportive work structures
Outstanding workplace groups
Company events",- Artist management can be difficult to place you on new shows,5.0
328,"- Fantastic culture & benefits
- No ""red tape"", company really focused on continuing to be a trendsetter","- High expectations / longer hours at times, but this is the case with the industry at large",5.0
329,Amazing company culture and benefits. The work is engaging and stays interesting.,Hourly employees do not share all of the same benefits and freedoms as the salaried staff.,5.0
330,Great place to work and flexible,Management is different and flexible,5.0
331,Everyone made their own decision so fast. I loved it. Most of coworkers were very competent and they worked so hard.,I hate post mortem. It makes everyone annoyed.,3.0
332,Great management that are very understanding,Long hours that take up most of your day,5.0
333,I like what the company stands for. The leadership (Reed and Ted) are upstanding people who we trust to keep the company moving in the right direction.,"The health benefits for employees with a family could be cheaper.

Yearly Comp assessments are not equal across the board. Some employees with more generous hiring managers get (higher) increases each year while some with scary hiring managers don’t.",4.0
334,Chance to work with best and brightest. They really care about their employees.,A lot of pressure. Fast paced.,5.0
335,Hi performing team. Challenge your thinking.,Poor quality of life/work-life balance,3.0
336,"flexibility, benefit, exciting product, global offices",does not allow fully remote for most of the teams,4.0
337,Great people work here. The amenities and perks are top of the line. A ton of freedom.,"Overworking is very common, have to watch burn-out. Sometimes the frequent re-orgs can be confusing.",5.0
338,"• flexible work schedule
• high salary
• good food
• tech team is capable & fast
• great experience for resumé
• high level of ownership over projects","• stress stress stress
• am I going to have a job tomorrow?
• inconsistent micro-cultures between departments
• cutthroat, don’t believe anything otherwise
• false sense of transparency; people only pretend to be open & honest 
• if you don’t play the victim, you will get blamed 
• management will downplay your accomplishments in order to protect their jobs 
• workflow changes almost every other week
• no reward for loyalty
• leadership plays favorites, not based on work performance or efficiency",3.0
339,Inclusive and engaging. The culture is implemented everyday. Feedback is a big part of the company. Room to grow,"Fast paced, heavy volume of work, must be able to adapt to change well and pivot. Change is a constant.",4.0
340,Good amount of freedom in the role and the teams are quick to help and answer questions,Ambiguity in pay and reason for salary increases,4.0
341,"Big company name, but thats it.","No respect or decency towards potential candidates, pretentious attitude from management thinking they can waste innocent interviewee's time.",1.0
342,Friendly working environment and Great Pay,Overtime work and Strict Working Guidelines,5.0
343,"- You work with very talented, motivated and smart people. 
- The company is quite reflective and takes feedback seriously.
- Benefits and pay are generous.","- They give adequate performers severance (this is outlined on their culture memo). While it's not the companies intent, this consequently promotes a culture of high performance based off fear of getting let-go.

-The environment is quite pressurizing. The feeling to constantly perform at 110% is real.

-Little growth opportunity if you start as an IC and would like to grow into a lead.",3.0
344,"Lots of autonomy
All cash compensation
Remote work possible","Managers have too much power
No annual stock refreshers
Little to no room for growth",2.0
345,The HR policies are excellent,So far I cannot complain,5.0
346,"1. Great work/life balance
2. Great team support
3. Talented Colleagues
4. Open and transparent line of communication
5. Opportunity for growth","Honestly, not a lot of cons that I can think of at the moment. I recently started employment and I'm having a great time here. They value ""people over process"", so you must be talented and a great teammate.",5.0
347,"Fast paced
Great engineering culture
Great pay
Human leadership
Great perks",High turnover (no room for slacking),5.0
348,"Work-life balance well managed 
All Cash Compensation 
There is No bureaucracy","Professional growth can be difficult 
Business is focused on content more than engineering now",5.0
349,The benefits are really great and the people are really smart,It lacks a structure which is great sometimes but hard to work together sometimes,5.0
350,"Loved the company culture, was treated well by corporate, had flexible work-life balance.","You know what they say, people don’t leave companies, they leave managers.",4.0
351,Flexible work environment with minimal process or overhead.,"Need to be self driven, very little guidance or mentoring.",5.0
352,"Netflix has stellar benefits including up to 12 months paid parental leave and a $75K allowance for adoption. 
There are incredibly smart people throughout the company. 
Many are willing to be at the forefront of innovation.
There is a strong focus on D&I",When a directive comes from the top it is not questioned. This does mean some people operate out of fear.,5.0
353,"Very responsive team, great upper management","Not open to changes, not very flexible",5.0
354,"I felt very supported during the pandemic. Normally they feed employees sadly we didn't get that cuz of the lockdown but we did get $120 a month for internet expenses for WFH. Also, they provided all our equipment","Honestly, most of the downsides I experienced were because of the pandemic and not the fault of the studio. I do think they could do better with Diversity and inclusion efforts. I know they are trying but it's still something they need to work on.",5.0
355,Treated well by my bosses,The communication between the network and production was a little iffy at times,4.0
356,Everything the culture the environment the people,None I can think of,5.0
357,"Great company, amazing salary & benefits. C level leadership is one of the best. Lots of freedom.",No growth for IC's. Mid-level managers and Directors are horrible. The talent pool is getting diluted over the last couple of years. Lots of senior IC's are leaving. Most of the projects are in maintenance mode and not many new things to do. Great place to coast.,5.0
358,Dope company to work for,Can't think of anything for now,5.0
359,Good benefits and good pay.,"Confusing direction, no real leadership. Shows are kept in the dark. Constant changes.",3.0
