Rating,Title,Author,Review Description,Pro,Con
4.0,Great to work with Netflix,"VFX Producer (Former Employee) - Toluca Lake, CA - March 13, 2020","I worked as a project hire but interacted with many Netflix employees.
All good people with an eye for quality. The interaction with them was pleasant and professional. Enjoyed working with everyone there.",,
5.0,Excelente ambiente laboral,"Servicio al Cliente (Former Employee) - Monterrey, NL - March 3, 2020","Clima laboral agradable, facil adaptación y en gerenal el trabajo nuy sencillo.",,
2.0,Don't be fooled by the money,"Customer Service Representative (CSR) (Former Employee) - Amsterdam, Netherlands - February 27, 2020","Honestly, the only good thing about this place is the money and colleagues. Although you won't always get on well with all of your teammates. I had friends on different floors and seen them once or twice a week. The training which they say its 2 weeks is a joke. You already take your first calls from customers on the fifth day! There is so much to learn and its still only around 20 percent of everything you need to know. You will get calls with issues you weren't prepared for and ask someone who sits next to you for help. On busy understaffed days you answer up to 80 calls a day or even more, sometimes I wasn't even counting. The customers can be really rude and take out their anger on you. You can set your preferences for the schedule but it works only once in a lifetime. I worked 3 months in a row with Mondays and Tuesdays off 2pm-11pm. There is constantly some changes and its hard to keep up. You have coachings with you Team Leader where they let you listen to your own calls and tell you what went wrong and its nothing bad but they never show you your great calls. Food they provide is unhealthy, burgers, hot dogs, pasta, tacos... I mean... Each to their own but I would not recommend. Oh, if you'll be late too often you will get fired. Plus- don't go on sick leave because they won't give you another contract!! They don't accept people with mental illness!!! Shame on you Netflix!",,
1.0,Don't even think about it,"Driver 3 (Former Employee) - Orlando, FL - February 27, 2020",Racists managers and co-workers. Extremely levels of favoritism with white drivers and discrimination with black and Hispanics. Manager created a route just to help her white favorite guy who did a lot of traffic and company rules violations and never was written up. Good place to work if you are white otherwise be prepare to be discriminated. No Spanish speak allow.,,
5.0,Great Environment,"Customer Service Representative (Former Employee) - Farmington, MI 48331 - February 26, 2020","A place where you can learn basic customer service skills and a very relaxed environment. Calls were scripted, but you are allowed to be personable with makes it a great experience.",,
2.0,"Great Company, Tough Culture, Great CEO","Manager (Current Employee) - Los Angeles, CA - February 23, 2020","Netflix has continued to adapt their culture to broadly include more focus on diversity and inclusion. This has developed the work force and also helped bring a larger pool of candidates. There are still some pain points around hiring the right person for the right job. Fear is in the fabric of every employee and everyone knows that they have an expiration date. There are brilliant jerks but more jerks that are not brilliant in high-level roles. Netflix leans into risk with everything they do, which in most cases works extremely well. The hardest part of Netflix is that it becomes more important than anything else in your life so there is no work-life balance. If you can navigate through all of the entitlement, it can still be a good place to work until you can't anymore. The best thing about Netflix is the people, turnover is above 40%, which means that time is wasted on bringing in new employees instead of investing in existing ones.",,
5.0,Fun Place to work at,"Customer Service Agent (Former Employee) - Farmington Hills, MI - February 21, 2020","helping customers choose their plan, to make sure you have an internet connection and not satellite, very good, excellent, leaving, being able to watch tv and put netflix on different devices",,
4.0,Overall and interesting experience learned a lot,"Customer service representative delivering outstanding customer service (Current Employee) - Mesa, AZ - February 19, 2020","Netflix was interesting but fun at the same time. Could have been better management and, more clarity in certain aspects of the job. Co workers were ok and the location as well as job at hand were fine.",,
3.0,Fun working place with easy going people around.,"Associate customer service agent (Former Employee) - Mumbai - February 18, 2020",Pretty relaxed place to work with certain things to be achieved for best customer satisfaction with taking good care of the employees so that Netflix flow is maintained and we keep our application users happy with the mechanism and working.,,
5.0,Avis,"Actrice (Former Employee) - ACCRA, GH - February 17, 2020",I worked as an extra for a movie in Ghana about slavery and it was an incredible experience.,,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
3.0,Worked on 2 Netflix productions,"2nd unit Office PA - 6 Underground (Former Employee) - West Hollywood, CA - February 16, 2020","Worked under the worst people of all the productions I’ve been on. Not sure if it was because of Netflix’s hiring or the tight budget. Either way, the office was always understaffed and not only were the people not great, but I also felt extremely overworked.",,
4.0,Not too bad,"Customer Service Representative (Former Employee) - Salt Lake City, UT - February 14, 2020","Netflix was a great place to work with, the people and management were amazing. Only con is they outsourced their customer service and that new company doesn’t have great benefits at all. The calls are also non stop and they weren’t very flexible with my shift.",,
5.0,Working for Netflix,"Things Seen and Heard (Former Employee) - Hudson, NY - February 8, 2020",Great opportunity to learn and advanced in the field. Throuout my experience with my crew I had a great time. Fun people and just an overall great experience.,,
5.0,Muy buena calidad empresarial,"Figurante (Former Employee) - Guadarrama, Madrid provincia - February 6, 2020","Personal amable, cercano que te hace las cosas fáciles",,
4.0,fun place to work,"Sales (Former Employee) - London - February 5, 2020","I'd did temp work with them and it was a very fun and very enjoyable place to work, I learned the importance of deadlines and rapport building with a team of new people",,
5.0,Fast pace work enviornment that provides a lot of experience,"Production Assistant (Current Employee) - New York, NY - January 29, 2020","This environment allows your to develop problem solving skills within the Film, TV, and Commercial production world. Would recommend if interested in working in production.",,
5.0,Engaging and fast-paced environment,"Accounting Clerk (Former Employee) - Boston, MA - January 29, 2020","I was brought in to work on location. There were days with long hours, which was occasionally tough, but the Accounting department was upbeat and interesting. I learned to handle clerical accounting responsibilities with management being incredibly helpful and encouraging. Working on location was exciting because I got to see a good bit of the behind the scenes work that go into creating a film.",,
5.0,ambiente muy divertido con dinamicas grupales,"Soporte Técnico (Former Employee) - San Pedro Garza García, N. L. - January 28, 2020","es un empleo my bueno ya que el salario es excelente y el ambiente aun mas.
las personas muy relajadas y concentradas en su trabajo.",,
4.0,My time at the flix,"Customer Service Representative/Team Lead (Former Employee) - Hillsboro, OR - January 27, 2020",I made some great friends and memories there. I got some amazing opportunities that I would not have gotten before since DVD headquarters was at our location. 8/10 would work there again.,,
4.0,"Competitive workplace, great values but poor management","Training Facilitator (Current Employee) - Tampa Florida - January 24, 2020","Netflix as a company is amazing. Their product and values are bar none. The Netflix culture is unlike anything else and fun to be a part of. The only downfall over time has been their lack of communication and leadership at certain positions. Mismanagement and wages that havent kept up with the cost of living contribute to low agent morale and a numbers driven culture instead of behavior driven. All in all a great job that is very valuable but there is a great disconnect between working directly with Netflix, and working for one of their BPO contact centers as the focus seems to be on cost cutting and sending everything overseas.",,
5.0,Netflix,"Chargée de clientèle (Former Employee) - Lisbonne - January 17, 2020","Tres bonne experience, enrichissante et multiculturelle",,
3.0,They were good for a while,"CSR 1 (Former Employee) - Salt Lake City, UT - January 15, 2020",I came in before everything got sold out and got to watch a great thing fall apart when it when front netflix to 24-7 intouch.. everything went down hill. But they were already acting up.,,
4.0,Todo muy bueno.,"Agente de Contact Center (Former Employee) - Monterrey, N. L. - January 14, 2020","Ambiente agradable, Buena motivacion, siempre buscando mejorar y mantenernos bien motivados, no se como sea ahora que se fue de Arvato, pero era muy buen lugar para trabajar.",,
3.0,Standard production work,"Production Assistant (Former Employee) - Los Angeles, CA - January 14, 2020",Working as a production assistant on a Netflix project. Really the same as working for any other studio. Netflix is more hands off than most other studios.,,
5.0,Great experience,"Executive Assistant (Current Employee) - New York, NY - January 14, 2020",Worked with some of the most talented writers/producers in the industry. Everyday was exciting and a challenge - I learned something new everyday. Was a pleasure seeing the writers create new episodes.,,
4.0,Loved every minute of it,"Animal acumen Nation (Former Employee) - Toronto, ON - January 10, 2020",Working with the animal trainers on Netflix was a real eye-opener whole job career is in the automotive and sandblasting industry so it was a real eye-opener an inspiration to look into a new career opportunity to advance my skills with fabrication,,
5.0,Not bad,"Foreign Language Adapter (Current Employee) - Los Angeles, CA - January 9, 2020",Working freelance with them made me feel like part of something bigger. a really neat company to work for. I would highly recommend it to anyone looking to get into the streaming space.,,
5.0,Renowned streaming service and great employer,"JUNIOR WRITER/STORY ASSISTANT (Former Employee) - Los Angeles, CA - January 2, 2020",My time as an employee for Netflix was truly life-changing. I got my dream job and had the opportunity to get my foot in the door. I learned more about the industry working this job than any class could have ever taught me.,,
4.0,Buenas instalaciones,"Soporte Técnico (Former Employee) - Soporte Técnico - January 1, 2020","No hay crecimiento, no les importa si eres el mejor empleado.",,
4.0,"Productive, alot to learn Very understanding company","Costumer Representative (Current Employee) - Fremont, CA - December 31, 2019","Typical day at work is taking calls back to back and being able to breath thru the calls if you need to.
We learn alot about different verbiage and it helps out our outside life at work.
Management is very good to us also providing meals for their employees Hardiest about this job is taking calls none stop
Best part is be able to want to come to work instead of not enjoying it.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
5.0,Great company,"'STRANGERS' Extra (Former Employee) - Manchester - December 30, 2019","They give great instruction, information and attention to you. They work with you with ease, non stressful at all, absolutely lovely team who made sure you have everything you need, including food during breaks.",,
5.0,Awesome all around,"CSR / CSR 2 (Former Employee) - Salt Lake City, UT - December 29, 2019",From the benefits to the pay everything was top of the market. This was the highest paying entry level job near me for awhile. Holiday pay plus a lot of time additional pay or prizes could be awarded for picking up OT.,"Great pay, benefits, easy job, free Netflix",Repetitive
4.0,Fun!,"Customer Service Agent (Former Employee) - Denver, CO - December 26, 2019",This place was so much fun to work! It closed down in Denver however when it was open it employed so many people and we all really enjoyed working for a fun company.,,
4.0,Bonne expérience dans l’ensemble,"AGENT DU SERVICE CLIENT (Former Employee) - Lisbonne - December 26, 2019","C’est le plus cool et le moins stressant des services clients qu’il existe ! Bonne ambiance et grand plaisir de travailler à Lisbonne, neanmoins le travail est très répétitif au bout d’un certain temps.
Tres bonne expérience malgré tout",,
5.0,Excellent Company with Great Benefits/Pay,"Senior Operations Manager (Current Employee) - Rochester NY, Denver CO - December 23, 2019","The Netflix culture is a one of a kind. Great benefits/pay. Freedom, and Resposibility. Great support from all areas. Teamwork is required to make things happen.",,
5.0,Overall good,"Customer service rep (Former Employee) - Aurora, CO - December 22, 2019","Best job i had in all honesty. Very helpful staff, along with great benefits and flexible schedules, made this a awesome place to work at. If the company was still here, i would still be working there.",,
4.0,NetFlix Canada,"Occupational First Aid Level 3 Attentendant / Safety Officer (Current Employee) - Burnaby, BC - December 21, 2019",I can honestly say that Netflix Canada is a blast to work with. Professional but creative and fun. As a First Aid Attendant / Safety Officer I was involved with addressing safety and health concerns at our studios and locations. Netflix was very proactive with regards to safety and no requests for equipment or supplies were ever of concern. If there was a valid concern it was addressed immediately and dealt with promptly. I have nothing but respect for the Staff and crew at Netflix,,
4.0,Ambiente divertido para un trabajo estresante,"Agente de Servicio al Cliente (Former Employee) - San Pedro Garza García, N. L. - December 21, 2019",La cultura laboral es muy buena y tienen un gran ambiente de trabajo pero si es algo estresante ya que tienes que lidiar con los problemas de los clientes y clientes enojados.,,
5.0,Too good to be true!,"Customer Service Representative (Former Employee) - Salt Lake City, UT - December 17, 2019","This has been hands down the best job I've ever had. No uniform, flexible schedule, and the culture that values diversity, innovation, inclusion, integrity, and judgement. I made real changes that improved not only my fellow coworkers experience but customers as well. This job taught me what respect and transparency in the workplace looks like.",,
3.0,Ambiente lavorativo stimolante,"Comparsa in serie TV (Former Employee) - Massa Marittima, Toscana - December 17, 2019",Ambiente lavorativo molto intenso ma interessante.,,
5.0,"Fun workplace, friendly environment","Intouch Netlfix/Broadridge Campaign Customer Service Representative (Former Employee) - Clearwater, FL - December 15, 2019","Fun workplace, friendly environment, family and goal oriented. You get the feeling of being apart of a family more than just a regular team. Loved working here, relocation cause me to resign.",,
5.0,One of the best cultures I have ever had the pleasure to work in,"Sr. Manager, Operations - Global English (Former Employee) - Salt Lake City, UT - December 9, 2019","Netflix is amazing! I loved the culture, the energy, the people, and miss it everyday. More companies need to take Netflix's lead when it comes to culture.",,
1.0,Not a great place to work,"In-Touch / Netflix Contractor (Former Employee) - Mesa, AZ - December 3, 2019",I honestly feel like its not the best place to work. I dont feel like they really care about there employees and the work schedule was super long and didn't really fit.,,
5.0,Buen ambiente de trabajo,"Figurante (Former Employee) - Madrid, Madrid provincia - November 27, 2019","Fue una experiencia increíble. Todos los días contábamos con catering durante todo el día, el ambiente de trabajo era muy agradable y aprendí cosas del mundo audiovisual.",,
5.0,I loved working there,"Customer Service Representative (Former Employee) - Frisco, TX - November 24, 2019",I loved loved loved working there but they left Texas. Gave me the opportunity to move to Colorado with the company but I could not move unfortunately.,,
1.0,Horrible work place,"Team Leader (Former Employee) - Farmington Hills, MI - November 19, 2019",Management is terrible. Employees are very messy. RUN RUN RUN!!! Staff is very unprofessional. They barely give raises. Favoritism to long time employees no one is treated equal,,
4.0,Ambiente de trabajo agradable,"Figurante (Former Employee) - Boadilla del Monte, Madrid provincia - November 18, 2019","Ambiente de trabajo divertido, con desayuno y almuerzo incluidos, cercanía con los superiores, y compañeros jóvenes.",,
4.0,Boa empresa de trabalho,"Tradutora (Former Employee) - Guimarães, Distrito de Braga - November 16, 2019","Bons salários
Flexibilidade de horários
Autonomia de trabalho",,
5.0,Great Company with Even Greater Values,"Technical Research Analyst (Current Employee) - Salt Lake City, UT - November 16, 2019",Working here is unlike any other career. The people and the dynamics are a combination for success. Here you will be pushed to your boundaries and challenge existing ideas.,,
4.0,Ambiente laboral bueno,"Customer Service Agent (Current Employee) - Monterrey, N. L. - November 15, 2019","Es una de las empresas en las que he tenido más tiempo de trabajar, es un buen salario, disponibilidad de horarios, y estabilidad laboral, solo que en lo personal siento que di todo lo que tenía que dar y ando en búsqueda de algo nuevo.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
4.0,Not crowded and very fun place to work,"ASSEMBLY LINE OPERATOR (Former Employee) - Bordentown, NJ - November 13, 2019",Management were hands on to help and see to it that you deliver on your duties. But was a very good place to work. And everyone is given a fair chance to learn and grow.,,
5.0,"fun, relaxed, and entertaining environment!","Customer Service Representative (Former Employee) - Fremont, CA - November 5, 2019","Easy going management, knowledgeable management team. Workplace culture-high energy , diverse group age wise. Fast paced. Very flexible schedule for college students, parents, etc.",,
3.0,Lugar donde te dan mucha comida como compensacion,"Operations Coordinator (Former Employee) - Monterrey, N. L. - November 4, 2019",Lo que mas me gusto son los eventos que hacen para tratar de levantar la moral y lealtad hacia la empresa.,,
4.0,"Fast paced, but fun workplace.","CUSTOMER SERVICE REPRESENTATIVE (Former Employee) - Salt Lake City, UT - November 4, 2019","Netflix is an amazing company to work for. Their culture was great, there were always opportunities to advance in the workplace, and the managers there were always willing to help you, whether it was to advance within Netflix or outside of the company. The hours were great, and the job was very fast paced. It's a high-volume call center. It's to be expected to get about 50-60 calls a day. Very rarely did you get a negative or angry call. Overall, it was a great company to work for!",,
4.0,productive and multi tasking,"Sales Representative/Customer Service (Former Employee) - Las Vegas, NV - October 23, 2019",dealing with different customers and issues.... resolving problems ...... i think it was a great experience and learning new things .. dealing with different accent,,
4.0,Productive Workplace,"Customer Services Representative (Former Employee) - 5376 Amelia Earhart Drive Salt Lake City, UT 84116 - October 21, 2019","The Workplace was Absolutely Admirable and then 24/7 Intouch took over and eventually closed the Salt Lake City, Utah Site. Lost all benefits and had to learn new takeover company systems. All co-workers began quitting and becoming hostile towards all co-workers. Had amazing insurance at first, amazing events, Prize giveaways, Best Supervisors ever.",,
4.0,Full of experience in all sorts,"Production Assistant (Former Employee) - Istanbul - October 20, 2019",Even though this was my third movie/tv show set it took my a short time to make myself available for 24/7 working tempo. My typical work day would be going to the location of the shooting 2 hours (at least) before in order to arrange set trailers and make the location prepared with one of my team members. And the followed by the the people coming to the set and me making sure that the food is ready on time when there will be lunch/dinner breaks. It was also important to make sure that there was no entry other than the employees since the TV show is not publicized yet.,,
4.0,Great enviroment with lots of driven people that care about their job.,"Technical Research Analyst (Former Employee) - Salt Lake City, UT - October 18, 2019","Freedom and responsibility rules your day to day decisions, you choose what you want to work on to make the product better.



























....................................",,
5.0,The Adventures of Christian Combs & Victor Michini,"Hollywood Script Writer (Current Employee) - Hollywood, CA - October 16, 2019","I moved to Hollywood to be able to participate in the Hollywood Script Option meetings. I am grateful to be able to have my true life stories and children's stories optioned for consideration by Netflix animation producers. Thank you for brining to life, The Adventures of Christian Combs & Victor Michini, Sean Combs, The Paper Boy and The Player of Crossline Towers.",,
2.0,Productive and fun place to be with music and tv's,"Customer Service Representative (Former Employee) - Farmington Hills, MI - October 15, 2019",I like the Netflix atmosphere that we worked in. The job itself wasn't the job for me. It wasn't very professional. We had to deal a lot with troubleshooting devices for our customers over the phone and that isn't an easy task. At the end of all our calls we had a survey and it was difficult to get a good score because we couldn't always get the customers Netflix to work due to their internet connection.,,
4.0,Productive and fun workplace with ping pong table,"Customer Service Representative (Former Employee) - Clearwater, FL - October 12, 2019","8 hour shifts with 2 15 min breaks. taking multiple customer calls to sort out why they are unable to make their Netflix work properly. involved trouble shooting customer equipment, and trouble shooting the costumier.",,
4.0,Good place to work,"Customer Service Expert / Sales Advisor (Former Employee) - Distrito de Lisboa - October 7, 2019","International employees found with an newest technology for the work .

Good office environment , professional workplace.",,
5.0,I go In punch in and begin rolling mats on the machine for three hours then start order picking and fileing orders the hardest park was just when I,"Machine Operator (Former Employee) - Worcester, MA - October 1, 2019","I enjoyed working there very nice people and excellent work environment. And extremely clean . I just could not keep working the time and schedule they had me working on, need a am shift to work for me and my kids",,
5.0,Strong culture produces amazing results,"Marketing & Social Director (Former Employee) - Los Angeles, CA - September 25, 2019",Being surrounded by stunning colleagues is the most motivating aspect of Netflix's culture as everyone brings their A-game which generates very healthy debate and motivates everyone to do even better work.,,
4.0,Challenging Growth Opportunities,"TECHNICAL RESEARCH SUPERVISOR (Former Employee) - Salt Lake City, UT - September 25, 2019",Netflix is a challenging place to work than manages to stay true to its culture while consistently pushing the envelope. Great opportunities and ability to work with the best of the best. Little work-life balance and your time is in demand.,,
4.0,"Fun space, with a lack of communication","Recruiter (Current Employee) - Salt Lake City, UT - September 19, 2019","This is a company that is good to work for if you keep yourself as a priority. Overall loved my time here, but there is an emphasis on transparency and communication that is not adhered to. Great benefits and really good pay, but was sold off to a 3rd party company in the end",,
1.0,They were great at first,"Customer Service Representative (Former Employee) - Salt Lake City, UT - September 8, 2019","The job was good when they cared but they never cared about their customers. That always bothered me. The options for advancement are very one sided, and unless you are not only doing your job 150%, but schmoozing. there is no way you will ever be more than a worker. Then they sold us off completely. They did not care what it meant to any of us even the managers.",,
1.0,Nightmare,"Customer Support Representative (Former Employee) - Portland, OR - September 6, 2019","This is by far the worst job all my coworkers there and I have ever had. Avoid at all costs. It is not worth the trouble. Out of a training class of 50, I was the sole remaining employee after 3 months. 100% turnover, zero consideration for illness (they will force you to work 10 hours days while sick or be fired), no sense of teams or community or work family, and a deranged no-escalation management culture made it thoroughly awful.",,
5.0,Developing Leaders Everyday,"Intouch / Quality Assurance Analyst (Current Employee) - Salt Lake City, UT - September 6, 2019","I learned more about how to conduct myself as a leader, and grow to accept feedback, how to be more inclusive. How to speak and write better, and overall how to be a true professional in the workplace thanks to being surrounded by such excellent leaders.",,
5.0,Fun work place,"Operations Manager (Former Employee) - Chicago, IL - September 3, 2019","Free insurance, free food, awsome people to work with, amazing culture, early work hours. Got to travel to different locations and help out. Every one knows every one",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
5.0,Top market benefits,"Senior Data Product Manager (Former Employee) - Los Gatos, CA - August 28, 2019","Top market benefits and great workplace culture based on freedom and responsibility to do whatever you want to do, but with responsibility. People are encouraged to take risks and fail.",,
5.0,Best place to work,"Director of Creative Studio (Current Employee) - Los Gatos, CA - August 24, 2019","If you are up for constant challenges and opportunities for growth, Netflix is for you. It is not a place where you can just sit and be comfy, but that is why I love it. We solve big challenges on a daily basis and I wouldn't have it any other way. It is has one of the strongest cultures I've ever been a part of and I've been in quite a few notable places. Success isn't measured in tenure, but in impact. I started as a team of 1 and have increased my impact to the business and now lead a team of 75+. If you're great at what you do and you love new challenges, Netflix is for you. If you want something cushy to just sit back and cash a check, don't bother. The Netflix culture either excites you or scares you. There really isn't a middle ground.",,
4.0,Great compensation - very cut throat culture,"Physical Production Coordinator (Former Employee) - Los Angeles, CA - August 21, 2019",No structure. Studio is young compared to other traditional studios but it's still a mess with structure. You're encouraged to have courage to speak up if workflow can be improved but you can also be seen as combative.,,
4.0,No comment,"Shipping and Receiving Coordinator (Former Employee) - Hollywood, CA - August 20, 2019","A great Company to work for, but it like a revolving door you never no when they will let you go. Also the FTE play favorite with who they no. and the contractor are not treated the same, but they do have great perks for all employees where breakfast and lunch is served for free. But there feedback policy is no good at all and you have to question the culture vision.",,
5.0,Workplace was very clean and productive,"Customer Service Representative (Former Employee) - Salt Lake City, UT - August 19, 2019","Netflix was a nice workplace while i was there, co-workers were either very friendly or to themselves which allowed for time to either focus on work or get help very easily for work.

The management in perspective were organized and tended to their team when needed. The coaching and team meetings were very straight forward and actually progressive with the development as a team.

While working for Netflix they allowed some employees to take classes within the building to learn some tools such as excel within a class setting, while in the class we learned the basics of organizing data and being able to read it with the different options within excel.",,
5.0,"Buena, es muy light","Atención al cliente (Former Employee) - Monterrey, N. L. - August 14, 2019","En si es un trabajo light, atender a clientes con tranquilidad y tiempo lo único malo es que a veces son muy necios y eso provoca que te tardes en las llamadas o que peleen contigo sin ser el culpable jaja",,
2.0,They Pay very well but don't invest in their employees,"Tier 3 Technical Research Analyst (Former Employee) - Salt Lake City, UT - August 13, 2019","Leadership was very inconsistant and supervisors were not good at giving clear expectations. Shift bids were a very negative experience for all employess, and despite repeatedly being told, management made no effort to change. While they push strongly statments of inclusion, teamwork, culture, etc. They don't put in the footwork to make it happen.

They fired a substantial part of the Tier 3 team, and published to all employees in the department exactly why they were terminated.",,
1.0,Toxic corporate envrionment,"SUPERVISOR (Former Employee) - Salt Lake City, UT - August 10, 2019","Stay away if you want to be happy in your job. While the pay is well above average, the atmosphere is toxic. Attrition was above 300%. People fired every day. #hungergames",,
1.0,Poor management,"N/A (Former Employee) - Hollywood, CA - August 7, 2019","Poor managers if they are producing results, are allowed to operate with impunity. Negative feedback is constant and counterproductive. No goals or reviews set, good luck getting better day to day",,
5.0,Great,"Construction Crew (Former Employee) - Guam - August 1, 2019",I thought it would be very high paced and Hollywood but the team from Canada was very nice. Thought some days were long and we had to work quickly our bosses were great!,,
5.0,Fun and productive place to work with Pool table,"Call Center Specialist Team Lead Resource (Former Employee) - Clearwater, FL - July 25, 2019","Start your day, come in early and play Ping Pong with co-workers and start your shift talking and helping customers get back up and running on their Netflix accounts. learned to manage and coach groups of team members. Coaching was challenging due to so many different personalities! The most enjoyable part of the job was coaching, to see someone evolve and advance in the company because of ther hard work and dedication.",,
4.0,Leuke en inspireerde omgeving.,"Customer service representative (Former Employee) - Amsterdam - July 25, 2019",Leuke kans gekregen om daar te werken vanwege prive omstandigheden moest ik helaas stoppen.,,
4.0,Fun place to work,"Customer Service Representative (Former Employee) - Salt Lake City, UT - July 22, 2019",Working for Netflix truly taught me what customer service really is and how to take care of customers. I worked here for 3 years and I met a lot of great people that made fun work. Supervisors always showed that they cared about you and made sure you always were happy and needed anything. There were times during peak season when it was stressful but we always got awesome incentives to keep us motivated.,,
5.0,Neflix is a nice place to work,"Material Handler / Quality Control (Former Employee) - Carol Stream, IL - July 19, 2019",I enjoy myself working for them it is a place to work for and not stress at all it kind of hurted when they relocated and i got alone with all the employees,,
5.0,Productive and fun workplace with inclusive culture,"Customer Service/Peer Mentor (Former Employee) - Salt Lake City, UT - July 15, 2019",Netflix is a great company and I really enjoyed the time i spent working there. The management was respectful. the co-workers were inclusive and welcoming and it helped me grow as a worker and as a person in my time spent with the company.,,
3.0,Good Place,"Lead Customer Service Representative (Former Employee) - Farmington Hills, MI - June 28, 2019","Good place to get customer service, great place to practice verbal skills in a fast pace environment. Training was easy to follow and learn from. recommend",,
3.0,"Great company, less great work :)","Customer Service Representative (Former Employee) - Amsterdam - June 21, 2019","The company and work contitions/ benefits were awesome, buuuut the job was much more demanding that could have been expected (concerning stress level and escalated contacts). Few opportunities to grow. Best team!",,
2.0,Hard to move up,"Intouch - Customer Service Representative (Former Employee) - Denver, CO - June 20, 2019","I learned how to talk with customers
Culture has its flaws
Management only cares about the clients
lack of pay
I enjoyed helping people
Slow advancement",,
5.0,Fun and upbeat,"Customer Support Specialist (Former Employee) - Farmington Hills, MI - June 11, 2019","I really enjoyed working for Minacs because it was such and upbeat and friendly place, they always tried to keep the work place fun, and not make it feel like work.",,
5.0,Trabajo como en casa,"Vendedor de membresias (Current Employee) - Villahermosa, Tab. - June 10, 2019","Solo es venderte para poder conseguir clientes, que deseen pagar y adquirir la cuenta perfiles.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
5.0,"Stressful, no job security, terrible HR","Executive Assistant (Current Employee) - Los Angeles, CA - June 10, 2019","HR is not there to help you in anyway, but will work to get you fired. They will look for ways that you are failing even if you are doing your job well.",,
5.0,Overall I enjoyed my Internship there hopefully I get a chance to work in production again,"Production Assistant Intern (Former Employee) - Los Angeles, CA - June 9, 2019",Can’t complain my bosses were pretty amazing. I worked in pre production and I gained valuable experience as well as life lessons about the industry and just job experience in general.,Flexible schedule,Might be hectic at times
4.0,N/a,"Localization Project Coordinator (Former Employee) - Hollywood, CA - June 6, 2019",I don't want to share my duties and work experience but it was great working with them. I don't feel comfortable sharing my experience I can go in depth in the interview.,,
5.0,Un grato ambiente laboral,"Data manager (Former Employee) - San Diego County, CA - June 3, 2019",Son empresas que valoran el capital humano ..Y el ambiente laboral es estupendo.,,
5.0,Best job I've gitten by far,"Customer Service Representative (Current Employee) - Fremont, CA - May 31, 2019","Love my job, call center enviroment, free food. employees very supportive and friendly same with managers. very comfortable enviroment. hard part just dealing with sometimes diffcult customers, but just basic customer service you can be yourself nothing scripted.",,
4.0,Fun working atmosphere with good people,"IT Support Technician (Former Employee) - Denver, CO - May 28, 2019",I enjoyed my time working as an IT technician for netflix. The atmosphere and the people in the job were all very positive and helpful with a lot of advancement opportunities. Everyone in the job was interested in you as a person and wanted to do anything in their power to get you to the position you wanted to be in. The work was very rewarding and acknowledged by the company as well.,,
3.0,exciting,"exec admin (Former Employee) - Los Gatos, CA - May 26, 2019",Netflix was a very exciting place to work days went by very fast. I enjoyed that the days were always different and people were always very friendly and liked to help eachother,,
