,pros,cons,rating_number
52,"Some great coworkers. Often very interesting internal public speaking guests.  If you have time and access, there are many resources within the company. There is time dedicated to reading docs during meetings instead of expecting all participants to have read the doc beforehand. All meetings start with reading a doc.","Bad management, favoritism and accolades to those who parrot management, with no room for discussion or debate. Lots of meaningless tangents and unproductive meetings without resolution. A lot of overhead writing everything out and gaining alignment. More writing than designing. More meetings and reviews in a week than time to actually do the work. Expectations are to work 24/7 - with a solid 6-8 hours in meetings daily. To make deadlines, you need to work after the workday is over.  You must also work on a 24/7 schedule to work with teams worldwide within their timezones.",2.0
53,"The company culture prides itself on being peculiar. While in principle it does provide a good framework to innovate, the company really just cares about maximizing profits at any cost (including harm to its employees and the planet).","Amazon is an absolutely terrible company that will absolutely treat you as disposable no matter what your work ethic or contributions to the company. The benefits are the worst I've seen in the entire industry. No 401k matching for 3 years, bare minimum company holidays, disingenuous review practices. This place sucks. Full stop. If you're reading this considering whether Amazon is worth it I strongly advise you to consider working for an employer with better ethics and benefits.",2.0
54,"Amazon really strives to be the best place to work, and though they may not be flawless they keep trying to make up for shortcomings and provide value wherever they can. Amazon is a good place to work.","The company is huge, so you will be working on a small part of the company and attending many meetings. It can be difficult to find a balance between solving problems and attending meetings. Your overall impact will be small, relative to the company, but influence many customers and devices.",5.0
55,"depending on what position / warehouse you work at and who your managers are, this is an awesome place to work. they’re very inclusive, flexible and have lots of opportunities to move up within the company. they also have great benefits for part time employees and in my opinion amazon has a great work environment.","I don’t like that part time hours are capped off at 30 hours when it isn’t peak season. also, i’m now a “learning ambassador” which is a trainer of sorts and while I have multiple new responsibilities and am held to a higher standard than other associates I still receive the same pay.",5.0
56,"I’ve read horror stories about working here but my experience couldn’t be further from what I’ve read. People have been kind and understanding, in addition the work life balance has been the best I’ve had in my IT career",The pay seems to lag behind other similar companies for the same role type which is unfortunate,4.0
57,"Experience in the field for new HR professionals. 4 day work week and shift options including nights (this could be seen as a pro or a con as someone who was on the front half shift and enjoys nights it worked well for my schedule. However, they make you rotate every 6mos and I did end up on days at one point)","Over worked and undervalued. Company was trying to grow so fast it could not sustain the growth and staffing suffered causing burnout. Non-typical HR work week, HRA's are required to be on site basically all operating hours 6:00am-3:00am shifts are either Sun - Wed AM/PM 10hrs or Wed - Sat AM/PM 10hrs. Rotating shifts every 6 mos. depending on the situation and management you can try to get the shift you want but doesn't always happen. HRA's were consider low level for HR and did not qualify for the hourly benefits of typical associates as L4's but were not salary so did not qualify for the benefits of salary L4's.",3.0
58,"Interesting technical challenges, great peers, great leaders.",Slightly lower total comp vs other tech companies.,5.0
59,"Amazon demands the best from people. It offers as much breadth and depth of experience as you seek. They hire for cultural fit, enforce the culture to work tirelessly, and then wholly rest on PTO. They hire intelligent, capable, and hard-driven people.",The loss of long-tenured(>5 years) senior staff at the L7+ levels is robbing the company of institutional knowledge and the experience to maintain the pragmatism required in making LP tradeoffs.,4.0
60,"Although it took me about 6-7 months to really get a hang of everything the area manager role had to throw at me, once i got it, it was easy! No joke. I was inclined for a promotion about 1.5 year into the role but just offered a better opportunity else where. The point is, it’s a lot of work so expect it and be mentally prepared! It’s definitely easy to promote as long as you keep dedication to not only the core responsibilities but also people management and good relationships with other leaders. I was given lots of freedom to run shift as i see fit for myself , and my team. You can make it fun if you don’t over think. Build a strong team that you can trust and work will come easy. Mistakes will happen, regardless if your new or been there 5 years.","The people. Associates do not give one f and as an external hire, young out of college they were definitely over stepping. It was difficult with some while others were all stars and amazing. Typically you’re working 4, 10 hour days either Sun-Wed or Wed-Sat some places offer 5, 8 Mon-Fri. One thing that IRKED me was it was never 10 hours. I think with Amazon in this department, don’t expect to work a strict 10 hours. Most days i averaged 12 hours and it wasn’t rare to take work home to finish reports/etc. Although this was expected out of all management. Bad work life balance but again, i enjoyed working with my team so it was ok",4.0
61,The pay was the only good thing.,"Horrific management. They can easily set you up to be let go by making up an unfounded and unsupported claim of something you didn’t do, then put you on a plan so you can’t ever be promoted or apply for other jobs internally to protect their favorites. Then tell everyone about your status and have other people spy on you. My lead flirted shamelessly with the more attractive and younger team members; it was embarrassing to listen to, and then he’d bloviate endlessly about how great he was. Stressful as h*ll. I was relieved to be let go because I felt suicidal after working there. Literally had to go on meds, and am still suffering from PTSD.",1.0
62,"-Good paying job -Great benefits in comparison to most companies (relocation support, amazing insurance) -Generous Relocation support if necessary -Quick moving, able to learn a ton in a short amount of time -Great networking opportunities if you are persistent and take initiative","-Management is hit or miss (I've had some of the worst managers in my professional career here) -HR is shady and unresponsive at times -Very little support/training for new hires, be ready to train yourself -Things can change in an instant and you have to be okay with abandoning your project at any point for little to no reason -Benefits don't compare to other FAANG companies -Have to pay back relocation stipend if you leave before 2 years -PIP culture is REAL -Lack of communication between L10s and mid-leadership -This layoff was an HR nightmare and was handled horrendously",3.0
63,"Lots of overtime is available. If you kept moving, they'd offer small bonuses to swing over to whoever the new guy was and help them out at the end of the shift. This happened all the time. You can still get the time off you need, but the schedule rotates through the week, so your weekend isn't always on Sat/Sun.","You're working outdoors and sometimes in some sketchy neighborhoods. Ultimately, it's not the worst unskilled labor you'll find, but know what you're getting into (or you'll hate it, which is dumb since it's pretty straightforward work). Also, the vans were rickety. I'd heard stories about this creating safety issues, but I never saw it firsthand. I still had to deal with some busted shelves/trim/etc, so there might be something to the stories.",4.0
64,"Amazon's benefits were overall pretty good. During breaks, many goodies and food rewards were given such as pizza parties and Phil's BBQ. Easy to take off time and VTO (Voluntary Time Off) was such a plus when needed. The AtoZ app was very convenient and made it easy to find or request anything needed.",Dealing with some of the area managers was difficult due to their strict time lines and hard headed ideas. Time off task (TOT) was a huge thing. Being that the fulfillment center was a pretty big warehouse. Walking to the restroom could have your area supervisors closely review your TOT making it stressful to even take water breaks.,3.0
65,"Team and manager was more than happy to help and answer questions Pretty much every customer was nice, even the frustrated ones","System and tools you have to use suck A lot of the time you have to listen for important information through calls with terrible quality. Despite being in different sectors where different representatives specialized in helping different customs, I was constantly called for things i couldn't even help or know how to redirect. Kind of a mess Stressful",3.0
66,"No need for gym membership. Many roles aren't as repetitive as at a fulfillment center or delivery station. Diversity. Flexible, convenient time-off options.","Corporate structure can be very rigid. Hard to leverage initiative or creativity when everyone is so focused on maximizing their short-term numbers. 4 hour shifts can be ""flexed"" up or down an hour, so you could either have 10 hours of straight manual labor or only 6 hours of work with a 2.5 hour ""lunch"" awkwardly in the middle of it. Not necessarily terrible - but know what you're signing up for and plan for this in your budget.",4.0
67,I have only been working at Amazon for a few months and I am very excited about the opportunities they have for employees. I have never worked for a company that offers and encourages self improvement. Amazon also gives stock to their employees so they can be apart of Amazon. This company also gives educational opportunities so you can go back to college or obtain a college degree. I have never worked a company that is just as passionate about their employees as there customers.,I haven't found in bad things about Amazon. I am still very new and learning my job.,5.0
68,Easy to meet quotas Good pay Decent PTO VTO,"Not a great standard for management; some are great, others horrible. Management is rotated too frequently",4.0
69,The benefits are great. You can meet great people to work with.,"Long hours, if you do not work over the commitment you made, you come across as not caring.",3.0
70,"Brilliant people, a lot of opportunities internally, decent pay and benefits. Happiness is largely dependent on the team you end up on.",The culture is shifting and not in a positive way. The RTO mandate is having a huge detremental impact on employees and doesn't align with the tech survey results. Amazon will end up losing top talent and will have difficulty in recruiting new talent if they require they live near a hub. This was a huge break in trust for so many people when we were previously told that we wouldn't be required to return to the office becasue we'd proven that were were more productive and effective with more flexible work arrangements.,3.0
71,"Stay busy. Shift premiums. Flexible schedule. Benefits of all kinds. Interactive leadership. Raffles, gifts. Clubs. Free medical clinic. Free work shoes. Amazon discounts (including items online, childcare and auto insurance). Safety. Lactation pods/mothers rooms. Spiritual/prayer room. Free OTC medications and Fem products. Hydration stations. Awesome break room. Security. Anytime paycards. Flex shifts, voluntary time off, paid time off, vacation time.",Fast paced. Physically demanding. Work life balance. Coworkers without a work ethic. Hit or Miss quality of management. Long shifts. Repetitive. Minimal training.,4.0
72,Easy to get in for first job if you meet the requirements (bachelors in anything) and can move to an available position. Autonomy over time off (even though its not enough time off).,"Overworked, terrible schedule (of which you have no say in), pay is far too low for the amount and type of work expected. Pay is also not location based which does not make any sense considering it is a fully-onsite role. There is ZERO ability for negotiation or discussions about pay raises at least from L1 - L4. Many issues with the promotion system. If you even want to get to L5 in HR, you must invent some problem and act the hell out of a pretend solution. I am not supposed to be an actor, I am supposed to be doing HR work. They don't accept great work and the obvious ability to perform at the next level. Not to mention the difference between HRP and HRBP (L5) is just that they attend reginal meetings presenting the data that you gave them... You also will not be promoted unless you manager is willing to vouch for you, so you will have to kiss-up to them and basically beg for a ""promo-doc"". They will make up reasons to say you are not ready, even if they have said over and over that they have no feedback for you and you are a superstar and the best on the team. Many people spend over a year in ""stretch roles"" where they are not given any extra pay or given a title increase but are doing the work of the next level. And they are still not guaranteed that promotion when time comes. Seen more than one get passed up for an outside hire. Absolute nonsense. If your in Sr. leadership and your building metrics are not the best more than a few times, they will fire you. Doesn't matter the reason why the metrics are not met. This on top of already terrible turnover rates mean I have had 3-4 HRBPs in 2 years and about 5 site leaders. This is not to mention the desk work makes you wan to jump off a cliff. Anyone can be hired as an associate and they will drive you crazy. The turnover rate is insane for T1s and they act like it's HR's fault for not having enough pizza parties and bingo days. This means there are always new people who have questions everyday. Associates will fight each other and do other nonsense that makes your job so much harder. The bigger the building the worse the problems, but at least they have more HR. Small buildings are ""at gearing ratio"" but there is too much work and the small HR teams cannot keep up. Ultimately, not worth the amount of hoops they make you jump through. I hear that the higher levels 5/6+ outside of the warehouse are much more reasonable. So, if you want to work for Amazon, come here to get your foot in the door with HR if you can handle the schedule and low pay in high COL areas (ie. no kids) then get a better position and boomerang back to in a few years. This will get you much more pay and a better position in way less time then the nonsense promotion system here.",2.0
73,Decent pay Semi Flexible Time off options A lot of online Resources,"They are constantly tracking you. Depending on where you are in the building can be incredibly isolating, which can be a pro or con. Very physical, decent risk of stress injures even if you do everything right. It can be very difficult to find the person who has the power to help you when it comes to unique HR situations",3.0
74,"Perfect in every way- great pay, opportunity for tips, and flexibility for you to balance other things in your life.",No real cons to speak of. At times rude customers but that is to be expected. Management is great,5.0
75,The pay is decent. I found the job fun when we weren’t understaffed.,"When we were understaffed they gave people too much work, when overstaffed we’d find ourself doing bin counts for hours in the freezer. Too many carts were in bad shape and pushing them was painful. A lot of aisles are narrow and when there are too many of us it slowed us down, and we’d be constantly reminded about rate on the scanner.",4.0
76,"Amazon really strives to be the best place to work, and though they may not be flawless they keep trying to make up for shortcomings and provide value wherever they can. Amazon is a good place to work.","The company is huge, so you will be working on a small part of the company and attending many meetings. It can be difficult to find a balance between solving problems and attending meetings. Your overall impact will be small, relative to the company, but influence many customers and devices.",5.0
77,Paid decently well for being an 18-19 year old,"Working conditions were terrible, I did not feel appreciated and felt like indentured labor.",2.0
78,"Good benefits to deal with the crushing depression, stress, and excessive demands of a mindless job. It’s like getting your gym time in at work. Pay for school if you can fit it in and they don’t change the program covered just as you are about to start. They pay for composite toe work shoes.","Expected to perform like automation, but we are human. Zero work life balance. Never really get a chance to know who your coworkers or supervisors are. Soul crushing mindless work. 10 hours a day of silence and minimal human interaction even though there are people around you. Offer education benefits you are typically to exhausted to make good use of. The composite toe shoes are ugly and uncomfortable. Supervisors don’t take actual time to talk to you. They talk at you while you’re concentrating on working to make rate and mot make a mistake. You don’t really get appropriate break time to rest. You have to work without being paid in order to be prepared to start your shift in a timely fashion.",2.0
79,Flex schedule available Instance on day one 401k 5 mins Grace at start of shift,"Management shows little respect or appreciation. Even when you are ‘on task’ you get written warnings to work faster. Not consistent and favoritism. Computer must show you’re working every minute of your 10 hour shift or you get written up. TOT-time off task Amazon does not overall care about or value their employees. You are disposable! Tenure means nothing to them. Ageism -you, for the most part, are not considered for moving up if you’re at or above 40 or 50. I’ve been in numerous management positions in previous companies and it makes no difference to them. Majority of Managers are unprofessional. A few good ones. Pay not sufficient for work required.",2.0
80,"Fun to work at that sort of scale, my local org has good managers, interesting projects and technical challenges, nice coworkers, no expectation of OT for my position",Sometimes a lot of work with top down guidance which requires a lot of effort,5.0
81,pay and benefit friendly coworkers flexible schedule,lack of management lack of communication,4.0
82,"There is a lot of focus at the fulfillment center on hitting rate, which means getting packages out and is very customer-centric. While people are pretty chill as a whole, it's very data driven and competitive to hit numbers across buildings in the region. During the Christmas holiday, the energy level here is insane and they really try their hardest to get you your stuff, including having managers hit the floor to help package stuff and send it out. Very hands on.","It's rare that you will see anyone in person except for your facility leadership. A lot of finance and ops management is decentralized/work from home, so you are always on calls. There is a lot of data to look at, but it's all spread out. They try to have 'sources of truth' but it's hard to verify. There are a tremendous amount of calls and meetings. Like all day.",5.0
83,You sign up for what you want to be paid Sometimes you can go home with pay as the warehouse runs behind Driving in the early morning there is no traffic,"Pay varies, usually between $20-40 and hour depending on your timing No guaranteed shifts for your time Package organization is up to you Building access on app is not always correct Some routing coordinators overpack your shift so you spend more time that you expect you would",4.0
84,"Good benefits, amazing associates you meet.","A lot of hours, if you have to take care of family issues goodluck. They act like they care but they care about the companys interest and want you to be working. Leadership there is terrible, they will throw you under the boss or find a way to get rid of you. Leadership was GREAT before, then they hired all these outside Leadership from other companies. They take it upon themselves to change policy, any rules in amazon. They take advantage the fact area managers are new and dont know any better. Promoting is all about who you can brown nose. Other than that they dont care how good you are. Also they very much dont like your opinions especially if you try to advice a higher up that something wont work from past experience. Leadership there is on power trip. If you think about amazon go to any other location other than aurora. Avoid avoid.",2.0
85,Time and pay as well as good time off,Breaks and sometimes it can be abit long,4.0
86,"Career opportunities are amazing. This a fast paced business, you are NOT going to be looking at your watch all day. There is a diverse workforce in all aspects. You will mostly do work with challenge. World class benefits.","Work life balance can be an issue. Hasn't been yet for me, but can be. Training up front (online courses) are too heavy in the culture and not your actual job role. Must be a fast learner- most of my job primary job functions I've learned because someone told me; there were no guides or notes. They used to exist, but seems they are all two years or more old. Job is not as physically demanding as I thought, but I have gone 10-11 hours without sitting down. As other reviews have stated- this is not a job where someone is likely to come to you and tell you what a great job you are doing. If you are self motivated, you can not only do well at your site, but you likely are going to start networking to move onward in a career path that you can excel in. That job will be all on YOU.",4.0
87,"Learning opportunities: As an SDE intern at Amazon, you will have the chance to work with and learn from some of the industry's top software developers. Amazon is known for its emphasis on innovation and technology, and you will have the opportunity to work on cutting-edge projects and technologies. Competitive compensation: Amazon is known for offering competitive compensation packages to its interns, including a competitive hourly rate, housing stipends, and other benefits. Professional development: Amazon offers a robust professional development program for its interns, including mentorship, networking opportunities, and access to various training resources. Company culture: Amazon is known for its dynamic and fast-paced work environment, which can be exciting and stimulating for those who thrive in such an environment. Potential for full-time employment: Amazon often hires SDE interns into full-time roles after graduation, providing a clear path for career growth and development within the company. Overall, working at Amazon as an SDE intern can be a great opportunity for those looking to develop their skills, gain experience in the industry, and potentially launch their careers at one of the most innovative and influential technology companies in the world.","Intense work environment: Amazon is known for its fast-paced and intense work environment, which can be overwhelming for some interns. High expectations: As an SDE intern at Amazon, you will be expected to perform at a high level and meet strict deadlines. This can be challenging for some interns, particularly those who are new to the industry. Limited work-life balance: Because of the fast-paced work environment and high expectations, some interns may find it difficult to maintain a healthy work-life balance during their internship. Limited autonomy: As an intern, you may have limited autonomy and decision-making authority, particularly in the early stages of your internship. Lack of diversity: Amazon has faced criticism in the past for its lack of diversity and inclusion, particularly in its technology and engineering departments.",5.0
88,the routes and rates for deliveries are great.,there are really no cons for delivery,5.0
89,Good pay and benefits and schooling and investment opportunities for those who want it,"Awful managers and HR. managers just don’t care about anything cause they are all paid way to much and just walk around shift with computers talking to one another, after working there for 3 years at multiple different buildings I’m convinced managers do nothing but organize on shift orgies with one another cause they never help with on floor problems besides the occasional jam or hiccup or conveyor malfunction, but they have entire off site hired departments dedicated to fixing the machinery so managers really do just about nothing on the ground and they don’t help unless your a new hire. HR is ruthless and refuses to help in most cases and will just suspend you or write you up. Or in my case force me to resign for small schedule issues.",1.0
90,Gain experience Grow as a leader Internal transfers to other positions,"50 hour weeks, 65 hour mandatory overtime during busy season (peak) Too much responsibility, unrealistic expectations in the time you have. 2 managers, 140 people.... walking across a football field 1 30 minute break in 12 hour shift and you are catching up on computer work on break No training.",2.0
91,"Working with a great annoying team and associates, even with the bad ones Free snacks, lunches sometimes Develop skills and good work ethic that will carry Ability to transfer to another division within a big company",Work long hours 10+ You have to promote yourself and track you're own development The better you do the more work and responsibilities they assign,4.0
92,"- If you have a good manager, Amazon can be a great experience. The times I had good managers, I was able to do great work and get the resources I needed. - Lots of resources for training, skill improvement, etc. - A very robust remote work system - obviously of only limited usefulness because they want people in the office three days a week, but on days when you do work outside your office, the system works incredibly well. It's even good enough that you can register your own laptop as an Amazon laptop and get it wiped when you're done. - The on-call process is surprisingly pleasant. Each team member takes a 1-week turn with on-call, and if your code is built so that breaking changes are difficult to get into prod (which most of them are), you will very rarely be paged after hours, if at all.","- If you _don't_ have a good manager (perhaps because they don't get you, don't respect your time, can't stand up to demanding PMs) then you will have an awful experience. And unfortunately, Amazon has enough internal reorgs that you really don't have control of who your manager is. - I couldn't help but feel like I was in a cult the whole time. The ""leadership principles"" feel like dogmatic recitations, they always insisted that you were the best due to their rigorous interview process (which honestly didn't feel nearly rigorous enough after seeing it from the inside), and it was nearly impossible to have any insight into what upper management thought, especially when it came to salary and performance reviews. - Lots of theater for code changes, especially new deployments. Deploying a new microservice is very involved (as it should be), but Amazon likes to use microservices for everything. Amazon also uses a bloated OOP model for most services.",2.0
93,-Great for college students. -Pay is okay for the type of job. -Some benefits and option of weekly pay.,-Tedious and repetitive work. -Working in refrigerated/freezer sections for long amounts of time. -Managers are usually not great and don't help workers. -Dead end job with no real opportunity to move into different position. -High worker turnover.,2.0
94,The ability to work from home,"Everything from poor management, working until 1am, working every single weekend without even rotations for all stylists, low employee morale, low pay, lack of investment and appreciation for employees. This was the absolute worst job I've ever had in my entire life all for them to lay us off at the start of the new year. One of the most toe curling experiences from this job was their decision to move stylists to a bidding scheduling system which made some employees no longer have 8 hours to work in one day. This caused some employees to create a 40 hour work week with random 1-hour blocks of time that were leftover. This could cause random splits of time in our work day or create 10-hour work days on weekends. It was complete nonsense!",1.0
95,"The people on my team were amazing and the reason I always came to work. They knew how to lift my spirits up and you work with them so much, they can become like family. The benefits are pretty good as well. amazon offers alot to there employees. This job will accelerate your career is you are serious about supply chain management.",I promise you I dont hate amazon just want the next managers to really understand what they are getting into. I was there 2 years. I worked some of the longest hours of my life working there. The hours are so long you forget to have a social life at times. I basically sacrificed a whole relationship in the name of attempting to get a promotion that never came. Upper management has this way of making you feel like you are close to getting a promotion and then giving it to someone else. If you think you can move up the ranks in amazon just remember it's not about how good you are at your job. It literally about who you know and who likes you. People are very petty there and will stop you from getting a promotion especially if they are of higher ranking. The pay is also inadequate of the amount of work you do and the hours you work. Make sure to set boundaries with upper management or they will call and text you at all hours. This job can really make or break a person. People understand this job is demanding and taxing and if you have kids you may want to look at another job option.,2.0
96,"-Good benefits -The basic warehouse jobs are easy to get without prior experience -Easy to make new friends at work -You can pick either the day shift or night shift, depending on your preferences -Working for 4 days instead of 5 was nice because I enjoyed having 3 days off","-Had to carry heavy bins too often. As a woman, asking for help to lift things constantly is a major drawback. I wanted to be able to do my job mostly on my own. -Amazon's quotas can be unrealistic to meet -Doing the same things day after day gets boring after a while and having basic jobs like inventory count or stow doesn't add much skills to your resume that would appeal to other jobs if you want something better in the future.",3.0
97,"4 day shift, overtime on your fifth day mostly in peak seasons. Pay ranges from $18-$20 an hour depending on shift.","Long shifts, easy to be terminated, poor management skills.",4.0
98,"Great benefits, always had overtime if you needed the extra cash, 4 work days, 10 hour shifts and 3 days off.","Long work hours 10 to 12 hour shifts, hard labor work, mandatory overtime, a lot of favoritism, no longer giving associates Amazon stocks. Overall the hardest part of this job was work and life balance, I always felt like I hardly saw my family and when I would get home for work, I was just too tired.",3.0
99,Everything was OK fun work place,Nothing bad to say the company. It was good,4.0
100,The vast majority of your coworkers will be brilliant and highly motivated,"Lots of custom tools that are surprisingly bad (to be fair lots of them are fantastic, too). The high level company definitely treats you like a cog in the giant machine, though your manager and team might genuinely care about you. Leadership at the very high level also completely ignores the leadership principles.",2.0
101,"My team was unique in that we were all new and backfilling for a team that left, enjoyed the fast almost startup-like environment.","No TPM or PM for our team, we often had to completely scope and manage our own projects from as both a dev and PM.",5.0
102,"Benefits, flexibikity, opportunities, safe, good people - coworkers","Inexperienced, juvenile low level managers. Favoritism is rampant, complaint process not private, retaliation prevelent",5.0
103,"Lots of opportunities to make more money by overtime incentives, and lots of lateral promotions, and upward promotions to higher level. you start at L1, but easy to move up if you show initiative, drive and excerise safety first and foremost.","Because of the safety first mentality, they are always encourage associates to report every little thing... a minor infraction cause you a right up, probation of 90 days, ( a freeze on any lateral and upward promotions also freezes any opportunities for transfers to other building facilities. ( I'm all for safety conscious environment, however, they loose a LOT of awesome employees due to this rule... also if cannot have any other right up for a yr, otherwise it will cause an emmediate termination. you can always appeal. but chances are, you won't win it. rules are rules. you can come back in a yr. Im concidered a high performer, my rates are always way above average. When I see an associate doing something that I know they can get a right up, I don't go running to management, as they implore people yo do everyday, Instead, I stop the associates and with encouraging words, tell them that what they are doing will cause a right up if caught or seen by safety or another associate. And encouraging way again tell them the correct way... my associates love me for that... they are here to work and make money, not to break the amazon law... encourage them, don't disapline them like kindergarten kids.",5.0
104,I only worked Sat and Sunday and I was allowed to pick up extra days which was good for me. It allowed me to work more hours when needed and have days off when I needed.,A lot of the bins were over filled and the dog food bags would be constantly bursting. They changed management a lot and really didn’t have sympathy for me in the final months of my pregnancy.,4.0
105,Working with extremely smart people who push you to be better. High impact projects,"Pay not competitive, high staff turnover, lack of organizational culture",4.0
106,fun good benefits easy work good pay,management was pretty awful at my locations,4.0
107,Loved being part of such a great team.,Low pay for required responsibilities.,5.0
108,I had a fantastic experience working at Amazon. The company has a culture of innovation and continuous improvement that encouraged me to take on new challenges and learn new skills,"While Amazon is known for its innovation, fast-paced work environment, and extensive employee benefits, there are also some potential drawbacks to working for the company. Here are some cons to consider: 1. High-pressure work environment: 2. Long working hours 3. Performance-based evaluations 4.Job security",5.0
109,"Amazon was a good place to grow in IT during the height of the pandemic, but things are currently changing with layoffs and potential restructuring.","If there's an issue with your manager or coworkers that requires HR, it's better to leave the company than stay. In practice, there's no real consequences for hostile or lazy employees unless it hurts the company's bottom line immediately or makes management look bad, so top performers are punished with more work and forgiven of hostility in exchange for performance. Hostile work environments aren't taken seriously by managers even if HR gets involved.",2.0
110,Seems like most secure job i've had,unflexible schedule's for child care and poor pay,3.0
111,"Flexible with time off when you need it, can request the day off and guarantee get it. Great place to work and endless opportunities to advance as long as you continue learning, building your skills, and growing/look within Amazons many other tech departments. You will learn a lot, it's a very fast paced environment","Lots of automation (like with other big companies), not much room to ""get your hands dirty"" with actual ""IT things"" In the IT org you have two options to move up - IT Manager route or IT Support Engineer II. Most people will learn cloud/cyber security or another specialization to move to another team. This way there is a lot of room to grow and advance your career this way, however if you stay within ""IT"" there isn't much room to grow or raise your pay. Not much work-life balance especially if you support multiple warehouses - OT is essentially mandatory since they keep their staff numbers low especially after recent layoffs.",4.0
112,"-Because Amazon is such a unique and cutting-edge business, it faces complex and interesting legal challenges. -The company hires great people who are passionate and smart. -A well-functioning team (like I'm on) provides ample opportunity for growth and collaboration.","-There are a lot of conference calls, which is understandable, so be ready. -The compensation is very good. Keep in mind the model relies heavily on RSUs. I am totally comfortable with this approach to compensation but RSUs might not be for everybody, so understand how they work and what you are getting into.",5.0
113,learn a lot about operational flow and processes. lots of opportunity if you are willing to relocate frequently. lots of training for path you are in.,management geared towards 20-30 year old people. They do not promote people with gray hair from hourly to management no matter how well you perform. I was at a Fulfillment Center and they always cut headcount but keep work volume heavy expecting you to work like a madman for 10 hours.,3.0
114,"- Everyone, including management, knows that the job takes a lot of work. You are empowered to be your own advocate by setting up guardrails for yourself that allow you to communicate effectively with others, allow you time to get what you need done, and to preserve your me/family time. - You get out what you put in. If you lean into your business partners' work, and make yourself a valued contributor beyond just legal advice, you really feel like you are part of the product team. For some lawyers, this is a cherry on top. For others, you can still maintain the separation of law and business so long as you develop mechanisms to make sure your business partners are providing you regular updates so that you do not miss important issues.","- Some days will stretch into 10-12 hour days. That said, I look forward to us going back to the office three days a week in May. I think that will help create some organic separation that can reduce the inadvertent increase in work days when sit in front of our computers at home all day. - No one is going to make sure you are fully onboarded. Some managers are better than others, but the reality is they are handling a full day's worth of work and trying to cover the workstreams that they hired you for as well. You need to be ready to hit the ground running and dive in. But don't be afraid; instead be communicative and ask questions.",4.0
115,"During my time at Amazon, I had some amazing managers and worked on some really great programs. In the right situations, the company was great and I grew my skill set quickly in new ways. Medical benefits were good.","Your leader truly makes the difference at Amazon. If you get a bad manager, your time there will be difficult. There are times you feel like you are just a number. There are inconsistencies between departments and managers on how the promotion process and leveling guidelines are interpreted.",4.0
116,"4 hours shifts and only part-time positions. Flexible scheduling. Customers come in waves, so it's not always busy. Pay is decent, $15, with an annual $0.75 raise. You can relocate to any location within the state after a few weeks, as long as the other location accepts the transfer.","Doesn't hire many people or very often. Busy during ""peak"" or holidays. Used to be a 12 hours weekly work cap. Workload increases. Customer service heavy. Deadend job with negative career potential.",5.0
117,"The insurance coverage is the only benefit that makes this job worthwhile, and that's only for the people who can make good use of it. For anyone else, look elsewhere.","The rate they want you to work at for a shift that could be between 10 to 12 hours is really tiresome to deal with day in and day out, particularly when they get to ""peak""season, when they'll make you take an extra shift each week. The student accommodation will immunize you against mandatory overtime, but beyond that, the time you can take off your schedule varies with who is working at HR for your site.",1.0
118,Right team and role = unlimited ability to accomplish new programs and missions,"Doesn't have a fully functional, consistent HR program",4.0
119,"Stocks, Health Care, Innovation, Big Company, Good People","Zero Work Life Balance(even though they promote it), after pandemic very little growth opportunities in management. Very harsh work environment where there is no loyalty. Seniors leaders were promoted quickly to handle the burst of incoming business from the pandemic, but did not have the true skill sets needed to lead effectively, so there exists lots of panic in the leadership ranks. Promotions are not decided by merit or results, but by race and gender. Leaders are ranked and no matter how well you perform, if you are ranked last(usually determined by race & gender), it is their duty to get rid of you. I personally saw this happen many times. Amazon struggles to recruit L4/L5/L6 talent and the people they do are usually miss led to what the role really is and transfer out leaving very inconsistent leadership at sites.",3.0
120,No company is perfect… but in my 27yr career Amazon has been my favorite! I love the autonomy and ownership I have over my work and the culture is great. I highly recommend Amazon!,Because Amazon has grown so fast the depth of experience of some in management is less than it probably should. This is not a deal breaker but can be frustrating at times for those who have been in this kind of work for many years.,5.0
121,"Very rewarding work, as get involved in some projects which have major impact.","Don’t bite off more than you can chew. Endless work, so need to be aware of that .",5.0
122,High compensation is the only pros,"Amazon's fast-paced and demanding work culture can lead to a work-life imbalance for software engineers. The company's relentless focus on customer satisfaction and innovation often means that employees are expected to work long hours and weekends, and may be subject to tight deadlines and intense pressure. This can take a toll on their physical and mental health, as well as their personal relationships and leisure time. Additionally, the company's competitive environment can lead to a culture of overwork and burnout, where employees feel compelled to sacrifice their well-being for the sake of their jobs.",1.0
123,"Benefits are excellent, as is the chance to really build and broaden your skillset. Unlimited access to free training courses, and frequent opportunities for passion projects and stretch goals. Support is readily available for problem solving.","Pay is not competitive for the level of skill and performance required. Raises do not match inflation, and new hires typically make more than the tenured associates training them. You are very much a cog in the machine, with little to no choice about which department you're moved to at a moment's notice, and limited upward mobility.",4.0
124,"Best place to learn and grow if anyone is capable of handling pressure. It would definitely be very challenging in the beginning, but the managers and peers are supportive.",Sometimes it’s too much of new learning and complicated procedures.,5.0
