,pros,cons,rating_number
129,Great benefits Great environment when you first get to the company but quickly burn out. 2023 Apple started offering Coursera training for all employees free.,There is a disconnection with the higher ups and the folks in the front line. No clear path for growth within.,3.0
130,Lots of opportunity at apple,Nothing bad to report here,5.0
131,Good company to work for,I would say none available.,5.0
132,Environment was fun to work in,Part time for a long time,5.0
133,Great job but challenging and difficult,Hard and it needs attention,5.0
134,The people at Apple are a different breed and the most pleasant to be around. I love being around different personalities because it really contributed to growth and development as well as knowledge and learning new things! I also enjoyed remaining active in the role and being on my feet all day.,"The only downside is it can get a little repetitious as there are daily tasks that need to be completed, but if you don't have great leaders or organization to continue to push you, it can get a little draining and overwhelming.",4.0
135,Really flexible house and great for working around school hours,Not a lot of room for growth,5.0
136,Decent pay considering lack of requirements for work history or education. Generally good environment where your relationships with coworkers makes all the difference. The vibe on the technical support and repair side of things tends to be pretty close knit and supportive of each other. Benefits for part timers are decent and have gotten better over the last couple years.,Really varies depending on your particular store and leadership. You can only really move up if you fully buy into the culture which can feel cultish. Corporate bureaucracy can often complicate things that should be simple.,4.0
137,"Apple has a very competitive pay and benefits structure when compared with other retail locations. Apple is laser-focused on DEI, which has been helping to elevate under-represented community members. Apple retail workers are largely educated, and interesting individuals. It's a fun environment","Apple is not a normal retailer. Retail workers create tickets for emerging tech issues, complete complicated repairs, overcome extremely angry customers on a daily basis, and many other complex and ambiguous tasks, but are still paid as though they fold jeans or sell hammers (having close friends within clothing and home goods retailers, the pay is within 5-10%). The work is not equitable with the pay. While there has been a focus on DEI, and elevating minorities, Apple does not have many pipelines for upward mobility from within Retail. Unlike myself, most teammates are unable to move into leadership within 5 years of starting at Apple. 5 years is a career-lifetime in our modern business environment, so Apple loses many skilled people who want upward mobility.",2.0
138,Very nice good amazing pay,They won't let me drive the Apple car,5.0
139,Great benefits and learning experience.,Managers often leave a wake of firings when they are promoted.,3.0
140,It was a good experience,No downsides to think of at the moment,5.0
141,No company is 100% perfect but Apple really strives to walk the talk on culture and values. In my 9 years there I’ve had very supportive managers and a lot of opportunity for growth. And I’m proud to work for a company that is trying to put good into the world.,"Apple has decided not to embrace remote-work culture, and they’re already losing good people because of that.",5.0
142,"Some pros of working at Apple include the opportunity to work on cutting-edge technology and products, a strong company culture and brand, competitive compensation and benefits, and potential for career advancement. Additionally, many employees report a positive work-life balance and a supportive and collaborative work environment.","Some potential cons of working at Apple include a competitive and fast-paced work environment, which can be stressful for some employees. Additionally, there may be a high expectation for secrecy and confidentiality, which can make it difficult to share information or collaborate with others outside the company. Some former employees also reported feeling micromanaged or having limited autonomy in their work. Additionally, some employees may find the company culture to be exclusive or insular, and may not feel that they fit in with the company's values and way of working.",4.0
143,i like work to this place.,no downside for me .,5.0
144,"Great benefits, tuition reimbursement. But the job is not easy in retail with lack of leadership and presence on most occasions.","Poor management, micromanaging , not a lot of opportunity for growth.",2.0
145,Good pay Experience Brand Benefits Discount,Hectic Demanding Fast pace Wlb less Mandatory rto,4.0
146,Great benefits for all levels,Can’t really think of any,5.0
147,Work from home Amazing work place culture Great support from management,"Somewhat stressful, for some people.",5.0
148,good job with nice pay,the only bad thing was my hours,5.0
149,"The people, benefits, meaningful work",Upward mobility limited/ extremely competitive,5.0
150,Fast paced and lots to learn,Hours are difficult at 50-60,5.0
151,"Benefits Benefits Benefits, really the only thing","You are worked like an animal. They micromanage. You will not have any life outside of that job, especially if you are full-time. Which, by the way, they aren't hiring anymore for the time being. You might as well find something else.",2.0
152,"Great Job, great team, great management","High pressure, faced paced, rude clientel",5.0
153,"worldwide, culture, products, services, integrity",stay in your own lane,5.0
154,Loved working at Apple. Great work life balance and amazing benefits. Best job I ever worked for.,"There are no cons, the company really takes care of you",5.0
155,good time for some people,long hours for some people,5.0
156,"Positive work environment and culture. Great hourly pay for retail job. Benefits even for part time—health, 401K, discounts, and more. Management seems to listen to and value employees’ opinions.","No cons for the company, but retail is retail, so expect to work nights and weekends.",5.0
157,"Very Flexible, great work life balance",Not alot of classes available.,5.0
158,Best case scenario for retail - slightly above starvation wages and moderate benefits,Benefits are very hard to take advantage of (its tons of paperwork) and often is not truly better than a non-discounted or third party alternative. Managers can do whatever they want and don't have any transparent form of accountability in the same way they expect of their employees,3.0
159,"Good benefits, decent pay , chill",nothing to complain about to be fair,5.0
160,great benefits. great people. amazing time off (flexible) just not on holidays managers care,It is still retail at the end of the day time off not the best with holidays,4.0
161,Was a pretty good experience working there,Some customers were complaining a bit but my staff are all great,5.0
162,Great company for good benefits,Dirty floors and smelly bathrooms,1.0
163,- Provide space to do our job - Friendly team members,- expect you to do complete tasks in shot span of time,4.0
164,salary collective office tasks management,i didnt see any cons fo real,5.0
165,I began working for Apple in 2015 and was initially impressed and excited about the job because it was my first remote position.,"As a chat advisor, you'll be expected to take up to 3 chats at a time. When I first started at Apple, it was only 1 chat at a time. It was increased to 3 fairly quickly but the chat quality standards never changed at all. You have 2 minutes to respond to every customer which is fine on one chat. But when you're on 3 chats at a time that means you have only 40 seconds per customer to read their message, research the answer, provide resources and explain the next step. It's nearly impossible achieve, let alone maintain for 8 hours. You're being set up to fail. Your entire life is scheduled down to the minute. You have to ask for any extra time you need away from your desk. For example, the day my dog was being put to sleep, I asked for an extra break to compose myself and was told I would need to clock out entirely for 15 minutes and take the time unpaid instead of just allowing me a small break while on the clock. At review time, you won't receive a decent raise unless you've ""Exceeded"" in all areas of your job but this is difficult to do when you have to ask/beg for time out of the chat queue to do special projects and make a name for yourself. It's entirely up to your specific manager whether you have the opportunity to succeed or not. Even when you are able to develop something to share with the area managers, they often drop the ball and your project goes nowhere or you find later that someone else is implementing the changes that you presented and you get no recognition for it. There's very little chance of being promoted up and out of the customer service side of the business as you won't be given the time or direction needed to improve your skills, mentor with other departments or receive any additional training outside of your role. Apple increasingly relies on vendors to provide their chat and phone customer service. The vendors have less training and are often coached to ""just send it to T2"" before they've even completed basic steps. Customers are frustrated because they spent time being transferred for a simple issue. As a T2 advisor, you then receive the customer's survey and you're scored down based on the actions of the T1 advisor. There is no way to reassign surveys even if the other advisor was mentioned by name and the survey clearly wasn't for you. Last year, Apple decided to move all of their internal chat advisors over to phone support. If you had an existing medical accommodation related to hearing loss or PTSD or anything else, you either had to give up your accommodation to make the move or find another job within the company that would accommodate you...which was impossible. I was put on a 30 day job search to do this and, despite a position being available for me to take that would accommodate me, I was not allowed to take it because the actual move to phone support was still upcoming. I would not be allowed into the open position until the day of the transition and the position closed before that date. I ended up reaching out to the EEOC about this who informed me that this is practice was NOT within the EEOC guidelines (An employee is supposed to receive the accommodation when THEY need it.. not when Apple needs it). Ultimately I left Apple because my last manager was extremely overbearing, very much a micro-manager and continually gave us tasks that would take us away from the chat queue but would refuse to give us additional time to complete them. Projects I had started on my previous team were taken away from me. Reports of system issues and downtime were not taken seriously and I constantly had to ""cover my Apple"" because any deviation away from your schedule was seen as suspicious. I recorded nearly 300 system issues resulting in downtime over a 2 year period complete with screenshots, screen recordings, internal IT tickets and personal notes but this was still not taken seriously. After asking multiple times (my area manager and HR) to be removed from this team, I was told that my manger was going on a rotation and I wouldn't have to speak to him again because of the move to phone support. However, my area manager then had him call me outside of work hours, while I was on medical leave, to ask me to login and work. I brought this back to my area manager who then responded by saying ""I didn't think it was so serious"".. despite my asking multiple times to be removed from a team being run by a person I found to be oppressive, hateful, and abusive. After leaving Apple, I spent about 6 months in therapy having been diagnosed with Major Depression and Agoraphobia (feeling unable to escape bad situations) caused directly by the interaction I had with the manager in question. Bottom line.. I was in an unhealthy and mentally unsafe environment and Apple REFUSED to do anything about it and even put me back into direct contact with the offender all the while ignoring and refusing to accommodate my medical status despite an option being open and available. One more thing (see what I did there?), Apple claims to believe in diversity and inclusion however this does not appear to extend to people with disabilities. Their D&L website only highlights their Black@Apple and LGBTQ+ groups. Folks with disabilities are ignored and simply not highlighted or even listened to.",2.0
166,Awesome workspace Great coworkers Great team leadership Good benefits,There so no bad things wrong,5.0
167,"Great co-workers, benefits were top tier,","Understaffed, constant stress filled environment",3.0
168,Nice environment and good people,long hours with challenging work,4.0
169,Benefits for Part-time Flexible hours Employee discounts Tuition assistance Transportation assistance,Work holidays Work weekends Ac is always freezing cold,4.0
170,Great benefits and flexible schedule.,Retail…nuff said. Sometimes politics in the way,5.0
171,Can advance but will have to put in the work,Slow Advancements but it depends on where you are trying to go,5.0
172,Exciting projects and great teamwork.,It is onsite option only.,5.0
173,"Wonderful company to work for. Big expectations and deliverables, but huge impact on society.",Work life balance fluctuates with cycles..,5.0
174,Working from home is a benefit,No cons working for this job,5.0
175,good all around not bad,nothing bad really good honestly,5.0
176,"Awesome team, culture, and opportunities for growth",Can’t think if anything in particular,5.0
177,Flexible work schedule Fair Pay Competitive Good Insurance Excellent discounts for employees.,slow promotions Low on diversity,4.0
178,A decent employer over all.,Daily commute was a headache.,5.0
179,Good leadership. Focused direction. Great benefits,Growth opportunities can be siloed. Work life balance can be challenging,4.0
180,Good pay for apple company,Hours are very long unfortunately,5.0
181,Benefits are definitely a Pro.,Work life balance is a con.,3.0
182,"Great network, right salary and good perspective for career","frenetic, to much controlled, to much people",4.0
183,"The benefits are unbelievable, even as a part timer. The company is also aware of the pay situations throughout the country, so they try to keep pay competitive.","Customers have a huge sense of entitlement. Management can be oblivious to doing the right thing. It’s retail after all, so swallow that pill early on.",4.0
184,"Complex, energetic workplace Shared interests created team synergy",Competing initiatives hampered productivity Disconnect existed between corporate and retail divisions,3.0
185,Very nice experience of working at Apple.,No bad things about Apple.,5.0
186,"Flexible, good pay, good environment",No cons that I can mention.,5.0
187,They offer great benefits and PTO,the micromanaging is a turn off,5.0
188,- Very good job if you know how to remain calm and troubleshoot issues,- Customers can be frustrated and you need to be able to be calm and handle situations appropriatly,5.0
189,Great community and team. Really focus on ways to improve well being and services.,Pay isn't quite sustainable as preferred but it's livable if full time only.,5.0
190,Fun work culture Lots of little perks Great benefits Discount,Rude customers Selling Applecare insurance is the biggest part of the job,3.0
191,The IT team was superb.,Was a very Fast-paced environment,4.0
192,fantastic people to work with,to many processes for detail,4.0
193,People care here! Lots of growth,Limited retail options leaves for few opportunities to move to corporate,5.0
194,nice people to work with,long hours and mediocre pay,4.0
195,It was a fine experience,"Frequently chaotic, extremely busy, retail hours",3.0
196,- The training provided to leadership will prepare you to work anywhere in CA - You are pushed to your potential - The amazing relationships built with direct reports - Being ahead of the tech if you are a huge Apple fan,- Lack of empathy at times from top down Sr. Leaders - Having to protect your direct reports from people looking to blame others - Performing well and ethically requires far more then 40 hr weeks - It's the only place more political then the Whitehouse - Ego prevents real growth of internal organizations and strongly impacts front line employees,3.0
197,Pretty nice and easy to do,Salary can be a bit stagnant,5.0
198,Fun and distracting when you’re initially hired. Everyone seems nice and is kind.,It’s life-draining. They don’t care about you. You’re another number to management. There is no work life balance. I’ve been on LOA because they made me so stressed that I have panic attacks just thinking about returning.,3.0
199,Good company with great benefit package,do not have any cons thank you,5.0
200,"-Absolutely brilliant colleagues
-Network is second to none - this leads to new opportunities which, ironically, contributes to high turnover 
-Product discounts are the best I've seen anywhere including innumerable discounts for family and friends
-Thrilling to see your work in people's hands everywhere you go 
-Senior management is very accessible, therefore if you have an exceptional idea it will be funded and you will be recognized","-Toxic environment amongst peers leads to constant negative exchanges on Slack, iMessage, etc. and a lack of respect for your personal boundaries
- Command and control culture where executives are put on pedestals for topics they are not experts in, while actual experts' opinions are frequently suppressed 
-Company mantra is ""do what's best for Apple"" which plays out as secrecy and mistrust amongst your own colleagues and a serious lack of opportunities for external / public engagement
-No time for developing new skills due to constant desperation from stakeholders
-Extreme turnover leading to complex projects and tools changing hands multiple times. Nonetheless, there is an expectation that the whoever takes over can immediately speak to disorganized, poorly passed down work at an executive level
-Unsustainable number of ""pre-flights"" and scripted rehearsals for interactions with Director and above - as an individual contributor, you can expect to routinely have 3-5 (or more) pre-meetings before all leadership meetings. This makes it nearly impossible to keep up with the individual contributor workload.",3.0
201,"Apple is a great company to work for, they provide a lot of rotations and opportunities if you are close to their sites. (CA, TX, NC). The At home advisor position provides that flexibility but once you hit T2 senior support you won't be able to move to other positions easily. If you are close to their campus then you have a MUCH easier time moving into alternative roles. I was able to work as a project manager, and a team manager, but every role required me to move and unfortunately I could not make that move at the time.","Customer support is known for burn out, and Apple is no exception. You will have decent schedules, but you will have tight metrics to meet and remote is a dwindling role in the company.",5.0
202,Few if any and I wouldn't recommend.,Too many to list honestly.,2.0
203,employee discount was pretty good,vacation time had to be accrued,4.0
204,Flexible Work Schedule and Family Value,Lack of iPhone employee discount,5.0
205,"Great benefits, coworkers are great",Gets busy and during the holidays will be overworked. Off season you'll get less hours,5.0
206,Good package and great technology,Poor middle managers. Overtime Demanding Overload work,5.0
207,"Decent Benefits, Great Experience. Management had healthy attitudes toward work-life balance.","Absolutely zero room for growth, bad corporate policies suck all the life out of the potential in channel retail. Corporate management seemingly does not care that all of their top talents are leaving Channel Retail to work for companies that will pay far more and develop their staff.",3.0
208,Job security! Good pay Exceptional benefits,"-Retail needs to be torn down to the studs and rebuilt. It's been over-engineered so much that it's a nightmare to work in and shop in. Bring it back to the magical experience it once was, install cash wraps, don't overwork your people. -Career advancement opportunities are challenging, especially with such a disconnect between retail and corporate. -Apple did an exceptional job handling the pandemic in the beginning. Unfortunately they didn't make sustained changes. Things went back, but with a changed society it just doesn't work. Let people work from home. Open up leadership roles. You've got INCREDIBLE talent there - quit burning through them!",4.0
209,-benefits (even for part time) -good hours as a part time -opportunity for growth if you want -hired seasonal and was moved to permanent employee -caring management,"-busy, fast paced, customer can be rude -can be hard to get weekends off",4.0
210,So many growth opportunities within the company and great pay. The managers care about the employees and won't give you a hard time for taking some well deserved PTO or Paid-Sick leave. There's a lot of support to grow within the company and it's a very healthy work environment. The benefits are also fantastic.,"Naturally, the standards are higher which means you are expected to perform at a higher standard. Additionally, they are very strict about attendance. It's okay to take PTO and sick-leave and there's other options for taking time off but they make it very clear that attendance is essential to working at Apple. Additionally, they expect so much out of you and your improvement that I feel is not fit for some people. All-in-all, if you're the type to be super passionate and throw yourself at your work, that's great. Otherwise, you might struggle with the job.",5.0
211,"Wonderful people, great projects, very much a community atmosphere.",Certain areas are resistant to change,5.0
212,Run for the hills just kidding it’s fun,Not bad at all great company,5.0
213,"some pros are Pay, benefits and stock purchase plan.","Apple wrongfully terminated an employee who showed evidence of them being pursued and being manipulated and lied too. And left that person with no information for over 3 weeks or asked for any other evidence. They chose to fire them without having all the information and having misinformation. That coworker was terminated with false information and misplaced info given to apple. They used that person to set an example due to just a few weeks before that investigation a news article came out of apple that apple has failed to handle harassment conduct. That co worker was set up and had all the evidence and they still chose to fire that employee. But the other party involved nothing was done to them and they broke business conduct. The other party she sent nudes to a coworker without asking, pursued the male coworker making it seem like she was interested in them, and would express how she liked them. To then claim she never was into them and there were messages to prove. But because the man did not make the claim and was manipulated into thinking he was liked he was turned on and terminated under wrongful terms.",3.0
214,"Medical, dental, paid time off, stock options","Working conditions, management, lack of communication",5.0
215,"If you want to work on real products like operating systems, compilers, languages, complex apps, this is the place for you.","There are so many insane managers it’s not even funny. Everyone will throw you under the bus for their mistakes. You can’t trust anyone in management, and even with proof of documented lying and abuse, HR will do nothing. The company claims they have plenty of policies around respect, trust, anti-abuse. It’s all a smokescreen. In general the company has a policy of inaction - whatever they can do to sweep problems under the rug, they will do.",3.0
216,Benefits are fabulous. Far more than I or the average employee uses.,Nothing out if the ordinary for working in retail. You know what you’re getting into so it is what it is.,5.0
217,"Good environment and collaboration, clear goal.",You need to inform manager when switching job,5.0
218,Pretty good not bad place,Not a bad place to work,1.0
219,- learn excellence - rewarding - meet many clever people,long hours lots of pressure,5.0
220,It retail but it’s challenging. Good money and benifits.,Management can be better but that everywhere,5.0
221,Awesome place to work at,None right now can’t think of any,5.0
222,"Work schedule, pay, benefits, people.","Locations, upward movement, suggestions, not too many issues.",5.0
223,"Hybrid, nice people, decent food","More instruction, would be helpful",5.0
224,Salary Stock Rsu Happy hour Lucnh,Off time Sick Break time,5.0
225,"A lot of autonomy, shared vision, and very supportive teams.",Must be very comfortable with ambiguity,5.0
226,Flexible work timings and culture,Too many people hired for the same job,5.0
227,"Meet new people, employee discount, positive culture",Customers are often verbally abusive,5.0
228,Great stable place to work at with great benefits,No crazy extras like Google or Meta but can’t complain,5.0
229,High pay with a friendly working enviroment,Deal with a lot of wierd,5.0
230,Just a great place to work,No cons at all. Reccomend,5.0
231,The time I spent at apple was great when I had good leaders. The managers make or break an experience at a store.,Management team changed too much at the store I was at and it ended up totally throwing off the good vibes,5.0
232,Good pro .. every thing great,Everything great. Sometimes not so great,3.0
233,Work with hard working people Prestige and clout from working on things that have worldwide recognition Get to work on cutting edge stuff with next to no limitations,"Compensation growth within Apple can be lacking, depending on teams: ""The first review after promo you're never allowed to get anything above a 6/9 -- it's a [ORG] thing"" Not the greatest WLB Try-hard work-hard culture (lots of mails and communication from everyone outside of work hours)",4.0
234,"great staff along with store manager, they work with your schedule",customer feel entitled and it can be a bit overwhelm dealing with a lot of customers,5.0
235,Best place to work friendly environment,Nothing love the place so much oay is good,5.0
236,"Great benefits, great pay, good people",Makes you lose focus of bigger picture,4.0
237,"Rotations at great company, exposure to different roles, lots of support",Not the best division at Apple,5.0
238,"Very good about instilling team morale, enforcing breaks, pay is good comparable to other companies",Offer more full time positions,4.0
239,Good exposure and high visibility work Lot to learn,Overwhelming work some times Slow growth,5.0
240,Benefits are generally good but the coffee is awful,Limited upward mobility and retail hours,4.0
241,i like work to this place.,no downside for me .,5.0
242,Great company training and education. Excellent employee benefits.,Limited income and upward mobility opportunities. Long path for promotion.,4.0
243,Great benefits for all levels,Can’t really think of any,5.0
244,Work from home Amazing work place culture Great support from management,"Somewhat stressful, for some people.",5.0
245,Flexibility good retail pay and cool Culture,"A little woke, identify politics players, excessive pandering",4.0
246,Great Pay and Great CEO,It's a boys club Worked every weekend,4.0
247,good job with nice pay,the only bad thing was my hours,5.0
248,"The people, benefits, meaningful work",Upward mobility limited/ extremely competitive,5.0
249,"decent hours, fine staff, location was fine",They could have paid better,3.0
250,Meet great people and learn things outside your role,Very hard for work life balance and the schedule isn’t set,5.0
251,Company takes a lot of pride in the wellbeing and success of its employees. They focus on mentorship of key talent and going the extra mile to care for its employees.,Work-life balance is difficult pending which LOB you are in. A 40-hour work week is probably pretty hard to come by.,5.0
252,"Get to say you work for ""Apple"" Work from home Can take same day ""PTO"" or days off","Horrible management Unrealistic expectations, 3-4 chats at once. Really? Started to outsource chats and then affects us in Tier 2, Xerox really?",1.0
253,discount good benefits good for career climbing,management retail environment overwhelming not commission based but is structured by numbers,3.0
254,Pay and benefits are fantastic,Scheduling is atrocious and randomized,4.0
255,Pros: Meeting people. The pay was pretty good. Benefits were good. Management was nice.,Cons: It was kind of draining taking a lot of calls back to back.,4.0
256,- Building a strong resume and understanding for logistics procedures - Stock options - Learning and development opportunities if you work hard - Lots of upward growth potential,"- Work life balance is difficult and management will define your quality of life - Poor treatment when an emergency surgery was needed, even after a spotless employee record - You have to buy into the culture to be successful here - The idea of Apple and what they believe is a lot different than how they take action with their beliefs and ideals. This is very visible with the way employees are treated.",2.0
257,"Stability, Incredible People, Challenging, Fulfilling, Support from Leadership, Learn plenty of real life skills",Work/life balance in retail is always a challenge,5.0
258,- Required creative solutions for it's innovative products. - Inclusive team consisting of experts in their respective fields.,- Requires an onsite based workforce.,5.0
259,Great way to make money while in school,Most likely will not benefit you if you want to jump to corporate,4.0
260,Very supportive of employees future,Sometimes needs clearer guidance from management,5.0
261,Small teams feel more versatile Large scale lots of users,Old tech stack Colleagues not always very driven,5.0
262,"Best job ever, seriously ever",Hard to let go of,5.0
263,Great place with a lot of benefits.,None I can think of.,5.0
264,Great work environment and benefits,lots of competition for job,5.0
265,"Enriching lives, working with a great team of interesting people. Great benefits for part time employees. The company promotes good social and environmental values both internally and externally.",The scheduling is not very flexible.,5.0
266,"Apple has phenomenal benefits from 401k contribution, tuition reimbursement, and employee discounts. The company does a good job (at a corporate level) to constantly communicate with retail employees about initiatives and priorities.","Like many retail jobs, Apple retail can be very restrictive unfortunately. The higher you climb the less opportunities for advancement that are available. While it does pay more than other retail jobs, you are asked to do A LOT of work that can even be outside the scope of your responsibilities. Not always going above and beyond can mean you're not a team player.",4.0
267,The benefits are good here. There is a nice amount of vacation sick time. I appreciated that there is parenting time available.,"The work as an advisor is not fun. It is very demanding. In chat support we take up to 5 chats at a time. There are more and more responsibilities added but no more pay. The constant shift bids are very stressful. You can literally work ANY day, including major holidays. There isn't much room for growth beyond customer support. The most you can do are lateral moves.",4.0
268,Enjoyed the people that I worked with,Sometimes the holidays would be insane with rude people. unrealistic expectations etc,4.0
269,"Encouraging team, performance driven environment that pays amazing no matter your performance. If you underperform, management and coach’s work to get you to where you need to be.","Long retail hours. Some customers are good, but sometimes there can be some tough customers",5.0
270,"Career contracts, higher pay, amazing benefits (STOCK, and 401K), it’s the largest tech company! Development of skills are people less with data science or Project Managment.","Retail. Work weekends, and holidays is required, holidays work, rotating schedule, work in person, consistently watched over time spent with clients, working odd hours.",4.0
271,pay is good compare to most other companies,"heavy workload, toxic culture, top down structure",2.0
272,Good pay Rewarding work If you like CAD and bringing products to production,Can be lots of hours,5.0
273,There is constant education and skill development if you take advantage of it. Great benefits and a great culture dominate.,Limited room for advancement due to abnormally low attrition rates and a leveling after massive business growth.,5.0
274,Decent benefits for new parents.,Scheduling is a literal nightmare and continues to get worse.,3.0
275,Meet new people and learn a thing or two about technology,Retail hours can be odd.,5.0
276,"People are amazing, benefits are great, they invest in personal and group building and training. It was. Great environment and pay was very good about 25/hr",Scheduling was complicated and it was difficult to get certain days off. Customers were off putting at times.,5.0
277,Great benefits and flexible schedule.,Retail…nuff said. Sometimes politics in the way,5.0
278,"respect love and peace , i'm really happy to be here",too hard and not very friendly,4.0
279,Can advance but will have to put in the work,Slow Advancements but it depends on where you are trying to go,5.0
280,Exciting projects and great teamwork.,It is onsite option only.,5.0
281,"Wonderful company to work for. Big expectations and deliverables, but huge impact on society.",Work life balance fluctuates with cycles..,5.0
282,flexible schedule decent pay easy job,management sucks gaslighting / lying,1.0
283,Working from home is a benefit,No cons working for this job,5.0
284,good all around not bad,nothing bad really good honestly,5.0
285,"good people good team, engaging","long hours, customers, technology, things, ya",3.0
286,consistent on their promises of a better working environment,consistently didn't provide a better working environment,2.0
287,"Awesome team, culture, and opportunities for growth",Can’t think if anything in particular,5.0
288,I just wanna activate my account tbh,I don’t care I just wanna activate my account this is fake,4.0
289,"Talented coworkers to collaborate with; Some leadership truly cares and is invested in your development; Moves fast, so it's easy to find something new to get involved with; Does not rely on 'official' qualifications and is open to teaching you how Apple does it","Big company, easy to get lost; Lots of management was hired because they were a good individual contributor... that doesn't always mean they will make a good manager; Not interested in remote working for most roles",4.0
290,"Amazing company, extremely intelligent coworkers, incredible stability.",Little opportunity for advancement in corporate retail operations. Below average pay for such a large tech company.,4.0
291,Love the benefits here. Rto is 3 days not bad,Long work hours a lot of times,5.0
292,Great company to work for.,Retail hours in a mall.,5.0
293,"pretty chill, smart people for the most part","lots of reviews with good reason, more eyes means better products, good politicians make it far, politicians with engineering skills go further",5.0
294,Great Benefits Stock Options Good People,Weekends Hours Long Hours Holiday Hours,5.0
295,"Best place I’ve worked, they really care about the employees and our personal growth. They want us to succeed",Sometimes higher positions are taken by people who held those positions in other companies.,5.0
296,great benefits. great people. amazing time off (flexible) just not on holidays managers care,It is still retail at the end of the day time off not the best with holidays,4.0
297,Great company for good benefits,Dirty floors and smelly bathrooms,1.0
298,"Good company, they work with you.",I have no complaints about apple,5.0
299,Great pay. Great benefits. Great opportunities.,Bad hours No work life balance,5.0
300,- Provide space to do our job - Friendly team members,- expect you to do complete tasks in shot span of time,4.0
301,People Culture Products Growth Management,No cons from my experience,5.0
302,I began working for Apple in 2015 and was initially impressed and excited about the job because it was my first remote position.,"As a chat advisor, you'll be expected to take up to 3 chats at a time. When I first started at Apple, it was only 1 chat at a time. It was increased to 3 fairly quickly but the chat quality standards never changed at all. You have 2 minutes to respond to every customer which is fine on one chat. But when you're on 3 chats at a time that means you have only 40 seconds per customer to read their message, research the answer, provide resources and explain the next step. It's nearly impossible achieve, let alone maintain for 8 hours. You're being set up to fail. Your entire life is scheduled down to the minute. You have to ask for any extra time you need away from your desk. For example, the day my dog was being put to sleep, I asked for an extra break to compose myself and was told I would need to clock out entirely for 15 minutes and take the time unpaid instead of just allowing me a small break while on the clock. At review time, you won't receive a decent raise unless you've ""Exceeded"" in all areas of your job but this is difficult to do when you have to ask/beg for time out of the chat queue to do special projects and make a name for yourself. It's entirely up to your specific manager whether you have the opportunity to succeed or not. Even when you are able to develop something to share with the area managers, they often drop the ball and your project goes nowhere or you find later that someone else is implementing the changes that you presented and you get no recognition for it. There's very little chance of being promoted up and out of the customer service side of the business as you won't be given the time or direction needed to improve your skills, mentor with other departments or receive any additional training outside of your role. Apple increasingly relies on vendors to provide their chat and phone customer service. The vendors have less training and are often coached to ""just send it to T2"" before they've even completed basic steps. Customers are frustrated because they spent time being transferred for a simple issue. As a T2 advisor, you then receive the customer's survey and you're scored down based on the actions of the T1 advisor. There is no way to reassign surveys even if the other advisor was mentioned by name and the survey clearly wasn't for you. Last year, Apple decided to move all of their internal chat advisors over to phone support. If you had an existing medical accommodation related to hearing loss or PTSD or anything else, you either had to give up your accommodation to make the move or find another job within the company that would accommodate you...which was impossible. I was put on a 30 day job search to do this and, despite a position being available for me to take that would accommodate me, I was not allowed to take it because the actual move to phone support was still upcoming. I would not be allowed into the open position until the day of the transition and the position closed before that date. I ended up reaching out to the EEOC about this who informed me that this is practice was NOT within the EEOC guidelines (An employee is supposed to receive the accommodation when THEY need it.. not when Apple needs it). Ultimately I left Apple because my last manager was extremely overbearing, very much a micro-manager and continually gave us tasks that would take us away from the chat queue but would refuse to give us additional time to complete them. Projects I had started on my previous team were taken away from me. Reports of system issues and downtime were not taken seriously and I constantly had to ""cover my Apple"" because any deviation away from your schedule was seen as suspicious. I recorded nearly 300 system issues resulting in downtime over a 2 year period complete with screenshots, screen recordings, internal IT tickets and personal notes but this was still not taken seriously. After asking multiple times (my area manager and HR) to be removed from this team, I was told that my manger was going on a rotation and I wouldn't have to speak to him again because of the move to phone support. However, my area manager then had him call me outside of work hours, while I was on medical leave, to ask me to login and work. I brought this back to my area manager who then responded by saying ""I didn't think it was so serious"".. despite my asking multiple times to be removed from a team being run by a person I found to be oppressive, hateful, and abusive. After leaving Apple, I spent about 6 months in therapy having been diagnosed with Major Depression and Agoraphobia (feeling unable to escape bad situations) caused directly by the interaction I had with the manager in question. Bottom line.. I was in an unhealthy and mentally unsafe environment and Apple REFUSED to do anything about it and even put me back into direct contact with the offender all the while ignoring and refusing to accommodate my medical status despite an option being open and available. One more thing (see what I did there?), Apple claims to believe in diversity and inclusion however this does not appear to extend to people with disabilities. Their D&L website only highlights their Black@Apple and LGBTQ+ groups. Folks with disabilities are ignored and simply not highlighted or even listened to.",2.0
303,"Great co-workers, benefits were top tier,","Understaffed, constant stress filled environment",3.0
304,Nice environment and good people,long hours with challenging work,4.0
305,"Stable, good pay , wlb",Return to the office bad,5.0
306,Benefits for Part-time Flexible hours Employee discounts Tuition assistance Transportation assistance,Work holidays Work weekends Ac is always freezing cold,4.0
307,Money is good. Brand value is good.,Isolated style of working Too much work,4.0
308,"While there are some who make Apple retail their career, I think this is too high an expectation. Apple Pay’s well for retail and management is incredibly accommodating. This place is really a fun and comfortable place to work with great benefits even for part time.","That being said, the pay is not enough for the technicians and while you can rise up a little, the opportunities are very limited",4.0
309,We get to scam people for repairs,No cons what so ever,5.0
310,"Pay, pay, pay, pay, pay",The vaca tion time is weak,4.0
