Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
2,Sales management questionable,nan,Decent car allowance Excellent training opportunities Well structured Very well respected products,No stock options No stock purchase micro managing managers management cannot be trusted long hours very much understaffed,Sales,Current Employee,nan,16/10/2019
4,Very people oriented company culture,nan,they actually strive for work life balance,consensus driven culture can make for slow decisions,Marketing Director,Current Employee,San Jose CA,31/03/2019
5,Very good company culture open communication to all levels,nan,Good Worklife balance friendly atmostphere,Not much training opportunities career development is limited,Product Marketing,Current Employee,San Jose CA,03/10/2012
3,Nice place to work,nan,Great benefits good work life balance,Less Salary less motivation politics,nan,Former Employee,nan,23/05/2014
3,Great company no room for growth,nan,Great place to work Culture is A Works Life Balance is A,No room for growth at this company,Anonymous Employee,Current Employee,nan,05/05/2015
2,No where to go unless someone leaves,nan,Pretty relaxed friendly environment since it is small in the US,Company is cheap as fu,nan,Former Employee,nan,25/05/2017
5,Process Technician,nan,Great pay excellent benefits,Not really any cons to speak of,Process Technician,Former Employee,Temecula CA,20/12/2017
3,Its ok,nan,Work life balance no micro managing time off,Personal growth limited promotions limited cross training limited,nan,Current Employee,Milpitas CA,30/04/2012
4,Great people slow management,nan,Great benefits 4 weeks after 3 years Nice coworkers,Everything takes a long time,Field Applications Engineer,Current Employee,Milpitas CA,08/06/2016
4,I like it here,nan,Interesting work good training available many learning opportunities,Some inflexibility and can be slow to see progress,Account Manager,Current Employee,Los Angeles CA,19/05/2015
3,Manager,nan,Company with proper process for everything,Slow decision making too many people involved,Project Manager,Current Employee,Los Angeles CA,30/07/2016
4,Goof place to work,nan,Stable technology driven company with good processes,European HQ driven Limited autonomy for the Americas region,Anonymous Employee,Former Employee,nan,14/11/2018
4,Good work life balance,nan,Very democratic and pay attention to employee’s development,A bit conservative and hard to make a change,Anonymous Employee,Current Employee,nan,23/05/2019
5,Great place to work Projectized environment,nan,Highly innovative workforce with lots of opportunity,No cons to state thus far,Anonymous Employee,Current Employee,nan,07/09/2017
5,Very good,nan,Best in power and power IC,Provide more training not much job rotation,Engineering Technician,Current Employee,El Segundo CA,30/06/2019
4,Startup feeling,nan,Exciting technologies and lot of new topics,Risky because of aquisition of ir,Vice President Technology,Former Employee,San Jose CA,16/07/2015
3,Stiff,nan,Strong international company leader in its field,Stiff senior management Not as collegial as it was in prior years,Anonymous Employee,Former Employee,Milpitas CA,23/08/2015
4,Reasonable but could be better,nan,Not very demanding on the hours,The pay can be a little bit better,nan,Current Employee,nan,17/08/2016
4,Systems Application Engineer,nan,Very stable strong internal training and great technologies,Limited opportunity to grow in the career path,nan,Former Employee,nan,29/09/2016
3,Manager,nan,Company with proper process for everything,Slow decision making too many people involved,Project Manager,Current Employee,Los Angeles CA,30/07/2016
4,Goof place to work,nan,Stable technology driven company with good processes,European HQ driven Limited autonomy for the Americas region,Anonymous Employee,Former Employee,nan,14/11/2018
4,Good work life balance,nan,Very democratic and pay attention to employee’s development,A bit conservative and hard to make a change,Anonymous Employee,Current Employee,nan,23/05/2019
4,Startup feeling,nan,Exciting technologies and lot of new topics,Risky because of aquisition of ir,Vice President Technology,Former Employee,San Jose CA,16/07/2015
3,Stiff,nan,Strong international company leader in its field,Stiff senior management Not as collegial as it was in prior years,Anonymous Employee,Former Employee,Milpitas CA,23/08/2015
4,Reasonable but could be better,nan,Not very demanding on the hours,The pay can be a little bit better,nan,Current Employee,nan,17/08/2016
4,Systems Application Engineer,nan,Very stable strong internal training and great technologies,Limited opportunity to grow in the career path,nan,Former Employee,nan,29/09/2016
4,Nice company,nan,good salary scope to learn to new things,not that i know of,Anonymous Employee,Former Employee,nan,18/05/2017
2,Finance Manager,nan,Quality products diversified market good customer base,Limited career growth if youre not in the right circle,Anonymous Employee,Current Employee,nan,22/08/2017
4,Sr Staff Engineer,nan,Ahead in technology adequate training system is great,Politics process is slower requires multiple approvals,Senior Staff Engineer,Current Employee,Temecula CA,18/11/2016
4,Great place to work,nan,Great investment in developing people,Too much bureaucracy and red tape,Anonymous Employee,Former Employee,nan,08/11/2018
5,Good place to work,nan,Good training and company culture,Less opportunity to train oversea,Quality Engineer,Former Employee,nan,11/09/2019
4,Human Resources,nan,Collaborative environment smart people diverse talents,Strong push from HQ not much agility,nan,Former Employee,nan,05/04/2020
3,Good place,nan,Great comp and salary for us interns,No much to say everything went well,Software Engineer,Current Employee,nan,16/05/2020
4,Project Coordinator,nan,Very innovative good management flexible,There is no cons i could find,nan,Former Employee,nan,09/07/2017
5,Good,nan,Transparent Work life balance promoted,Too many information protective policies to follow,Anonymous Employee,Former Employee,nan,09/02/2019
3,Infineon Technologies,nan,Good place with moderate opportunity for growth,Horrible benefits and horrible medicaldentalvision packages,Commissioned Sales,Current Employee,Leominster MA,14/01/2020
4,Marketing,nan,Good work life balance Friendly people,Slow moving conservative company minimal growth opportunities,Anonymous Employee,Former Employee,San Jose CA,12/10/2016
5,About,nan,It was a good company,I dont have any bad exp,nan,Former Employee,nan,10/01/2017
4,Sr Manager,nan,An excellent company to work for,Less empowered from German Headquarters,Senior Manager,Current Employee,El Segundo CA,16/06/2017
5,Program Manager,nan,people oriented company great team,I cannot think of anything,Anonymous Employee,Former Employee,nan,07/03/2018
4,well strategized,nan,professional exposure work life balance,keep to conventional up movement,nan,Current Employee,nan,03/06/2015
4,good,nan,good benefits learning environment skills role,distance location manafgmenet variable people,nan,Current Employee,nan,11/08/2015
5,Engineer,nan,Great company with bright future,Long hours and demanding job,Anonymous Employee,Current Employee,Milpitas CA,16/12/2015
3,Marketing,nan,Great technology and products for focus markets,Really behind in business tools,Anonymous Employee,Current Employee,nan,24/05/2017
4,Good Compnay,nan,Committed to Employee Career Development,No serious issue so far,Anonymous Employee,Current Employee,nan,30/11/2017
3,Not bad,nan,good job security and good culture,crazy boss will kill you,Senior Software Engineer,Former Employee,nan,21/10/2019
4,Sde,nan,Good work life balance here,Sometimes long hours during deadline,Anonymous Employee,Current Employee,nan,04/12/2018
1,Warning,nan,Good health insurance Fair amount of paid holidays,They make promises but no follow through Just string you along They blow exorbitant amounts of money in some areas but little to no raises,Anonymous Employee,Current Employee,nan,04/08/2017
1,not recommended,nan,Benifits are competitive not bad,Care very little for employees Prejudices are common and so is bullying Very sad because there are good people too,Anonymous Employee,Current Employee,nan,01/05/2017
1,company review,nan,nice location nice weather good city,very bad very bad working culture,nan,Former Employee,Hyder AK,18/10/2017
5,working culture,nan,1 Infineon Technologies has a culture of innovation where employees are encouraged to think creatively and come up with new ideas to drive the company forward 2 The company values collaboration and teamwork with employees working together to achieve common goals and overcome challenges 3 Infineon Technologies strongly emphasises learning and development offering a range of training programs and opportunities for employees to grow and develop their skills 4 The company recognizes the importance of worklife balance and offers flexible work arrangements and wellness programs to support employee wellbeing,1 Workload As with any hightech company high demands and tight deadlines can result in a heavy workload and long working hours 2 Hierarchical structure As a large multinational corporation Infineon Technologies may have a hierarchical structure that can be perceived as bureaucratic or slowmoving,Anonymous Employee,Former Employee,Vienna,16/03/2023
4,Very good employer,nan,It was fun working with the team,It was really good experience I didnt face any problems when working with the team,Anonymous Employee,Former Employee,Dresden,29/03/2023
3,Inflexible company structure and thinking,nan,A comfortable work place if looking for stabilityretirement Open to hire internal staff that might not have background applicable for the job,If you are looking for vertical progression this is definitely not the place as people are not leaving and only able to rotate horizontally Complicated system Lots of approval required from different teams before able to make a decisionchange,Staff Specialist,Current Employee,Singapore,06/03/2023
5,Great tech company,nan,Smart management NASAish team spirit Good socialist company values Decent pay Finding it great as a first job Very helpful response and decision making during Russian invasion Relative freedom of work time management Possible to work while being a student,I dont know much of those yet,Senior Engineer,Current Employee,Lviv,23/03/2023
5,Good,nan,Flexitime Salary Ambience International grow,Far from the city center,Intern,Current Employee,Garching bMünchen,28/03/2023
1,Toxic work environment and poor leadership,nan,Infineon is good for retirement,NAME,Engineer,Current Employee,Singapore,24/03/2023
5,Great place to work,nan,Great to work here for long,Not so good on pay compared to industry,Product Manager,Current Employee,Pavia,27/03/2023
2,Compensation,nan,Good growth Good exposure at early in career,Nothing in particular that I have to share,Operations Analyst,Former Employee,Bangalore,27/03/2023
5,Good work life balance,nan,Good work life balance and culture,Compensation might not be too competitive,Anonymous Employee,Former Employee,nan,26/03/2023
5,Best place to work,nan,Infinite opportunities Great place to work,none none none none none,Principal Engineer,Current Employee,Bangalore,17/03/2023
5,Best place to work,nan,1 Best work culture amongst 16years of my career 2 Very well connected office location can reach easily with private or public transport 3 Employees can share feedback about management these reviews are anonymous they are taken very seriously for betterment 4 Multiple events throughout the year that increases bonding 5 Nice food cafeteria 6 WFH is possible as per your need on weekly or monthly basis This list can go on ☺☺,WFH allowed for 40 only,Technical Lead,Current Employee,Bangalore,15/02/2023
1,Toxic work environment and poor leadership,nan,Infineon is good for retirement,NAME,Engineer,Current Employee,Singapore,24/03/2023
2,Compensation,nan,Good growth Good exposure at early in career,Nothing in particular that I have to share,Operations Analyst,Former Employee,Bangalore,27/03/2023
3,German semiconductor company,nan,Freedom to develop skills good work live balance,Salaries below semiconductor Industrie in Munich Bad canteen too many process and non profit oriented thinking No RSU,Anonymous Employee,Current Employee,nan,20/03/2023
5,great team,nan,Excellent team Good bonding amoung teammates High End consumer product design can learn a lot from system,DecentOk pay compared with other comapnies,Staff Design Engineer,Former Employee,Cork,06/03/2023
5,Good and flexibe,nan,Good and flexible and well payed,relaxed in munich and german,Internship,Current Employee,nan,10/03/2023
5,Good place to work,nan,NAME,NAME,nan,Current Employee,Bangalore,01/03/2023
3,Ok ok,nan,Good place to work overall ok,Not much that are serious,Principal Engineer,Former Employee,Bangalore,24/03/2023
5,salary,nan,great place to work people oriented,minor cons which is related to system system too many,Senior Staff Engineer,Former Employee,Melaka,06/03/2023
5,Happy with Company Culture,nan,Good Work Life Balance Great Campus,Growth within the company is slow,Anonymous Employee,Former Employee,nan,20/03/2023
3,Corporate culture but do not value their employes,nan,Corporate company DAX30 highly global,never gives value to people,Working Student,Former Employee,Munich Bavaria,18/03/2023
5,Best place to work,nan,Infinite opportunities Great place to work,none none none none none,Principal Engineer,Current Employee,Bangalore,17/03/2023
5,Best place to work,nan,1 Best work culture amongst 16years of my career 2 Very well connected office location can reach easily with private or public transport 3 Employees can share feedback about management these reviews are anonymous they are taken very seriously for betterment 4 Multiple events throughout the year that increases bonding 5 Nice food cafeteria 6 WFH is possible as per your need on weekly or monthly basis This list can go on ☺☺,WFH allowed for 40 only,Technical Lead,Current Employee,Bangalore,15/02/2023
4,Infineon,nan,Reliable company Close to railway station,Slow company Salaries are low compared to other local companies,Analog Design Engineer,Current Employee,nan,16/03/2023
4,It’s okay,nan,NAME,company car regulations not competitive only 400€ max lease rate no PHEV cars and very restrictive only for pure sales jobs not all employees in Germany are treated equally Former Cypress employees and new hires not located in Munich are handl,Field Applications Engineer,Current Employee,Neubiberg,15/02/2023
4,Stable employer,nan,Stable and good working atmosphere,Pay is not merit based,Senior Director,Current Employee,Munich Bavaria,11/03/2023
3,Working at Infineon,nan,Great conditions in terms of medical insurance extra hollidays,Hard working hours little to no recognition of effort,Instructional Designer,Current Employee,Porto Oporto,05/03/2023
4,Great as a company,nan,STressfree work culture Helpful colleagues Clear vision,Still Hierarchy is too long,Staff Product Engineer,Current Employee,Munich Bavaria,10/03/2023
5,great team,nan,Excellent team Good bonding amoung teammates High End consumer product design can learn a lot from system,DecentOk pay compared with other comapnies,Staff Design Engineer,Former Employee,Cork,06/03/2023
5,Good and flexibe,nan,Good and flexible and well payed,relaxed in munich and german,Internship,Current Employee,nan,10/03/2023
4,Growing but not dynamic,nan,Good benefits very good pension,MD is not present and telling directors are rarely seen,Manager,Current Employee,Bristol England,08/03/2023
4,Good employer,nan,Salary benefits location boss canteen,Limited chances of promotion sometimes,Accountant,Current Employee,Munich Bavaria,08/03/2023
5,Good place to work,nan,NAME,NAME,nan,Current Employee,Bangalore,01/03/2023
5,salary,nan,great place to work people oriented,minor cons which is related to system system too many,Senior Staff Engineer,Former Employee,Melaka,06/03/2023
3,Slow growth,nan,Good short term tripsgood work life balance,Slow growth promotions are hard to get,Principal Engineer,Former Employee,Bangalore,05/03/2023
4,Good Environment Self Development,nan,Very good for selfdevelopment and so many Trainings are needed to sharpen the employees skill,NAME,Senior Engineer,Current Employee,Batam Centre,16/02/2023
4,Benefit,nan,high standard of wellbeing benefit,mobile app is not working,Principal Engineer,Current Employee,Singapore,06/03/2023
2,Politics is really rampant,nan,Its good for retiring folks,Bad for new to the field,Senior IT Specialist,Former Employee,Melaka,01/03/2023
5,A good company to work,nan,Good worklife balance open to ideas,I havent felt any cons till today,Design Engineer,Current Employee,nan,28/02/2023
5,Good experience,nan,Great team with lots of opportunities to grow,no cons as per say,Applications Engineer,Former Employee,Bangalore,01/03/2023
3,All depends on manager,nan,As there is freeze in number of employees each individual is handling one project,Though we are supposed to follow hybrid culture 6040 our team doesnt follow because of my manager,Staff Engineer,Current Employee,Bangalore,14/02/2023
5,good company culture,nan,good working environment good pay good company culture stable nice colleagues,I dont have anything dislike,Principal Applications Engineer,Current Employee,nan,26/02/2023
3,Good company Bad location,nan,Good working culture Hybrid work possible,Bad stock options Hard to advance in the company in this position Low wages,Data Expert,Current Employee,Porto Oporto,22/02/2023
5,Great place to work at,nan,Loved the amount of exposure one gets within the company I could work on many new technologies and WiFi BLE Standards in a short duration of time Had a great team who were extremely knowledgeable and cordial So much so it feels like family,The pay was not comparable with the market when I first joined Since then there has been a significant improvement in the pay structure,Senior Systems Engineer,Former Employee,Bangalore,24/01/2023
4,Good company to work,nan,The company provides good welfare and opportunities for growth Work life balance is good Diversity is observed and the company cares for sustainability,Just like any other big corporations it can be hard and competitive to climb up the corporate ladder,Analyst,Current Employee,nan,11/02/2023
5,Good worklife balance,nan,NAME,NAME,Anonymous Employee,Current Employee,nan,23/02/2023
5,good,nan,work life balance is best good technology automtoivepowersecurity,sometimes too process oriented pay can be better,Staff Engineer,Current Employee,nan,23/02/2023
5,Great place to work,nan,NAME,NAME,Project Manager,Former Employee,Bangalore,20/02/2023
4,Work culture,nan,Relaxed job cool targets work life balance,Lesser products per year so lesser things to prove,Senior Product Engineer,Current Employee,Bangalore,19/02/2023
4,Stable employer,nan,Stable and good working atmosphere,Pay is not merit based,Senior Director,Current Employee,Munich Bavaria,11/03/2023
5,Review,nan,Good place go work at,Nothing to mention as such,Senior Application Engineer,Current Employee,nan,14/02/2023
3,Working at Infineon,nan,Great conditions in terms of medical insurance extra hollidays,Hard working hours little to no recognition of effort,Instructional Designer,Current Employee,Porto Oporto,05/03/2023
5,Application,nan,Good work culture and work life balance,Lower competitive salary compared to competition,Engineer,Current Employee,Bangalore,12/02/2023
4,Great as a company,nan,STressfree work culture Helpful colleagues Clear vision,Still Hierarchy is too long,Staff Product Engineer,Current Employee,Munich Bavaria,10/03/2023
4,Growing but not dynamic,nan,Good benefits very good pension,MD is not present and telling directors are rarely seen,Manager,Current Employee,Bristol England,08/03/2023
5,Work life balance,nan,good work life balance and benefit,too many people less chance for opportunity,Product Development Engineer,Former Employee,Melaka,08/02/2023
5,Great place to start your career,nan,Colleagues are so friendly here,a big company so must hv shift,Internship,Current Employee,nan,06/02/2023
4,Good employer,nan,Salary benefits location boss canteen,Limited chances of promotion sometimes,Accountant,Current Employee,Munich Bavaria,08/03/2023
5,One of the best employers,nan,Worklife balance and working culture,Difficult to jump Global Grades you can only step one at the time even if you are qualified for the job,Project Engineer,Current Employee,Munich Bavaria,27/01/2023
3,Slow growth,nan,Good short term tripsgood work life balance,Slow growth promotions are hard to get,Principal Engineer,Former Employee,Bangalore,05/03/2023
5,Great place to work,nan,Easy to approach higher management,None so far all good,Senior Software Engineer,Current Employee,Bangalore,03/02/2023
5,Very good workplace,nan,Flexibility Good culture Good people development,Limited benefits loyalty and people appreciation can be better,Modeling and Simulation Engineer,Current Employee,Melaka,31/01/2023
5,Great place to work,nan,Good work life balance Work from home possible Job security,Salary can be improved quite a bit,Marketing Manager,Current Employee,Munich Bavaria,23/01/2023
4,Good Environment Self Development,nan,Very good for selfdevelopment and so many Trainings are needed to sharpen the employees skill,NAME,Senior Engineer,Current Employee,Batam Centre,16/02/2023
4,Benefit,nan,high standard of wellbeing benefit,mobile app is not working,Principal Engineer,Current Employee,Singapore,06/03/2023
5,Director,nan,Great place to work and good employer,Slower increment compared to other competitor,Director,Current Employee,Melaka,01/02/2023
2,Politics is really rampant,nan,Its good for retiring folks,Bad for new to the field,Senior IT Specialist,Former Employee,Melaka,01/03/2023
3,All depends on manager,nan,As there is freeze in number of employees each individual is handling one project,Though we are supposed to follow hybrid culture 6040 our team doesnt follow because of my manager,Staff Engineer,Current Employee,Bangalore,14/02/2023
5,Best company,nan,Organized structured decisive well managed,Work pressure salary fixed work,Supply Chain Specialist,Former Employee,nan,30/01/2023
5,Flexible hour,nan,Flexible hours good working colleague,The management team never helps their colleague in fighting their benefits It is just disgusting,Cost Analyst,Former Employee,nan,11/02/2023
3,Good,nan,Multinational company with international outlook,colleagues can be conservative in sharing their knowledge,Master Thesis Student,Former Employee,Munich Bavaria,16/02/2023
5,Good,nan,Good environment and learning working path,Not much cons I can find,Senior Equipment Engineer,Current Employee,Melaka,15/02/2023
4,Good company,nan,Feel good to work here,No cons as such all good,Senior Software Engineer,Current Employee,Bangalore,15/02/2023
4,Excellent environment,nan,Better place to work and good environment,Nothing to be tell here,Engineer,Current Employee,Bangalore Rural,14/02/2023
4,Health Check,nan,Good in queue management fot health check,Nothing to mention about cons,Test Engineer,Current Employee,nan,14/02/2023
5,Health Checkup,nan,Systematically conducted the Health checkup,Everything Well and no cons,Senior Engineer,Current Employee,nan,14/02/2023
5,IFX penang,nan,good team work life balance,Ergonomics could be improved much better,Sr Manager Operations,Current Employee,Perai,14/02/2023
5,Review,nan,Good place go work at,Nothing to mention as such,Senior Application Engineer,Current Employee,nan,14/02/2023
1,Very bad HR policy and they dont admit their mistakes,nan,Good team and supportive managers,Really very bad HR policy For the mistakes made by the HR they make the employee to pay the price When asked for information they dont reply When it comes to money they are ready to make deduction by quoting some company policy Even though employee makes sure that the dues from employees side are cleared much before they make the employee to pay more because of the mistakes made by the HR Worst thing is management is not willing to accept this and make the employee to pay more even more and quote some company policy,Senior Software Engineer,Former Employee,Bangalore,01/12/2022
5,Great workplace,nan,Good environment good management good development possibilities,Internal tooling is not the best,Senior Software Engineer,Current Employee,Bucharest Bucuresti,20/01/2023
5,A very good learning curve,nan,NAME,So far no cons I have come across,Internship,Current Employee,nan,09/01/2023
4,Work culture,nan,Relaxed job cool targets work life balance,Lesser products per year so lesser things to prove,Senior Product Engineer,Current Employee,Bangalore,19/02/2023
5,infineon is good company to work,nan,work life balance is good,pay is very less in comp to others,Sr Design Engineer,Current Employee,Bangalore,10/01/2023
5,Recommended to work here,nan,Good bonus have great culture to work,Many workload and responsibility High pace environment,Product Engineer,Current Employee,Kulim,13/01/2023
4,Good opportunity for employee at office,nan,Need not go to external clinics,More tests could be included for the price,Firmware Engineer,Current Employee,nan,14/02/2023
5,Product Engineer,nan,The company has a good compensation,Nothing that I can think of,Product Engineer,Current Employee,Villach,16/01/2023
4,Overall good,nan,Good company with growth opportunities,Salary is not with respect to experience,Principal Engineer,Current Employee,Dublin Dublin,20/02/2023
3,Good work life balance,nan,Good work life balance with average satisfaction,Very slow and too many managers,Senior Staff AnalogMixed Signal Design Engineer,Former Employee,Vienna,19/02/2023
4,Good workplace,nan,Nice colleagues nice atmosphere flexible schedule,Not such clear direction salary could have been highee,Design Engineer,Current Employee,Bucharest Bucuresti,18/02/2023
5,Very good workplace,nan,Flexibility Good culture Good people development,Limited benefits loyalty and people appreciation can be better,Modeling and Simulation Engineer,Current Employee,Melaka,31/01/2023
5,Great place to work,nan,Good work life balance Work from home possible Job security,Salary can be improved quite a bit,Marketing Manager,Current Employee,Munich Bavaria,23/01/2023
4,Good place to work,nan,Worklife balance low stress level,Career salary not so high,Senior Digital Design Engineer,Current Employee,Villach,02/02/2023
5,Director,nan,Great place to work and good employer,Slower increment compared to other competitor,Director,Current Employee,Melaka,01/02/2023
4,Growing company,nan,Its a company with a lot of opportunities,Hard to reach higher grade opportunities,Senior Business Analyst,Former Employee,Porto Oporto,31/01/2023
3,Not appreciated if youre not local and dont integrate in the local culture,nan,Good salary package worklife balance is good,Employment is on all in pay contract highly dependent on relationship with your manager If youre a good a kisser youll have a long life here,RF Component Verification Engineer,Current Employee,Linz,09/01/2023
4,Good Team Culture,nan,Great people and team work,Low monthly stipend for interns,RampD Intern,Former Employee,nan,02/02/2023
5,Best company,nan,Organized structured decisive well managed,Work pressure salary fixed work,Supply Chain Specialist,Former Employee,nan,30/01/2023
5,Excellent,nan,NAME,NAME,Working Student,Current Employee,nan,25/01/2023
4,Awesome worklife balance,nan,Diverse environment and plenty of youth in SMT department,Rigid hierarchies and limited holidays for working students,Working Student Marketing,Current Employee,Munich Bavaria,24/01/2023
4,Working style,nan,Work life balance family friendly,Less compensation to top performer,Process Integration Engineer,Current Employee,Villach,28/01/2023
5,Good environment,nan,Balanced work and life so far and good opportunity for growth,Politics can at times be really seen,Engineer,Current Employee,nan,22/01/2023
4,great experience,nan,good working environment nice manager who give lots of flexibility for working friendly colleagues and supportive,slightly lower salary compare to other Semiconductor company,Senior Rd Engineer,Current Employee,nan,16/01/2023
5,Review,nan,Good place to learn and grow,Nothing yet to be counted as con,Internship,Current Employee,nan,25/01/2023
5,Calcuquote Employee,nan,superb work culture and its really wonderful to work here,its just sometimes they change policies,nan,Former Employee,Ahmedabad,18/01/2023
4,Good work life balance,nan,Amazing payment nice coworkers learning opportunities,Some repetition with the tasks overall,Working Student Marketing,Former Employee,nan,23/01/2023
5,Great place to work,nan,Exciting topics and very knowledgeable colleagues Working on latest semiconductor technologies Great work life balance,No cons to be states,Software Engineer,Current Employee,nan,17/01/2023
5,a,nan,great company would recommend dearly,there are no cons to be found,Internship,Former Employee,Bucharest Bucuresti,23/01/2023
5,good working culture,nan,interesting environment lot of career opportunities,lot of pressure for employes,Ingenieur developement,Current Employee,Villach,19/01/2023
5,Amazing Environment,nan,Company values are focusing on supporting employees,Salari benchmark is lower than other tech company,Team Manager,Current Employee,nan,19/01/2023
2,not bad,nan,strong in infrastructure and flexible work time,week in organization and is not a flat company,Designer,Current Employee,nan,09/02/2023
4,Infineon,nan,Good company with nice campus,Not so many food related benefits,Digital Marketing Working Student,Current Employee,Munich Bavaria,10/02/2023
5,Great Job for a large company,nan,Great location at Campeon high amount of motivated people compared to similar large companies like BMW or Siemens in the area,Still big and sometimes long combersome processes crazy alignment culture where everything needs to be checked 1on1 with a lot of stakeholders prior to the actual decision making,Senior Manager IT,Current Employee,Munich Bavaria,26/10/2022
4,Cool company,nan,trustworthy in general a good employer cool products,sometimes slow and a lot of overhead,Senior Project Manager,Former Employee,nan,05/02/2023
5,Interns at Infineon,nan,work life balance social activities,team spirit could be better,nan,Former Employee,Graz,24/12/2022
5,Good environment,nan,Good environment and friendly staffa,None yet since I am new,Data AnalystJunior Data Scientist,Current Employee,nan,25/12/2022
4,Good for learning new things,nan,Good for learning new things,less pay compared to other competitors,Staff Software Engineer,Current Employee,Bangalore,02/02/2023
4,Good place to work,nan,Worklife balance low stress level,Career salary not so high,Senior Digital Design Engineer,Current Employee,Villach,02/02/2023
4,Growing company,nan,Its a company with a lot of opportunities,Hard to reach higher grade opportunities,Senior Business Analyst,Former Employee,Porto Oporto,31/01/2023
3,Not appreciated if youre not local and dont integrate in the local culture,nan,Good salary package worklife balance is good,Employment is on all in pay contract highly dependent on relationship with your manager If youre a good a kisser youll have a long life here,RF Component Verification Engineer,Current Employee,Linz,09/01/2023
5,Career perspective,nan,Clear guidance from direct manager,Some work is redundant among colleagues,ManagerIn,Current Employee,Munich Bavaria,08/01/2023
5,Excellent work life balance very competitive salary,nan,NAME,NAME,Senior Business Analyst,Current Employee,Munich Bavaria,20/12/2022
5,Good Company,nan,Good colleague and overall benefits are not bad,Salary might be lower than market range,Senior Specialist,Current Employee,nan,04/01/2023
5,Great company,nan,Fair treatment focuses on quality but never neglects the human side of the company,Semiconductors market has ups and downs which can lead to severe fluctuations in the rhythm and workload,Talent Acquisition Manager,Current Employee,Porto Oporto,22/12/2022
3,Learning Environment and cooperative seniors,nan,good work environment learning skills considerate senior managers,Always worked from home so there are not possible cons to put,Standard cell Characterisation engineer,Former Employee,Bangalore,27/12/2022
4,Good,nan,Work life balance is good,Slow process of the tasks,Senior Design Engineer,Current Employee,nan,05/01/2023
4,good place to work,nan,work life balance independence management support creativity and innovation,too many bureacracy compensation plan is not onpar to market,Senior Staff Specialist,Former Employee,Melaka,26/12/2022
4,A good place to work Worklife balance is good Good pay,nan,Good benefit for self and family,need to work in shift break time kind of in a rush depends on your superior,nan,Current Employee,Melaka,13/12/2022
3,Work Culture,nan,Good work life balance and good work culture,Less salary as compare to other companies,Senior Specialist,Current Employee,Bangalore,30/12/2022
5,Great Job for a large company,nan,Great location at Campeon high amount of motivated people compared to similar large companies like BMW or Siemens in the area,Still big and sometimes long combersome processes crazy alignment culture where everything needs to be checked 1on1 with a lot of stakeholders prior to the actual decision making,Senior Manager IT,Current Employee,Munich Bavaria,26/10/2022
4,senior manager,nan,1 Stability 2 solid engagements with EU customers 3 experienced management,1 average salary 2 slow movement 3 lacking cutting edge technology work,Senior Manager,Current Employee,Munich Bavaria,22/12/2022
5,Interns at Infineon,nan,work life balance social activities,team spirit could be better,nan,Former Employee,Graz,24/12/2022
5,Good environment,nan,Good environment and friendly staffa,None yet since I am new,Data AnalystJunior Data Scientist,Current Employee,nan,25/12/2022
4,Good worklife balance difficult to climb up the ladder and less bonuses,nan,Good worklife balance supportive technicians and team Highly dependent on which team you get as well Worklife balance generally better for EE compared to process engineers and maintenance engineers,Good place to work if youre already experienced in semicon and want a better pay Less so if youre new as it is difficult to grow because employees need to be very selfdriven to improve Bonuses and increments are below par as well,Equipment Engineer,Former Employee,Melaka,05/10/2022
4,Work culture,nan,Work life balance is good,Sometimes pressure builds due to scrum,Specialist,Current Employee,Bangalore,19/12/2022
4,Working Student,nan,Canteen is good though no discount for students There is a tennis court and other sports grounds,It is a bit dull,Working Student,Current Employee,Neubiberg,13/12/2022
4,Great company,nan,Great company to start has a good innovation department,Has an old mindset when approaching the business,Business Analyst,Current Employee,Porto Oporto,13/12/2022
5,excellent,nan,professinal enviorment in the company is really great to have,they do not have any cons in the company,Werkstundent,Former Employee,Munich Bavaria,13/12/2022
4,Great people to work with,nan,Multicultural company with great people to work with bonus is good and the hybrid working mode and flexible working hours,Poor communication processes are not well defined and there is few opportunities for growth in Dublin,Customer Supply Chain Specialist,Current Employee,Dublin Dublin,24/11/2022
1,A place with snobby old employees,nan,None to be honest really sickening,I am a new employee and I hated this role this company and the management so much that I have to drag myself to work everyday Newbies beware because the company is full with aunties uncles in their 5060s and most people have been there for ages that they think it is ok to shout at you and dont give you respect I think this is the problem when one has been with the company for very longand they think it is ok,Manager,Current Employee,Singapore,26/10/2022
5,good building,nan,good env good colleague and vibs,low salary too much social double standard,Analog IC Designer,Current Employee,Linz,12/12/2022
4,Good company to learn,nan,Good opportunities to learn new things,Need to focus on work life balance,Operations Analyst,Former Employee,nan,10/12/2022
4,Good culture in general,nan,Good culture in general German based company Very good share for ATV market,Cypress and Infineon merg created mixed culture for the overal Infineon,Customer Applications Engineer,Current Employee,Bangalore,30/11/2022
3,,nan,Diversity the possibility of learning,3 days presence in the office,Modeling and Simulation Engineer,Current Employee,Bucharest Bucuresti,13/12/2022
4,enter position,nan,good team environment possibility to learn,not sure if they give you a contract after the traineeship,Trainee,Current Employee,Porto Oporto,06/12/2022
4,Overall Good,nan,Good work life balance Career Growth,Benefits and compensation Pay structure,Staff Design Engineer,Current Employee,nan,11/12/2022
