Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
50,Crossfunctional team,,Learnt new things fast career growth,No cons were found so far,Senior Engineer,Current Employee,Batu Berendam,Sep 25 2022
50,Great place to work,,Relaxed and balanced work life,Promotions slow process local politics to much,Anonymous Employee,Current Employee,Villach,Sep 29 2022
50,Microelectronics corporation with growing potential,,NAME,NAME,Senior Engineer,Current Employee,Bucharest Bucuresti,Jul 3 2022
50,Na,,Career growth and learning curve is great,Less social activities held by company among colleagues,Engineer,Current Employee,Kulim,Sep 28 2022
40,Best company for career opportunities,,Good work life balance Challanging job profile,Pay is comparably less in semicon industry,Senior Operations Specialist,Current Employee,nan,Oct 28 2022
50,Chemistry,,Good worklife balance Affordable food in the canteen Multicultural work environment,Nothing to mention as a dealbreaker,Senior Engineer,Current Employee,Villach,Aug 25 2022
40,Companys good👍 just pays on a medium level,,Work culture is good Not much pressure You just work more because you want to get auead,Gives a little less salary according to the name it has built in market,Anonymous Employee,Current Employee,Bangalore,Oct 4 2022
30,Resonable,,Good location Infrastructure Enthusiastic colleagues,Mid level management Politics Reinventing the wheel Lacking technical direction site specific Lack of business specific insight,Senior RF Engineer,Current Employee,nan,Oct 20 2022
30,Chaos,,A good starting point to experience different roles,No team spirit in most of the teams Competitive environment rush for individual career growth at any expense Company culture looks nice on the paper Application engineers powerpoint engineers most of the time,ApplicationEngineer,Former Employee,Villach,Sep 27 2022
50,Good,,Very good in this company,Nothing to complain about here,Project Manager,Current Employee,nan,Aug 24 2022
50,Salary,,Flexible high bonus good learning place friendly environment,Boring complexity of management low increasement,Senior Engineer,Current Employee,nan,Aug 19 2022
40,Good Work Life Balance but Bad Politics,,Company has good work life balance and overall a Great Place to Work,Very bad politics at top level management confusing internal systems and procedures,Senior Engineer,Former Employee,nan,Oct 7 2022
50,Good experience for treating candidate,,profit is getting higher in every season,there is no RSU and ESPP,Software Engineer,Current Employee,nan,Aug 15 2022
50,Good,,A company to growth strong,I have no comment on this,Receptionist,Former Employee,Old Kallang Airport Estate,Aug 20 2022
30,Established company,,Company is big and continuously growing,Massive and tedious processes in place,Anonymous Employee,Current Employee,nan,Sep 26 2022
10,Low increments,,Stay forever retirement job,Less future Less salary Less increments,Senior IT Engineer,Current Employee,nan,Oct 24 2022
50,Friendly people,,You get to meet and interact with people in different part of the world,Extended working hours due to different time zones,IT REGIONAL BUYER,Current Employee,Singapore,Sep 12 2022
50,Work environment,,Working environment is very good,No comments at the moment,Engineer,Current Employee,nan,Sep 23 2022
40,Company culure,,Promote Work and life balance,NAME,Senior Manager,Current Employee,nan,Sep 24 2022
50,Good deal,,Honest management hard working solid products,Careful process oriented stays the course,Marketing Director,Current Employee,nan,Sep 22 2022
30,Average company,,Yearly bonus savings fund mostly,Too much office politics going on Working in silos,Quality Manager,Current Employee,Tijuana Baja California,Sep 21 2022
40,A good company for a graduated student to join and learn,,Supportive and friendly manager and staff,Not enough of staffs high working hour and it cause high turnover rate,Junior Accountant,Current Employee,Bayan Lepas,Aug 15 2022
50,Top,,The feeling that they really Care of their people,Nothing really bothered me so far,Anonymous Employee,Current Employee,nan,Sep 17 2022
30,Salary,,Encourage technical competency and giod career path,Salary increment is very minimal,Senior Staff Engineer,Current Employee,Bedok New Town,Sep 22 2022
40,Work Life Balance,,A work life balance company good for senior managerial post if you want to work till retirement,Opportunity for internal working level are lesser as company tend to hire new candidate from outside to take on higher post rather than promote internal staffs Low increment and low starting pay,Senior Systems Analyst,Current Employee,nan,May 22 2022
30,Good company salary is high compare to others,,Salary medical career growth bonuses,Tiring many tools and many works most of the staff are indians some goods and some so so,Engineering Technician,Former Employee,Kulim,Aug 31 2022
50,Electronics Engineer in Infineon,,Flexible working time Fair salary,Need meeting at any time,Electronics Engineer,Current Employee,Hong Kong,Sep 17 2022
40,Salary,,Great place to work high degree of freedom,Too many employ space is too small,Engineer,Former Employee,Taipei,Sep 15 2022
50,Q,,Good company good people good environment to grow up,A lot of work conservationism,Test Engineer,Current Employee,Bucharest Bucuresti,Sep 14 2022
50,Great Place to Work,,Work Life balance and great technology company w,The annual salary increment is slightly increase year by year,Anonymous Employee,Former Employee,nan,Sep 6 2022
50,Great place to work,,Great learning environment and chill work life balance,Benefits and perks could be more but this is nitpicking,Anonymous Employee,Current Employee,nan,Sep 6 2022
40,It is a good company for the good salary and for work,,A good place to grow from an entry level,Still finding out the Nepotism,Machine Operator,Former Employee,Batam,Aug 25 2022
50,Salary review,,Good work environment and package,Cafeteria food can be improved,Senior Staff Engineer,Current Employee,nan,Sep 11 2022
40,Benefits,,Nice work place and good environment,Nil to comment and implement,Anonymous Employee,Current Employee,nan,Sep 16 2022
50,Review,,good environment to work at,no con at working here,Specialist,Current Employee,nan,Sep 16 2022
40,Great place to work,,Work life balance is practiced,Compensation package is being left behind by its competitors,Principal Engineer,Current Employee,nan,Sep 9 2022
10,Look somewhere else,,Centrally located office and benefits are good,Below market average salaries nonflexible working from home scheme excessive workload micromanagement HR nonexistent no real internal career opportunities,CLM,Former Employee,Dublin Dublin,Sep 12 2022
50,Work,,Very positive environment and dynamic for learning,Very technical but they are very good,Student Worker,Former Employee,nan,Sep 10 2022
40,Salary work environment,,I am very happy with the work environment and my work colleagues really set a high standard for how a workplace should be,Salaries are below the other big companies in Austria such as Bosch,Anonymous Employee,Current Employee,nan,Aug 15 2022
50,Great work place to start with,,Good working environment place to learn new thing,High workload during monthend closing,Finance Analyst,Current Employee,Bukit Mertajam,Sep 5 2022
40,Overall great company,,True human organization Great worklife balance,Complicated processes Multiple stakeholders for one task,Business Development Manager,Current Employee,Bangalore,Sep 8 2022
50,Its an amazing company,,It is an excellent company with a good worklife balance good culture and good pay Many activities are organized in the company to keep the employees happy I worked in a great team and learned a lot from my seniors,Can work on creating a better road map technical for interns who join the company,Engineer,Former Employee,Bangalore,Jul 12 2022
50,Nice place to work,,Work life balance is amazing Open to work on different Technologies,You cannot accumulate WFH days and use them in one go,Applications Engineer,Current Employee,Bangalore,Aug 15 2022
40,Good company,,Good work life balance Short term business trips to hq,Too many processes Growth becomes stagnant,Anonymous Employee,Former Employee,nan,Sep 1 2022
40,Review,,Good culture and good workplace,Nothing I can think of,Anonymous Employee,Current Employee,nan,Sep 7 2022
50,Very good and stable job and company environment,,Good salary Less stress Good worklife balance,Too slow corporate hierarchy strong Slow promotions,Working Student,Current Employee,Munich Bavaria,Aug 1 2022
40,Power Electronics,,Innovative Multidimensional work Trainings Workshops Diverse,Promotions Business Trips Attrition Integration Food,Application Engineer,Current Employee,nan,Sep 3 2022
50,Infineon work life balance,,Best worklife balance ever It is a good company,As this is really a good company there is no cons,Anonymous Employee,Current Employee,nan,Aug 21 2022
40,Great place to work,,Excellent Work life balance Quality of work Happy collogues Expressive environment Acknowledge new ideas,There are no cons as such but sometimes you might miss out on the salary part where other companies in competition pay better,Senior Specialist,Current Employee,Bangalore,Aug 5 2022
30,Overall,,Good for people development Big company Many sites,Bad leaders Less transparency in project Bad documents,Staff Engineer,Current Employee,nan,Sep 3 2022
40,Na,,good Worklife balance diversity inclusion,Office is not in town,Human Resources Manager,Former Employee,Bedok New Town,Sep 4 2022
30,Onboarding suppliers,,Good work environment ability to contribute to process definition,Salary too low for work load responsibility,Onboarding Specialist,Current Employee,Porto Oporto,Aug 23 2022
50,Great place to work,,Great place to work team culture,Difficult for young employees to climb up,Account Manager,Current Employee,nan,Aug 26 2022
30,Workplace,,Work Life Balance is great,limited career growth within company External hiring for high position is always seen to be priority,Senior Director,Current Employee,Bukit Baru,Aug 8 2022
40,Overall good company,,New initiatives are coming up Good culture among working level,NAME,Engineer,Current Employee,nan,Aug 14 2022
50,Nice company to work with a lot of business potential,,Dynamic environment and nice coworkers,Meals are a bit expensive,Anonymous Employee,Current Employee,nan,Aug 23 2022
50,,,Good learning experience and knowledge sharing,Its good place to work,Senior Lab Specialist,Current Employee,Bangalore,Aug 30 2022
30,Typical politics workplace,,hybrid working environment at ease,limited career growth and opportunities,Staff Specialist,Current Employee,nan,Sep 1 2022
40,Company with good culture development coaching mentoring,,People focus company with comprehensive training opportunities empowerment Managers spend significant time on coaching and mentoring,Below average remuneration vs competitors Slow pace of change,Logistics Director,Current Employee,Singapore,Aug 7 2022
40,Dissapoiment,,Very good learning environment at start of the career life but very hard to grow,Bad management in crisis situations like mass quitting and not hiring Lower salaries than the market,Senior Verification Engineer,Former Employee,nan,Aug 2 2022
50,Chemistry,,Good worklife balance Affordable food in the canteen Multicultural work environment,Nothing to mention as a dealbreaker,Senior Engineer,Current Employee,Villach,Aug 25 2022
40,Good,,big MNC with global presence and with huge organization one of world s best company in the world great place to work stable business and stable organization good for job security,salary increment not so world class but also not bad,Management,Current Employee,nan,Jul 18 2022
40,good,,work life balance although might sacrifice leisure time during month end closing,limited knowledge to learn as compared to audit,Staff Accountant,Current Employee,Kuala Lumpur,Aug 20 2022
40,Engineer,,Big company Good exposure to semiconductor industry,Value outsider rather than old employee,Engineer,Current Employee,nan,Aug 27 2022
40,ok,,flexible working hybrid in office or work from home,low pay compared to industry,Manager,Current Employee,nan,Aug 25 2022
40,The best employer so far,,Encouraging supporting understanding friendly team and good work place,Salary compensation HR support and communication,Anonymous Employee,Current Employee,nan,Aug 15 2022
50,Good,,Very good in this company,Nothing to complain about here,Project Manager,Current Employee,nan,Aug 24 2022
50,Salary,,Flexible high bonus good learning place friendly environment,Boring complexity of management low increasement,Senior Engineer,Current Employee,nan,Aug 19 2022
40,Good Place to learn,,good environment in department good support from seniors,high workload need to handle stress well need to be fast in adapting stress work,Product Test Engineer,Current Employee,nan,Aug 9 2022
50,Good experience for treating candidate,,profit is getting higher in every season,there is no RSU and ESPP,Software Engineer,Current Employee,nan,Aug 15 2022
30,Inovation Think Tank,,Many good this for company improvement,Lack of management support to achieve target,Operational Excellence Manager,Current Employee,nan,Aug 19 2022
40,Good Work Place,,Good team work and helpful career plan,No RSU in Infineon Technology,Senior Staff Software Engineer,Current Employee,nan,Aug 18 2022
40,Good work life balance but bad compensation,,Great work Great managers Recommend,Salary not as per the industry’s standard,Anonymous Employee,Current Employee,Bangalore,Aug 13 2022
50,Good,,A company to growth strong,I have no comment on this,Receptionist,Former Employee,Old Kallang Airport Estate,Aug 20 2022
50,Great place to learn and work,,Directly put into projects and on the go learning,In the process of on the go learning fundamentals could be overlooked,Test Engineer,Former Employee,Bangalore,Aug 1 2022
40,good,,good management gives hybrid work model,less pay infrastructure is not good,Validation Engineer,Current Employee,Bangalore,Aug 16 2022
50,engineer,,Nice working environment Work life balance nice pay,too many meetings sometimes meeting extend,Engineer,Current Employee,Cavite Cavite City,Aug 15 2022
50,Good,,Flexible work Good pay Good campus,Political Poor middle management in terms of leadership Favoritism,Senior Staff Engineer,Current Employee,nan,Aug 7 2022
40,Good working culture,,People generally pleasant to work with,Compensation is average Processes very complex and takes long to familiarise with,Specialist,Current Employee,Singapore,Aug 5 2022
40,Good place to be,,Work life balance I had a good boss,Lack of buddy guide High expectation but low appreciation,Manager,Former Employee,Singapore,Jul 25 2022
40,Good and expanding company,,Also focus on employee satisfaction,Provide stock benefit for the employee,Industrial Engineering Manager,Current Employee,nan,Aug 11 2022
50,B,,Must be fast learner,All new comer need learn from zero,Engineer,Current Employee,nan,Aug 11 2022
50,Great place to work,,Wonderful company Employee friendly Great worklife balance,None that I can think of,Project Manager,Current Employee,nan,Aug 4 2022
50,Good place to grow,,Interesting growth opportunities in an interesting industry,Big companys typical bureaucracy is slowing things down,Project Manager,Current Employee,nan,Aug 1 2022
10,Look somewhere else,,Centrally located office and benefits are good,Below market average salaries nonflexible working from home scheme excessive workload micromanagement HR nonexistent no real internal career opportunities,CLM,Former Employee,Dublin Dublin,Sep 12 2022
40,Salary work environment,,I am very happy with the work environment and my work colleagues really set a high standard for how a workplace should be,Salaries are below the other big companies in Austria such as Bosch,Anonymous Employee,Current Employee,nan,Aug 15 2022
50,Infineon Work Life,,Good environment in work place,No clear of root cause,Failure Analysis Engineer,Current Employee,Melaka,Jun 18 2022
40,Overall great company,,True human organization Great worklife balance,Complicated processes Multiple stakeholders for one task,Business Development Manager,Current Employee,Bangalore,Sep 8 2022
50,Positive,,The environment is very International,The Canteen is quite bad and overprice,Working Student,Current Employee,Munich Bavaria,Jun 25 2022
40,Good company,,Good work life balance Short term business trips to hq,Too many processes Growth becomes stagnant,Anonymous Employee,Former Employee,nan,Sep 1 2022
50,Very nice environment surounded by very competent people passionated about the sector,,A very nice place that gives all the instruments ti learn and specialize in the hardware development industry,Salary could ne much higher,Software Test Engineer,Current Employee,Bucharest Bucuresti,May 17 2022
40,Review,,Good culture and good workplace,Nothing I can think of,Anonymous Employee,Current Employee,nan,Sep 7 2022
40,Power Electronics,,Innovative Multidimensional work Trainings Workshops Diverse,Promotions Business Trips Attrition Integration Food,Application Engineer,Current Employee,nan,Sep 3 2022
40,Great place to work,,Excellent Work life balance Quality of work Happy collogues Expressive environment Acknowledge new ideas,There are no cons as such but sometimes you might miss out on the salary part where other companies in competition pay better,Senior Specialist,Current Employee,Bangalore,Aug 5 2022
50,Great place to work,,NAME,Some of the systems used are pretty old,Process Integration Engineer,Current Employee,nan,May 27 2022
30,Overall,,Good for people development Big company Many sites,Bad leaders Less transparency in project Bad documents,Staff Engineer,Current Employee,nan,Sep 3 2022
40,Na,,good Worklife balance diversity inclusion,Office is not in town,Human Resources Manager,Former Employee,Bedok New Town,Sep 4 2022
30,Onboarding suppliers,,Good work environment ability to contribute to process definition,Salary too low for work load responsibility,Onboarding Specialist,Current Employee,Porto Oporto,Aug 23 2022
30,Workplace,,Work Life Balance is great,limited career growth within company External hiring for high position is always seen to be priority,Senior Director,Current Employee,Bukit Baru,Aug 8 2022
40,Overall good company,,New initiatives are coming up Good culture among working level,NAME,Engineer,Current Employee,nan,Aug 14 2022
30,Typical politics workplace,,hybrid working environment at ease,limited career growth and opportunities,Staff Specialist,Current Employee,nan,Sep 1 2022
40,Company with good culture development coaching mentoring,,People focus company with comprehensive training opportunities empowerment Managers spend significant time on coaching and mentoring,Below average remuneration vs competitors Slow pace of change,Logistics Director,Current Employee,Singapore,Aug 7 2022
40,Dissapoiment,,Very good learning environment at start of the career life but very hard to grow,Bad management in crisis situations like mass quitting and not hiring Lower salaries than the market,Senior Verification Engineer,Former Employee,nan,Aug 2 2022
50,Great Place to Work,,Great worklife balance many opportunity for training,None This is a great place to work in,Anonymous Employee,Current Employee,nan,Jun 7 2022
30,Salary,,Work life balance and back on time Big company,Salary too low compare to market price Too political inside,Test Development Engineer,Former Employee,Singapore,Jul 15 2022
20,Good work life balance Substandard pay scale,,Work life balance is good,Lot of politics Plagiarism everywhere Lesser salary then the market standards,Staff Engineer,Current Employee,nan,Jun 27 2022
40,Great working culture,,Excellent working culture within the company and team,Location is not very accessible as it is in a industrial location,Anonymous Employee,Current Employee,nan,Jul 10 2022
40,Good work Life balance but career progression is not so great,,WorkLife balance is really great,Career Progression is slow Promotions are usually not meritbased but rather based on impressions,Senior Manager,Current Employee,Munich Bavaria,Jul 2 2022
50,Goo place to work,,Work life balance great people,Not so much work to do,Anonymous Employee,Current Employee,nan,Jul 18 2022
50,Excellent Company,,Employee safety and better working environment,There are no cons for this company,Trainee Patent Attorney,Former Employee,Munich Bavaria,Jul 18 2022
50,nice company,,nice work place to work,basic salary for fresh is lower,Process Engineer,Current Employee,nan,Jul 19 2022
40,Good working environment,,Flexible working hours and good work life balance,Could have given better benefits plan,Unit Process Engineer,Current Employee,nan,Jul 15 2022
40,Great place to work,,Good environment great culture and flexible working time,So far so good No problem,Engineer,Current Employee,nan,Jul 12 2022
50,Great place to work,,Work life balance and good pay which defines the amount of work you do Good free food A lot of parties pubs outings Less work load One of the best place to work,None found one of the ideal work place,Specialist,Current Employee,nan,Jun 4 2022
50,definitely a great place to work,,Good worklife balance great opportunities for development,parking is forever an issue,nan,Current Employee,Melaka,Jul 3 2022
30,nan,,Company Culture is good but managers are not good,Cons depends on team to team,Staff Software Engineer,Current Employee,Bangalore,Jul 12 2022
50,Data Master Expriences,,I can learn a lot from working here,The career oportunities is not good,Data Master I,Current Employee,Bedok New Town,Jul 1 2022
50,Review,,work and work culture is very good,I am happy working with infineon,Anonymous Employee,Current Employee,nan,Jul 10 2022
50,average,,flexible working style project based,the working environment can be quite political,Systems Engineer,Former Employee,Singapore,Jul 11 2022
50,good,,Technology and smart solution related to that,IoT solution for make life safer and greener,Assistant SYSTEM ENGINEER,Current Employee,nan,Jul 7 2022
30,Good company to start up,,Good learning place Nice colleague,Need to overtime sometime depend plant situation,Project Engineer,Current Employee,Kulim,Jul 8 2022
50,Wonderful team and opportunities to learn,,Learning Good salary growth free lunch,Just a bit work life compromises with personal life,Embedded Software Engineer,Former Employee,Bangalore,Jun 30 2022
50,Technology exposure,,Advanced technology and systematic analytical tool,Location not in main city,Staff Product Engineer,Current Employee,Kulim,Jul 9 2022
50,A good place to start,,1 Have many benefits 2 Nice colleagues,1 Too many system but it fun to learn,Engineer,Current Employee,nan,Jun 29 2022
50,No regrets great culture and environment,,Strong focus on culture and openness Respectful colleagues,German processes can still be sometimes slow,Anonymous Employee,Current Employee,Regensburg,May 17 2022
40,Good working culture,,People generally pleasant to work with,Compensation is average Processes very complex and takes long to familiarise with,Specialist,Current Employee,Singapore,Aug 5 2022
40,Good place to be,,Work life balance I had a good boss,Lack of buddy guide High expectation but low appreciation,Manager,Former Employee,Singapore,Jul 25 2022
40,Good and expanding company,,Also focus on employee satisfaction,Provide stock benefit for the employee,Industrial Engineering Manager,Current Employee,nan,Aug 11 2022
50,Best Place,,Good experience learnt latest technologies,Nothing specific as of now,IT Developer,Current Employee,Singapore,May 26 2022
50,Great Place to work,,Great place to work with optimum work life balance Load of thing to learn and apply,May get stagnant after a few years Dont get too comfortable as that is a danger in ones career,SAP Consultant,Current Employee,Melaka,Apr 6 2022
50,Work life balance,,Worklife balance is good and good compensation,parttime jobs are not well paid,Anonymous Employee,Current Employee,nan,May 19 2022
50,great placed to work,,lots of OT in production,not easy to get promotion,Technician,Former Employee,Melaka,May 21 2022
30,Good work life balance,,Have good work life balance with hybrid work,Low salary increment and incentive,Staff Engineer,Current Employee,Singapore,Jul 16 2022
40,Good opportunity,,Good work life balance Nice team No politics,Individual career growth is bit difficult,Anonymous Employee,Current Employee,nan,Aug 5 2022
40,Good Place to Work,,The company know what they want to achieve,The offered salary package need to review,Executive,Current Employee,nan,Jul 3 2022
40,Korea site management doing,,well balanced work and work balance if someone takes good job,management well promote than employee,Senior Staff Engineer,Former Employee,Seoul,Jul 12 2022
40,Company overall,,1 Work life balance 2 Employee are friendly and kind 3 Higher offer for every new comer easy access any training material as long as you want to grow up your technical skills 4 A lot of off office hours activity interact with people easily,1 A lot of office politics among departments sites even the region 2 Limited grow for those involve operations or product ramp except R D jobs But never think RD role can be taken place in Asia regions 3 Wasted time to argue with QM while release test program,Senior Test Engineer,Current Employee,Singapore,Mar 29 2022
50,Senior Product Marketing Manager,,Good working culture and professional colleagues,Slow career progress and German speaking in an international team,Senior Product Marketing Manager,Current Employee,Linz,May 5 2022
40,Relax but slow pace,,Relax work life balance networking activities,Slow pace office politics too many meetings low efficiency,Senior Staff Engineer,Current Employee,Munich Bavaria,Jul 27 2022
50,Working student,,Great opportunity to learn Since day 1 you have the chance to handson projects,The german working environment is not always the best,Working Student,Former Employee,Munich Bavaria,Apr 26 2022
50,Good company and good people,,Good company and good people,WFH policy is not very flexible,Data Scientist,Current Employee,Porto Oporto,May 1 2022
50,Top Company,,Friendly Climate Future Orientation Top Top Management,Decision Making sometimes takes time no others,Project Manager,Current Employee,Neubiberg,May 4 2022
50,Nice place to work,,Professional atmosphere friendly colleagues Chances to get promoted,Low compensation compared to the other companies,Verification Engineer,Current Employee,Bucharest Bucuresti,May 4 2022
40,Senior application engineer power engineer,,Good work culture and good bonus,Salary is just decentwhich can be bit higher compared to competitors,Staff Application Engineer und Technical Customer Supporter,Current Employee,nan,Jul 20 2022
40,Safe company,,Not hectic good work life balance,Less opportunities less agressive slow product tapeout,Senior Product Engineer,Current Employee,Bangalore,Jul 25 2022
50,Good,,Good place to work for,No cons as such at infineon,Applications Engineer,Current Employee,nan,May 11 2022
50,Best Work Life balance,,Great Company It has an amazing work life balance with an inclusive and supportive environment The company works on pull strategy rather than the push strategy where you take the work and have deadlines according to your own competence Apart from these Infineon has an amazing playing room along with free buffet for lunch,There is a lot of learning opportunities and it completely depends on the team However in my case I experienced the flattening of learning curve,Senior Specialist Software Engineer,Current Employee,Bangalore,Jan 22 2022
40,Friendly environment,,Colleagues are easy to mingle with Managers are also very approachable,Canteen food are not good,Product Engineer,Current Employee,nan,Jul 21 2022
30,Salary,,Work life balance and back on time Big company,Salary too low compare to market price Too political inside,Test Development Engineer,Former Employee,Singapore,Jul 15 2022
50,Great place to work,,Friendly and relaxed atmosphere Great place to start your career Very flexible work schedule Ability to sometimes choose your project Ability to implement a solution as you see fit Great diversity of project and technologies,Low base salary Not many seniors from which to learn Lack of organization and methodology,Firmware Engineer,Current Employee,Bucharest Bucuresti,Mar 14 2022
50,Nice company to work,,very good work life balance,company has very high expectation and standards,Associate Director,Current Employee,nan,Apr 26 2022
50,Good Company Culture,,People oriented Stable environment focusing middle long term strategy,Not much Restricted stock option,Engineering Manager,Current Employee,Singapore,Apr 18 2022
20,Good work life balance Substandard pay scale,,Work life balance is good,Lot of politics Plagiarism everywhere Lesser salary then the market standards,Staff Engineer,Current Employee,nan,Jun 27 2022
40,Great working culture,,Excellent working culture within the company and team,Location is not very accessible as it is in a industrial location,Anonymous Employee,Current Employee,nan,Jul 10 2022
40,Good work Life balance but career progression is not so great,,WorkLife balance is really great,Career Progression is slow Promotions are usually not meritbased but rather based on impressions,Senior Manager,Current Employee,Munich Bavaria,Jul 2 2022
50,good company with great environment,,NAME,To distant from Porto centro 3 days at the Office,Data Scientist,Current Employee,nan,Apr 19 2022
50,Great place to work,,Good work life balance and colleagues are nice,Too many meetings and management sometimes do not understand the concerns of their employees,Senior Engineer,Current Employee,Singapore,Apr 2 2022
40,Good working environment,,Flexible working hours and good work life balance,Could have given better benefits plan,Unit Process Engineer,Current Employee,nan,Jul 15 2022
50,Nice work environment,,Open culture transparency good technical work,Perhaps renumeration can be better,Director,Current Employee,Munich Bavaria,Apr 26 2022
50,Master thesis,,Hot topics and great people,Not found any disadvantages up to now,Data Scientist,Current Employee,Villach,Apr 17 2022
40,Great place to work,,Good environment great culture and flexible working time,So far so good No problem,Engineer,Current Employee,nan,Jul 12 2022
50,Good,,Good working culture flexible environment,As such no specific cons,Software Engineer,Current Employee,nan,Apr 28 2022
50,great work environment,,work life balance was great,Compensation is not competitive in comparison with competitors,Senior Staff Engineer,Former Employee,Singapore,Apr 12 2022
30,nan,,Company Culture is good but managers are not good,Cons depends on team to team,Staff Software Engineer,Current Employee,Bangalore,Jul 12 2022
30,nan,,worklife balanced Good environment,Low starting salary and increment salary,Equipment Engineer,Current Employee,nan,Jun 1 2022
50,A great space to grow,,competent teams depending on your department ofc great work space,Overwhelming at first depending on your task specially as an intern with no experience,Applications Engineer Intern,Current Employee,Villach,May 6 2022
50,Great culture and opportunity to learn,,Growing business potential stable company,Too many discussions and alignments,Director,Current Employee,nan,May 23 2022
50,No regrets great culture and environment,,Strong focus on culture and openness Respectful colleagues,German processes can still be sometimes slow,Anonymous Employee,Current Employee,Regensburg,May 17 2022
50,Best Place,,Good experience learnt latest technologies,Nothing specific as of now,IT Developer,Current Employee,Singapore,May 26 2022
40,Specialist,,Flex schedbonusesmedicalreimbursement of medicine you boughtgreat place to work,low salary for entry level,Specialist,Former Employee,nan,May 23 2022
50,Great Place to work,,Great place to work with optimum work life balance Load of thing to learn and apply,May get stagnant after a few years Dont get too comfortable as that is a danger in ones career,SAP Consultant,Current Employee,Melaka,Apr 6 2022
40,If you’re applying into Penang site careful,,Easy job but it depends on scope of your role Not much stress as projects are few and far in between,No career progression Limited opportunities to grow,Engineer,Current Employee,Bukit Mertajam,Mar 13 2022
40,GoodGreat place to work,,professional environment good location good working culture with worklife balance,NAME,Anonymous Employee,Current Employee,nan,May 9 2022
50,Work life balance,,Worklife balance is good and good compensation,parttime jobs are not well paid,Anonymous Employee,Current Employee,nan,May 19 2022
40,Nice young atmosphere,,There have been many nice memories I shared with my young and international colleagues A lot of fresh starters but also many people who worked there for years,Small salary especially if you are not really a fresh starter No much room for career growth Quite repetative tasks,CLM Analyst,Former Employee,Dublin Dublin,Feb 26 2022
40,Best boss ever,,Good career growth can make your own decision with supervision,Low annual company increment except promotion,Process Engineer,Current Employee,Kulim,May 14 2022
50,great placed to work,,lots of OT in production,not easy to get promotion,Technician,Former Employee,Melaka,May 21 2022
30,Well not so well,,Large platform to learn and lots of information to absorb,Complete chaos management Incompetent people at decision making positions,Applications Engineer,Former Employee,nan,May 3 2022
40,Good benefit and shift allowance,,Can get many ot if you want Inhouse canteen lunch subsidy and company transport provided Shift allowance is higher compare to other company,Perfomance rating from supervisor is base on experience of company not the actual perfomance,Senior Technician,Current Employee,Singapore,Mar 10 2022
10,WCS EPIC FW team Lot of politics and no support to new joiners,,Only person who grows in team is based on seniority Senior employees can outsource project to known people,1 Startup work schedules but salary as per service company 2 No respect to opinion of team members 3 Individual winners 4 No team work,Senior Software Engineer,Former Employee,Bangalore,Mar 26 2022
50,Senior Product Marketing Manager,,Good working culture and professional colleagues,Slow career progress and German speaking in an international team,Senior Product Marketing Manager,Current Employee,Linz,May 5 2022
40,Good work environment,,Good company to learn and develop skills Good worklife balance,Everything is based on experience level,Staff Design Engineer,Current Employee,Bangalore,May 8 2022
50,Working student,,Great opportunity to learn Since day 1 you have the chance to handson projects,The german working environment is not always the best,Working Student,Former Employee,Munich Bavaria,Apr 26 2022
40,Good career opportunity,,The recommended workplace and industry to be in when you are a fresh graduate Within the IT department you will get to work with other colleagues from Asia Pacific and Europe region,The salary isnt competitive as its adjusted based on current market in Melaka,IT Specialist,Former Employee,Melaka,Mar 17 2022
50,Good company and good people,,Good company and good people,WFH policy is not very flexible,Data Scientist,Current Employee,Porto Oporto,May 1 2022
50,Top Company,,Friendly Climate Future Orientation Top Top Management,Decision Making sometimes takes time no others,Project Manager,Current Employee,Neubiberg,May 4 2022
50,Nice place to work,,Professional atmosphere friendly colleagues Chances to get promoted,Low compensation compared to the other companies,Verification Engineer,Current Employee,Bucharest Bucuresti,May 4 2022
30,Good team less opportunity,,Good manager willing to hear,Annual review and annual adjusment gap of 6 months,Senior Engineer,Current Employee,Kulim,May 6 2022
50,Good,,Good place to work for,No cons as such at infineon,Applications Engineer,Current Employee,nan,May 11 2022
50,Best Work Life balance,,Great Company It has an amazing work life balance with an inclusive and supportive environment The company works on pull strategy rather than the push strategy where you take the work and have deadlines according to your own competence Apart from these Infineon has an amazing playing room along with free buffet for lunch,There is a lot of learning opportunities and it completely depends on the team However in my case I experienced the flattening of learning curve,Senior Specialist Software Engineer,Current Employee,Bangalore,Jan 22 2022
40,Great Place to Work,,Structured organization with builtup team to work across,Overwhelming meetings and discussions with different teams in a project,Senior Process Engineer,Former Employee,Melaka,Apr 11 2022
30,Great MNC to Work,,Good benefits Good annual bonus payout,Too KPI driven Sometimes no proper direction from manager Slow in decision making,Planner,Current Employee,Melaka,Apr 24 2022
40,Good,,Time flexibility Average pay Nice work culture No overtime work More vacation holiday,Away from city center Slow growth,Working Student,Current Employee,Munich Bavaria,May 4 2022
40,Work experience has been great so far despite mostly WFH remoteness doesn’t affect team morale,,Employees KPI performance goalsettings are reasonable and achievable Great Employees growth opportunities with internal workshops and external virtual courses,Poor internal promotions practices Oldschool management styles Lack of trust for cross functional collaboration,Anonymous Employee,Current Employee,nan,Feb 8 2022
